date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-07-05,13822.0,232.0,,,,,,,-0.02315149761250181,0.0,-0.0177253653595717,0.01293103448275862
2020-07-06,14215.0,235.0,,,,,,,-0.013366162504396765,0.00851063829787234,-0.012099894477664441,0.00425531914893617
2020-07-07,14379.0,237.0,,,,,,,0.0018777383684539953,0.012658227848101266,0.011266430210723972,0.004219409282700422
2020-07-08,14607.0,240.0,,,,,,,-0.004586841925104402,-0.0041666666666666675,-0.003286095707537482,0.0041666666666666675
2020-07-09,14771.0,242.0,,,,,,,6.770022341073725e-05,0.0,0.003791212511001287,0.012396694214876032
2020-07-10,15079.0,242.0,,,,,,,-0.0016579348763180585,0.016528925619834708,-0.000397904370316334,0.028925619834710745
2020-07-11,15328.0,243.0,,,,,,,-0.004436325678496869,0.0,0.02094206680584551,0.02469135802469136
2020-07-12,15542.0,245.0,,,,,,,0.00482563376656801,0.012244897959183671,0.03841204478188135,0.0163265306122449
2020-07-13,15745.0,250.0,,,,,,,0.001143220069863449,-0.004,0.02731025722451572,0.012
2020-07-14,15936.0,255.0,,,,,,,0.008471385542168674,-0.007843137254901959,0.02622991967871486,-0.007843137254901959
2020-07-15,16097.0,257.0,,,,,,,0.0011803441635087285,0.007782101167315175,0.021059824812076786,0.03501945525291829
2020-07-16,16262.0,259.0,,,,,,,0.0033821178206862625,0.01158301158301158,0.040646906899520364,0.019305019305019305
2020-07-17,16545.0,263.0,,,,,,,0.0011483831973405866,0.01140684410646388,0.04611665155636144,0.030418250950570342
2020-07-18,16726.0,264.0,,,,,,,0.02325720435250508,0.022727272727272728,0.052732273107736455,0.022727272727272728
2020-07-19,17015.0,269.0,,,,,,,0.030678812812224506,0.0037174721189591076,0.025859535703790768,0.03345724907063197
2020-07-20,17236.0,273.0,,,,,,,0.023903457878858204,0.014652014652014654,0.01537479693664423,0.040293040293040296
2020-07-21,17562.0,276.0,,,,,,,0.016114337774740917,0.0,0.01896139391868808,0.05797101449275361
2020-07-22,17742.0,280.0,,,,,,,0.018036298049825275,0.025,0.04740164581219705,0.042857142857142864
2020-07-23,17962.0,285.0,,,,,,,0.033737891103440595,0.007017543859649123,0.05918049215009465,0.0456140350877193
2020-07-24,18264.0,292.0,,,,,,,0.04073587385019711,0.017123287671232876,0.04610162067455103,0.023972602739726026
2020-07-25,18834.0,299.0,,,,,,,0.026176064564086228,0.0,0.02378676860996071,0.016722408026755852
2020-07-26,19645.0,305.0,,,,,,,-0.004174090099261897,0.026229508196721308,0.027182489182998214,0.04262295081967213
2020-07-27,20278.0,313.0,,,,,,,-0.00724923562481507,0.02236421725239616,0.02944077325179998,0.03194888178913738
2020-07-28,20887.0,316.0,,,,,,,0.0023938334849427875,0.05063291139240506,0.010389237324651695,0.04746835443037975
2020-07-29,21387.0,327.0,,,,,,,0.024360592883527377,0.01529051987767584,0.02955066161687006,0.01834862385321101
2020-07-30,22213.0,334.0,,,,,,,0.020573538018277587,0.03293413173652695,0.030297573492999594,0.04790419161676647
2020-07-31,23259.0,346.0,,,,,,,0.004213422761081732,0.005780346820809247,0.008383851412356508,0.04624277456647399
2020-08-01,24322.0,353.0,,,,,,,-0.0018501767946714905,0.0141643059490085,0.00999095469122605,0.056657223796034
2020-08-02,25051.0,367.0,,,,,,,0.024589836733064547,0.013623978201634877,0.04179473873298471,0.019073569482288832
2020-08-03,25537.0,382.0,,,,,,,0.02913419743901006,0.007853403141361256,0.03861064338019345,0.028795811518324606
2020-08-04,26196.0,401.0,,,,,,,0.0063750190868834935,-0.002493765586034913,0.015651244464803787,0.00997506234413965
2020-08-05,27217.0,417.0,,,,,,,0.0040783333945695706,0.002398081534772182,0.00823015027372598,0.0407673860911271
2020-08-06,28500.0,435.0,,,,,,,0.007578947368421051,0.011494252873563218,0.007964912280701755,0.02528735632183908
2020-08-07,29644.0,449.0,,,,,,,0.003272163000944542,0.0311804008908686,0.006105788692484146,0.0400890868596882
2020-08-08,30662.0,461.0,,,,,,,0.00939273367686387,0.03253796095444685,0.01927467223273107,0.0650759219088937
2020-08-09,32007.0,480.0,,,,,,,0.013465804355297279,0.0041666666666666675,0.006873496422657543,0.04583333333333333
2020-08-10,33237.0,498.0,,,,,,,0.0072810422119926575,0.01606425702811245,0.00923669404579234,0.024096385542168683
2020-08-11,34063.0,516.0,,,,,,,0.007133840237207527,0.009689922480620157,0.002260517276810616,0.027131782945736437
2020-08-12,35195.0,533.0,,,,,,,0.0032106833357010943,0.0300187617260788,0.0040914902685040494,0.03377110694183865
2020-08-13,36694.0,556.0,,,,,,,0.0002997765302229248,0.01079136690647482,-0.004442143129666976,0.01079136690647482
2020-08-14,37935.0,584.0,,,,,,,0.0022143139580862,0.00684931506849315,-0.0005272176090681429,-0.0017123287671232876
2020-08-15,39241.0,611.0,,,,,,,0.007721515761575903,0.024549918166939442,0.0024973879360872557,0.022913256955810143
2020-08-16,41017.0,632.0,,,,,,,-0.0051442084989150845,0.03164556962025317,-0.005095448228783188,0.007911392405063292
2020-08-17,42489.0,658.0,,,,,,,0.001529807714937984,0.0060790273556231,-0.00303607992656923,0.010638297872340424
2020-08-18,43558.0,681.0,,,,,,,-0.003811010606547592,0.013215859030837005,0.0028008632168602787,0.01027900146842878
2020-08-19,44803.0,714.0,,,,,,,0.0006919179519228622,0.0028011204481792717,-0.0012052764323817599,0.014005602240896359
2020-08-20,46313.0,743.0,,,,,,,-0.0037570444583594244,0.0,0.003497937943989809,0.004037685060565276
2020-08-21,47638.0,775.0,,,,,,,-0.0021831311138167013,-0.0064516129032258064,0.0016163566900373651,0.0064516129032258064
2020-08-22,49247.0,817.0,,,,,,,-0.004162690113103336,-0.001223990208078335,0.002863118565597905,-0.0036719706242350062
2020-08-23,50812.0,858.0,,,,,,,3.936078091789341e-05,-0.017482517482517484,-0.00019680390458946703,-0.004662004662004662
2020-08-24,52349.0,888.0,,,,,,,-0.0037058969607824408,0.0033783783783783786,0.013314485472501865,0.002252252252252252
2020-08-25,53252.0,920.0,,,,,,,0.005408247577555773,-0.002173913043478261,0.00907008187485916,0.0010869565217391304
