date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-08-17,2453.0,8.0,,,,,,,0.04035874439461883,0.125,0.03098247044435385,0.0
2020-08-18,2540.0,8.0,,,,,,,0.05118110236220472,0.25,-0.01732283464566929,0.0
2020-08-19,2577.0,10.0,,,,,,,0.07528133488552581,-0.1,0.01629802095459837,-0.2
2020-08-20,2644.0,10.0,,,,,,,0.00794251134644478,0.0,0.00340393343419062,0.1
2020-08-21,2717.0,11.0,,,,,,,-0.009569377990430622,-0.09090909090909093,-0.013249907986750091,0.0
2020-08-22,2780.0,11.0,,,,,,,0.002517985611510791,0.09090909090909093,-0.005035971223021582,0.0
2020-08-23,2889.0,11.0,,,,,,,-0.0027691242644513675,0.0,-0.02215299411561094,0.0
2020-08-24,3089.0,12.0,,,,,,,-0.007445775331822595,-0.08333333333333333,-0.05665263839430236,0.0
2020-08-25,3306.0,14.0,,,,,,,-0.05263157894736842,-0.14285714285714285,-0.055051421657592255,-0.14285714285714285
2020-08-26,3537.0,15.0,,,,,,,-0.04297427198190557,-0.06666666666666668,-0.056827820186598814,0.0
2020-08-27,3625.0,15.0,,,,,,,-0.003310344827586207,0.06666666666666668,-0.018482758620689654,0.06666666666666668
2020-08-28,3672.0,15.0,,,,,,,-0.002723311546840959,0.06666666666666668,-0.007625272331154684,0.06666666666666668
2020-08-29,3742.0,16.0,,,,,,,-0.005611972207375735,-0.0625,-0.004008551576696953,-0.0625
2020-08-30,3843.0,16.0,,,,,,,-0.014571948998178506,0.0,-0.01821493624772313,0.0
2020-08-31,4020.0,16.0,,,,,,,-0.03781094527363184,0.0625,-0.03756218905472637,0.0
2020-09-01,4063.0,16.0,,,,,,,-0.0019689884321929607,0.0,-0.007875953728771843,0.0
2020-09-02,4142.0,16.0,,,,,,,-0.011830033800096573,0.0625,-0.013761467889908258,0.0
2020-09-03,4218.0,17.0,,,,,,,-0.0130393551446183,0.0,-0.015647226173541962,-0.05882352941176471
2020-09-04,4255.0,18.0,,,,,,,-0.004230317273795535,0.0,-0.004230317273795535,0.0
2020-09-05,4304.0,18.0,,,,,,,0.0013940520446096654,0.0,-0.00720260223048327,0.1111111111111111
2020-09-06,4349.0,18.0,,,,,,,-0.0032191308346746373,0.0,-0.010347206254311335,0.0
2020-09-07,4374.0,19.0,,,,,,,0.0002286236854138089,-0.05263157894736842,0.003429355281207133,0.0
2020-09-08,4409.0,19.0,,,,,,,-0.005443411204354729,0.0,-0.005443411204354729,0.05263157894736842
2020-09-09,4439.0,20.0,,,,,,,-0.0018022077044379363,-0.05,-0.003153863482766389,-0.05
