date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-08-19,69673.0,617.0,,,,,,,-2.8705524378166577e-05,0.0032414910858995136,0.0005023466766179151,0.0016207455429497568
2020-08-20,69801.0,622.0,,,,,,,0.0017048466354350224,0.0,0.0007306485580435809,0.0
2020-08-21,69950.0,627.0,,,,,,,0.0006004288777698356,0.0,0.00017155110793423873,0.0
2020-08-22,70111.0,632.0,,,,,,,0.0002852619417780377,0.0,0.00031378813595584143,0.0
2020-08-23,70285.0,637.0,,,,,,,4.268336060325816e-05,-0.0015698587127158554,5.691114747101089e-05,-0.0015698587127158554
2020-08-24,70468.0,642.0,,,,,,,-0.00026962592949991487,0.0,0.00018448089913152067,0.001557632398753894
2020-08-25,70645.0,646.0,,,,,,,-0.00029726095265057684,0.0015479876160990713,-7.077641729775638e-05,0.0015479876160990713
2020-08-26,70727.0,652.0,,,,,,,0.0005231382640292957,-0.0015337423312883436,0.0013431928400752188,-0.0015337423312883436
2020-08-27,70974.0,657.0,,,,,,,-0.0009580973314171386,0.0,-0.0007467523318398287,0.0
2020-08-28,71165.0,662.0,,,,,,,-0.00042155553994238735,0.0,-2.810370266282583e-05,0.0015105740181268882
2020-08-29,71346.0,667.0,,,,,,,2.8032405460712587e-05,0.0,0.00016819443276427552,0.0014992503748125937
2020-08-30,71523.0,671.0,,,,,,,1.3981516435272571e-05,0.0,0.000195741230093816,0.002980625931445604
2020-08-31,71687.0,676.0,,,,,,,0.00044638497914545176,0.0014792899408284025,0.0004742840403420425,0.0014792899408284025
2020-09-01,71843.0,681.0,,,,,,,0.00022270784905975533,0.0,0.0004314964575532759,0.0014684287812041115
2020-09-02,71962.0,686.0,,,,,,,0.0008059809343820348,0.0,0.001014424279480837,0.0
2020-09-03,72141.0,691.0,,,,,,,0.0002079261446334262,0.0,0.0004435757752179759,0.0014471780028943561
2020-09-04,72302.0,696.0,,,,,,,0.0003872645293352881,0.0014367816091954025,0.0008713451910043982,-0.0014367816091954025
2020-09-05,72485.0,701.0,,,,,,,0.00013795957784369179,0.0014265335235378034,0.0008277574670621508,-0.0042796005706134095
2020-09-06,72663.0,705.0,,,,,,,0.00017890811004224984,0.0028368794326241137,0.0007293946024799418,-0.0014184397163120568
2020-09-07,72859.0,711.0,,,,,,,2.7450280679119947e-05,0.0,0.00023332738577251958,-0.002812939521800281
2020-09-08,73031.0,716.0,,,,,,,0.00020539223069655348,0.0013966480446927375,0.0007120263997480522,0.0
2020-09-09,73208.0,721.0,,,,,,,0.00020489563982078465,0.0,0.00039613157032018364,0.0013869625520110955
2020-09-10,73402.0,726.0,,,,,,,0.00023160131876515626,0.0013774104683195593,0.0008037928121849541,0.0
2020-09-11,73591.0,732.0,,,,,,,0.00047560163606962815,-0.00273224043715847,0.0014268049082088842,0.0
