date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-08-05,114098.0,1144.0,,,,,,,-0.0015688267980157409,-0.007867132867132868,0.003199004364668969,-0.0008741258741258741
2020-08-06,116350.0,1186.0,,,,,,,-0.0011516974645466266,-0.01517706576728499,-0.0075376020627417285,-0.005059021922428329
2020-08-07,118782.0,1206.0,,,,,,,-0.004083110235557576,-0.005804311774461028,-0.0064235321850111965,0.033996683250414585
2020-08-08,120585.0,1215.0,,,,,,,-0.004262553385578636,0.00823045267489712,-0.0046771986565493215,0.00411522633744856
2020-08-09,122712.0,1223.0,,,,,,,-0.0013527609361757614,0.01062959934587081,-0.0022247212986504987,-0.003270645952575634
2020-08-10,123914.0,1233.0,,,,,,,-0.00133963878173572,0.008921330089213302,-0.004317510531497652,0.008921330089213302
2020-08-11,124915.0,1271.0,,,,,,,0.0002641796421566665,0.0007867820613690008,-0.0015050234159228275,0.0015735641227380016
2020-08-12,126393.0,1289.0,,,,,,,0.004304035824768777,0.0062063615205585725,0.0036236183965884187,0.0015515903801396431
2020-08-13,128511.0,1313.0,,,,,,,-0.005781606243823486,0.00913937547600914,-0.0022721790352576822,0.0007616146230007616
2020-08-14,130458.0,1326.0,,,,,,,-0.002130954023517148,0.03619909502262444,-0.002383908997531773,0.011312217194570135
2020-08-15,131747.0,1345.0,,,,,,,-0.0003795152830804496,-0.0037174721189591076,0.0013358937964431828,0.0037174721189591076
2020-08-16,133708.0,1366.0,,,,,,,-0.0008002512938642415,-0.012445095168374816,-0.00842133604571155,0.0007320644216691068
2020-08-17,134744.0,1387.0,,,,,,,-0.0027385263907854893,0.0,0.0058035979338597644,-0.010093727469358328
2020-08-18,135778.0,1426.0,,,,,,,-0.0016276569105451546,0.0007012622720897617,0.0026661167493997554,-0.008415147265077139
2020-08-19,137800.0,1452.0,,,,,,,-0.0006240928882438316,-0.004132231404958678,-0.0037735849056603774,-0.006887052341597796
2020-08-20,139175.0,1488.0,,,,,,,0.003240524519489851,-0.00739247311827957,0.002442967486976828,-0.012096774193548387
2020-08-21,140844.0,1549.0,,,,,,,-0.0002343017806935333,-0.02130406714009038,-0.00438783334753344,-0.025177533892834086
2020-08-22,142083.0,1563.0,,,,,,,0.0015906195674359356,0.0063979526551503525,0.0037020614711119563,0.007037747920665387
2020-08-23,143937.0,1567.0,,,,,,,-0.007079486164085677,0.011486917677089979,-0.0006252735571812668,-0.0006381620931716656
2020-08-24,144604.0,1588.0,,,,,,,0.00795966916544494,-0.008816120906801008,0.0021852784155348397,-0.01070528967254408
2020-08-25,145417.0,1628.0,,,,,,,0.004009159864389995,-0.007985257985257984,-0.0011552982113508046,-0.007985257985257984
2020-08-26,147353.0,1648.0,,,,,,,-0.002945308205465786,-0.0024271844660194173,-0.007485426153522494,0.009101941747572815
2020-08-27,149179.0,1673.0,,,,,,,-0.0007440725571293546,-0.0041841004184100415,-0.0011797907212141119,0.019127316198445904
2020-08-28,150815.0,1701.0,,,,,,,-0.0038789245101614562,-0.003527336860670194,-9.282896263634252e-05,0.005291005291005291
2020-08-29,152280.0,1725.0,,,,,,,0.001970055161544523,0.0005797101449275362,-0.0028434462831625953,0.008695652173913044
2020-08-30,153115.0,1747.0,,,,,,,0.006067335009633282,-0.010875787063537493,0.000640041798648075,-0.004579278763594733
2020-08-31,154933.0,1754.0,,,,,,,-0.005389426397216861,-0.001710376282782212,0.0040791826144204275,0.006841505131128849
2020-09-01,156329.0,1781.0,,,,,,,-0.004803971112205669,0.0,-0.00280818018409892,0.0016844469399213925
2020-09-02,157831.0,1797.0,,,,,,,-0.00423871102635097,0.0105731775180857,0.0022429053861408718,0.004451864218141347
2020-09-03,159546.0,1815.0,,,,,,,-0.000407406014566332,0.021487603305785124,-0.004149273563737104,-0.0027548209366391185
2020-09-04,160597.0,1837.0,,,,,,,0.003555483601810744,0.008165487207403375,0.00813215688960566,0.005443658138268917
2020-09-05,162362.0,1862.0,,,,,,,-0.00451460317069265,0.0075187969924812035,-0.0050689200675034796,-0.0026852846401718587
2020-09-06,164126.0,1865.0,,,,,,,-0.00506318316415437,0.005898123324396783,0.0018948856366450169,-0.0005361930294906167
2020-09-07,165109.0,1869.0,,,,,,,0.008885039579913875,0.008025682182985553,-0.0005329812426942203,0.005885500267522739
2020-09-08,165754.0,1896.0,,,,,,,0.0018823075159573829,0.0015822784810126582,0.0005671054695512628,0.0005274261603375527
2020-09-09,166587.0,1931.0,,,,,,,0.0061409353671054755,-0.005696530295183843,0.004370088902495393,-0.010875194199896429
2020-09-10,168237.0,1988.0,,,,,,,-0.0035485654166443775,-0.022132796780684104,-0.004844356473308486,-0.011066398390342052
2020-09-11,169859.0,2025.0,,,,,,,0.004327118374651918,-0.0024691358024691358,0.0016955239345574859,0.0024691358024691358
2020-09-12,170891.0,2064.0,,,,,,,-0.0005266514913014729,-0.009205426356589148,0.002369931710856628,-0.008236434108527133
2020-09-13,171824.0,2078.0,,,,,,,0.006646335785454884,-0.005774783445620789,0.006815113139025979,-0.005293551491819057
2020-09-14,174274.0,2097.0,,,,,,,-0.008922730872075008,-0.0019074868860276587,-0.009829349185764944,-0.003338102050548402
2020-09-15,175231.0,2127.0,,,,,,,-0.0012440721105283882,-0.0009402914903620123,-0.00044512671844593714,0.00047014574518100614
