date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-06-05,3054.0,83.0,,,,,,,-0.007203667321545514,0.012048192771084338,0.015389652914210869,0.012048192771084338
2020-06-06,3111.0,83.0,,,,,,,-0.0019286403085824492,0.012048192771084338,0.022822243651558983,0.0
2020-06-07,3139.0,83.0,,,,,,,0.005734310289901242,0.0,0.03408728894552405,0.0
2020-06-08,3139.0,83.0,,,,,,,0.0,0.0,0.0,0.0
2020-06-09,3189.0,83.0,,,,,,,0.004076513013483851,0.012048192771084338,0.062088428974600186,0.0
2020-06-10,3220.0,85.0,,,,,,,0.014596273291925466,-0.023529411764705882,0.03633540372670808,-0.023529411764705882
2020-06-11,3260.0,85.0,,,,,,,0.015950920245398775,0.0,0.06226993865030675,0.011764705882352941
2020-06-12,3302.0,86.0,,,,,,,0.020896426408237436,0.0,0.05390672319806178,-0.011627906976744186
2020-06-13,3353.0,87.0,,,,,,,0.022964509394572025,-0.011494252873563218,0.06919176856546376,-0.011494252873563218
2020-06-14,3399.0,87.0,,,,,,,0.026184171815239774,0.0,0.03677552221241542,0.011494252873563218
2020-06-15,3399.0,87.0,,,,,,,0.0,0.0,0.0,0.0
2020-06-16,3462.0,88.0,,,,,,,0.053437319468515314,-0.011363636363636364,0.1068746389370306,-0.011363636363636364
2020-06-17,3540.0,88.0,,,,,,,0.01977401129943503,0.0,0.08107344632768361,0.011363636363636364
2020-06-18,3632.0,88.0,,,,,,,0.041574889867841414,0.011363636363636364,0.044328193832599116,0.0
2020-06-19,3743.0,89.0,,,,,,,0.029121025915041412,-0.011235955056179777,0.029922522041143467,-0.011235955056179777
2020-06-20,3871.0,89.0,,,,,,,0.04004133298889176,0.0,0.0705244122965642,0.011235955056179777
2020-06-21,4006.0,89.0,,,,,,,0.008986520219670495,0.011235955056179777,0.060159760359460815,0.0
2020-06-22,4006.0,89.0,,,,,,,0.0,0.0,0.09061407888167748,0.0
2020-06-23,4254.0,89.0,,,,,,,0.04348848142924307,0.0,0.016690173953925715,0.011235955056179777
2020-06-24,4402.0,89.0,,,,,,,0.04929577464788732,0.011235955056179777,0.07701044979554747,0.0
2020-06-25,4645.0,90.0,,,,,,,0.002152852529601722,-0.011111111111111113,0.040258342303552214,0.03333333333333333
2020-06-26,4865.0,90.0,,,,,,,0.0006166495375128469,0.0,0.04912641315519013,0.022222222222222227
2020-06-27,5148.0,90.0,,,,,,,0.02292152292152292,0.011111111111111113,0.04215229215229215,0.011111111111111113
2020-06-28,5319.0,91.0,,,,,,,0.038541079150216206,-0.01098901098901099,0.07633013724384283,0.0
2020-06-29,5319.0,91.0,,,,,,,0.06824591088550479,0.0,0.07463808986651628,0.0
2020-06-30,5752.0,91.0,,,,,,,-0.0198191933240612,0.01098901098901099,0.011648122392211404,0.0
2020-07-01,6117.0,92.0,,,,,,,0.019944417197972863,-0.010869565217391304,-0.008010462645087459,0.0
2020-07-02,6370.0,92.0,,,,,,,0.027786499215070645,0.043478260869565216,0.07441130298273155,0.07608695652173914
2020-07-03,6593.0,92.0,,,,,,,0.03579554072501138,0.021739130434782608,0.0705293493098741,0.043478260869565216
2020-07-04,6994.0,93.0,,,,,,,0.014154989991421216,0.0,0.031169573920503287,0.03225806451612903
2020-07-05,7370.0,93.0,,,,,,,0.027272727272727268,0.010752688172043013,0.02360922659430122,0.010752688172043013
2020-07-06,7733.0,93.0,,,,,,,0.0043967412388465025,0.0,0.026897711108237424,0.0
2020-07-07,8052.0,94.0,,,,,,,0.022478887232985592,-0.010638297872340424,0.009190263288623943,0.02127659574468085
2020-07-08,8539.0,94.0,,,,,,,-0.02002576414100012,0.010638297872340424,0.008080571495491275,0.0425531914893617
2020-07-09,8969.0,98.0,,,,,,,0.03311405953841008,0.030612244897959183,0.0078046604972683686,0.051020408163265314
2020-07-10,9428.0,100.0,,,,,,,0.024289350869749683,0.02,-0.004773016546457361,0.01
2020-07-11,9928.0,101.0,,,,,,,0.011986301369863013,0.0297029702970297,0.0028203062046736503,0.049504950495049514
2020-07-12,10505.0,102.0,,,,,,,-0.002570204664445502,0.0,-0.0013326987148976678,0.00980392156862745
2020-07-13,10902.0,102.0,,,,,,,0.015960374243258118,0.0,-0.004311135571454779,0.0
2020-07-14,11402.0,102.0,,,,,,,-0.009384318540606909,0.029411764705882356,0.0014909664971057706,0.05882352941176471
2020-07-15,11718.0,103.0,,,,,,,0.02048131080389145,0.029126213592233014,0.018091824543437447,0.06796116504854369
2020-07-16,12445.0,110.0,,,,,,,-0.018240257131378064,0.01818181818181818,-0.021695460024106068,0.054545454545454536
2020-07-17,13133.0,114.0,,,,,,,-0.02086347369222569,-0.008771929824561403,-0.009213431812990178,0.0
2020-07-18,13752.0,118.0,,,,,,,-0.006617219313554392,0.01694915254237288,-0.010471204188481676,0.06779661016949153
2020-07-19,14302.0,119.0,,,,,,,0.0009089637812893303,0.008403361344537815,-0.010977485666340372,0.05882352941176471
2020-07-20,14873.0,119.0,,,,,,,-0.014859140724803337,0.0,-0.0229274524305789,0.0
2020-07-21,15266.0,122.0,,,,,,,0.008122625442159047,0.024590163934426233,-0.0040613127210795226,0.0
2020-07-22,15822.0,126.0,,,,,,,-0.0017696877765137151,0.031746031746031744,0.00018960940462646944,0.047619047619047616
2020-07-23,16322.0,135.0,,,,,,,-0.0026344810684965077,0.02962962962962963,-0.0016542090430094352,-0.014814814814814815
2020-07-24,16736.0,138.0,,,,,,,0.009141969407265776,0.007246376811594203,0.016610898661567883,0.021739130434782608
2020-07-25,17264.0,144.0,,,,,,,-0.003069972196478221,0.04166666666666666,-0.0002896200185356812,0.0
2020-07-26,17827.0,146.0,,,,,,,-0.009536096931620577,0.0410958904109589,0.0005609468783306222,0.0273972602739726
2020-07-27,18177.0,146.0,,,,,,,-0.006601749463607857,0.0,-0.00957253672223139,0.0136986301369863
2020-07-28,18694.0,152.0,,,,,,,-0.00994971648657323,-0.01973684210526316,-0.004707392746335723,-0.02631578947368421
2020-07-29,19222.0,160.0,,,,,,,0.0016127354073457495,0.0125,-0.0017167828529809591,-0.00625
2020-07-30,19679.0,173.0,,,,,,,0.000813049443569287,-0.03468208092485549,0.004116062808069516,-0.07514450867052024
2020-07-31,20246.0,177.0,,,,,,,0.0061740590733972145,0.011299435028248588,-0.0034080806085152624,0.005649717514124294
2020-08-01,20721.0,189.0,,,,,,,0.0023164905168669464,-0.031746031746031744,0.0032334346797934467,0.01058201058201058
2020-08-02,21114.0,197.0,,,,,,,0.008525149190110827,-0.01015228426395939,-0.004215212655110353,-0.02030456852791878
2020-08-03,21344.0,197.0,,,,,,,-0.002529985007496252,0.01015228426395939,-0.002202023988005997,0.0
