date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-06-19,80762.0,6399.0,,,,,,,0.0009162725043956317,-0.0025003906860446945,0.0017458705826997845,-0.0006250976715111736
2020-06-20,81266.0,6419.0,,,,,,,-0.006201855634582728,-0.0031157501168406288,0.0015996849851106245,-0.002648387599314535
2020-06-21,81730.0,6423.0,,,,,,,0.008099840939679432,-0.0006227619492449012,0.00018353113911660345,0.0
2020-06-22,82186.0,6426.0,,,,,,,0.000438030808166841,0.004979769685652039,-7.300513469447351e-05,-0.00031123560535325237
2020-06-23,82696.0,6464.0,,,,,,,0.0013059881977362869,-0.00046410891089108914,0.005864854406500919,-0.0007735148514851487
2020-06-24,83191.0,6518.0,,,,,,,0.0016948948804558185,-0.008284749923289352,0.004255267997740141,-0.004449217551396135
2020-06-25,83770.0,6557.0,,,,,,,0.0030201742867374953,0.0036602104621015702,0.0016712426883132387,-0.0004575263077626963
2020-06-26,84370.0,6579.0,,,,,,,0.000794121133104184,0.0018239854081167353,0.004847694678203153,0.0015199878400972793
2020-06-27,84370.0,6579.0,,,,,,,0.007514519378926158,0.0004559963520291838,0.009636126585279127,0.002583979328165375
2020-06-28,85496.0,6579.0,,,,,,,-0.0075676055020117905,0.0006079951360389116,-0.006421353045756527,0.0010639914880680957
2020-06-29,85988.0,6614.0,,,,,,,-0.0004884402474763921,-0.005140610825521621,-0.00018607247522910172,-0.0042334442092531
2020-06-30,86606.0,6649.0,,,,,,,0.004353047132993095,-0.00030079711234772146,0.0035909752211163203,-0.002255978342607911
2020-07-01,87242.0,6649.0,,,,,,,0.002441484606038376,0.003759963904346518,0.0041035281171912606,0.003910362460520379
2020-07-02,88074.0,6712.0,,,,,,,-0.0012830120126257464,-0.004022646007151371,-0.000579058518972682,-0.00700238379022646
