date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-07-30,11129.0,312.0,1844.0,,,,,,-0.008446401293916795,-0.035256410256410256,-0.01150148261299308,-0.035256410256410256
2020-07-31,11442.0,324.0,1739.0,,,,,,-0.0054186331061003325,-0.021604938271604937,-0.0075161685020101385,-0.021604938271604937
2020-08-01,11442.0,324.0,,,,,,,0.025083027442754764,0.027777777777777776,0.030326865932529277,0.033950617283950615
2020-08-02,12108.0,343.0,,,,,,,-0.02155599603567889,-0.03206997084548105,-0.03287082920383218,-0.04956268221574344
2020-08-03,12296.0,347.0,,,,,,,0.003903708523096942,0.005763688760806916,0.003659726740403383,0.01440922190201729
2020-08-04,12477.0,358.0,1569.0,,,,,,-0.0006411797707782319,0.019553072625698324,-0.00633165023643504,-0.013966480446927373
2020-08-05,12858.0,368.0,1586.0,,,,,,-0.013454658578317001,0.03260869565217391,-0.013299113392440503,-0.002717391304347826
2020-08-06,13146.0,374.0,1464.0,,,,,,-0.0025863380495968354,0.0,0.004259850905218318,0.016042780748663103
2020-08-07,13397.0,379.0,1067.0,,,,,,-0.0017914458460849443,0.0,0.006270060461297305,0.0079155672823219
2020-08-08,13684.0,388.0,,,,,,,0.0043846828412744815,0.005154639175257732,0.0057731657410114,0.002577319587628866
2020-08-09,14089.0,396.0,,,,,,,-0.009723898076513592,-0.015151515151515152,-0.006033075448931791,-0.005050505050505051
2020-08-10,14325.0,402.0,,,,,,,-0.0002094240837696335,0.007462686567164179,-0.003350785340314136,-0.007462686567164179
2020-08-11,14498.0,420.0,2130.0,,,,,,-0.004897227203752241,-0.02857142857142857,-0.0031728514277831426,-0.016666666666666666
2020-08-12,14706.0,442.0,1571.0,,,,,,0.00013599891200870393,-0.029411764705882353,0.006051951584387325,-0.01809954751131222
2020-08-13,14960.0,448.0,1539.0,,,,,,0.006016042780748663,0.013392857142857142,0.002005347593582888,0.011160714285714286
2020-08-14,15187.0,453.0,2027.0,,,,,,0.007111345229472575,0.006622516556291391,0.005465200500427998,0.013245033112582781
2020-08-15,15534.0,464.0,,,,,,,0.0012231234710956612,-0.0021551724137931034,-0.003411870735161581,-0.004310344827586207
2020-08-16,15802.0,466.0,,,,,,,0.0032907226933299584,0.008583690987124463,0.004176686495380332,0.002145922746781116
2020-08-17,16035.0,475.0,,,,,,,-0.002806361085126286,-0.01263157894736842,0.0006236357966947302,-0.010526315789473684
2020-08-18,16137.0,481.0,1734.0,,,,,,0.001549234678069034,0.010395010395010396,0.007994050938836214,0.010395010395010396
2020-08-19,16347.0,490.0,2092.0,,,,,,0.005322077445402826,0.01020408163265306,0.003731571542178993,0.004081632653061225
2020-08-20,16691.0,502.0,1888.0,,,,,,-0.003594751662572644,-0.00199203187250996,-0.003654664190282188,-0.0099601593625498
2020-08-21,17026.0,510.0,,,,,,,-0.0014683425349465524,0.0058823529411764705,-0.0028192176670973805,0.00196078431372549
2020-08-22,17392.0,520.0,,,,,,,-0.004139834406623735,-0.0019230769230769232,-0.0016674333026678932,-0.015384615384615385
2020-08-23,17712.0,526.0,,,,,,,0.0007904245709123758,-0.005703422053231939,-0.0047425474254742545,0.011406844106463879
2020-08-24,17900.0,529.0,,,,,,,0.003072625698324022,0.001890359168241966,-0.003687150837988827,0.001890359168241966
2020-08-25,18027.0,540.0,1971.0,,,,,,0.005769124091640317,0.0,-0.0014977533699450823,-0.003703703703703704
2020-08-26,18324.0,554.0,1774.0,,,,,,-0.0014189041693953286,-0.005415162454873646,0.0003274394237066143,-0.016245487364620937
2020-08-27,18608.0,565.0,1938.0,,,,,,-5.374032674118659e-05,-0.007079646017699115,0.0005911435941530524,-0.008849557522123894
2020-08-28,18918.0,576.0,1900.0,,,,,,-0.00121577333756211,-0.003472222222222222,-0.001321492758219685,-0.010416666666666666
2020-08-29,19212.0,585.0,1484.0,,,,,,0.0022381844680408078,-0.011965811965811967,-0.00020820320632937748,-0.005128205128205128
2020-08-30,19546.0,588.0,1151.0,,,,,,-0.0050138135679934515,0.015306122448979591,-0.001483679525222552,0.0017006802721088435
2020-08-31,19789.0,592.0,1407.0,,,,,,-0.006114508060033352,0.0,0.004295315579362272,0.0033783783783783786
2020-09-01,20020.0,603.0,2201.0,,,,,,-0.006543456543456543,-0.003316749585406302,-0.003146853146853147,-0.003316749585406302
2020-09-02,20291.0,614.0,2038.0,,,,,,0.001577053866246119,-0.009771986970684038,0.001133507466364398,0.014657980456026058
2020-09-03,20574.0,621.0,1785.0,,,,,,0.0005832604257801109,-0.001610305958132045,-4.86050354816759e-05,0.00644122383252818
2020-09-04,20861.0,630.0,2284.0,,,,,,-9.587268107952639e-05,-0.006349206349206349,0.005129188437754662,0.004761904761904762
2020-09-05,21198.0,632.0,1518.0,,,,,,-0.00221719030097179,0.006329113924050633,-0.0021228417775261818,0.004746835443037975
2020-09-06,21434.0,644.0,,,,,,,0.0032191844732667725,-0.012422360248447204,0.003919007184846506,-0.009316770186335404
2020-09-07,21556.0,648.0,,,,,,,0.009556503989608462,0.0030864197530864196,0.004175171645945445,0.0015432098765432098
2020-09-08,21656.0,657.0,2014.0,,,,,,0.003140007388252678,0.0,-0.0003694126339120798,-0.0045662100456621
2020-09-09,21959.0,662.0,615.0,,,,,,-0.0004098547292681816,0.022658610271903322,-0.0039619290495924225,0.004531722054380665
2020-09-10,22254.0,668.0,521.0,,,,,,-0.0005841646445582816,0.0074850299401197605,0.002201851352565831,0.008982035928143712
2020-09-11,22539.0,673.0,582.0,,,,,,0.004836061937086827,0.010401188707280832,-0.002129641953946493,0.010401188707280832
2020-09-12,22829.0,679.0,,,,,,,8.760786718647335e-05,-0.0014727540500736377,-0.0018835691445091768,0.0
2020-09-13,23134.0,683.0,,,,,,,0.000648396299818449,0.0029282576866764276,-0.0030258493991527622,0.004392386530014641
2020-09-14,23462.0,689.0,,,,,,,-0.0049441650328190265,-0.001451378809869376,-0.00878015514448896,-0.005805515239477504
2020-09-15,23630.0,698.0,2217.0,,,,,,-0.003216250528988574,-0.004297994269340974,-0.0037240795598815065,0.004297994269340974
2020-09-16,23924.0,718.0,2150.0,,,,,,-0.003260324360474837,-0.016713091922005572,-0.0028841330881123556,-0.008356545961002786
