date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-07-29,15713.0,98.0,1246.0,,,,,,0.0009546235601094636,-0.010204081632653059,-0.0005727741360656781,-0.020408163265306117
2020-07-30,15713.0,98.0,1720.0,,,,,,0.003563927957741997,0.0,0.0,0.0
2020-07-31,15978.0,100.0,951.0,,,,,,-0.01045187132306922,-0.02,-0.016585304794091878,-0.02
2020-08-01,16047.0,102.0,898.0,,,,,,0.0004985355518165389,-0.00980392156862745,0.00118402193556428,0.00980392156862745
2020-08-02,16109.0,102.0,1102.0,,,,,,0.0021106213917685764,0.0,-0.00024830839903159724,0.0
2020-08-03,16182.0,102.0,427.0,,,,,,0.0013595352861203807,0.00980392156862745,-0.0024718823384006928,0.0196078431372549
2020-08-04,16220.0,102.0,512.0,,,,,,0.002774352651048089,0.0,-0.002342786683107275,0.0
2020-08-05,16293.0,103.0,,,,,,,-0.0014730252255569876,-0.009708737864077669,0.0031301786043085988,-0.009708737864077669
2020-08-06,16349.0,103.0,,,,,,,-0.003425285950211022,0.0,0.001590311334026546,0.009708737864077669
2020-08-07,16447.0,103.0,924.0,,,,,,-0.005958533471149754,0.0,-0.0049249103179911215,0.009708737864077669
2020-08-08,16524.0,104.0,1245.0,,,,,,0.0006656983781166788,0.019230769230769232,-0.0009682885499878962,-0.009615384615384616
2020-08-09,16620.0,104.0,2109.0,,,,,,-0.002286401925391095,0.0,-0.0019253910950661848,0.009615384615384616
2020-08-10,16715.0,105.0,815.0,,,,,,-0.003709243194735268,0.009523809523809523,0.00011965300628178283,-0.009523809523809523
2020-08-11,16798.0,105.0,682.0,,,,,,-0.00494106441243005,0.0,-0.0028574830336944874,0.009523809523809523
2020-08-12,16847.0,105.0,252.0,,,,,,0.004451831186561406,0.0,0.00041550424407906455,0.0
2020-08-13,16847.0,105.0,521.0,,,,,,0.004867335430640471,0.009523809523809523,0.0024336677153202354,0.0
2020-08-14,16847.0,105.0,929.0,,,,,,0.001009081735620585,0.009523809523809523,0.0058764171662610545,0.009523809523809523
