date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-08-11,422003.0,25211.0,,,,,,,-2.843581680698952e-05,3.966522549680695e-05,-9.00467532221335e-05,-0.0001983261274840348
2020-08-12,422703.0,25218.0,,,,,,,-0.00016323517931029588,-3.965421524308034e-05,-0.0003170074496750674,3.965421524308034e-05
2020-08-13,423440.0,25228.0,,,,,,,-0.0003211789155488381,-0.0001981924845409862,0.00012752692235027394,-0.00023783098144918344
2020-08-14,424167.0,25232.0,,,,,,,-4.2436115963759555e-05,-3.963221306277743e-05,-0.00021453814181678448,-3.963221306277743e-05
2020-08-15,424901.0,25244.0,,,,,,,-0.00019063264148589905,-0.00031690698779908097,-0.00023299545070498774,-0.00019806686737442562
2020-08-16,425508.0,25250.0,,,,,,,-8.225462270979629e-05,0.0,0.00021386201904547035,7.920792079207921e-05
2020-08-17,425916.0,25256.0,,,,,,,0.0,3.959455178967374e-05,0.0005822744390912763,-0.00019797275894836868
2020-08-18,426571.0,25264.0,,,,,,,-6.095116639433998e-05,-0.00023749208359721342,0.00023208328742460225,-0.00019791006966434453
2020-08-19,427202.0,25270.0,,,,,,,-0.00015215284572637767,7.914523149980212e-05,0.00018024260186047812,-3.957261574990106e-05
2020-08-20,427803.0,25275.0,,,,,,,0.0004441296578097863,-3.956478733926805e-05,0.0006732070602590445,7.91295746785361e-05
2020-08-21,428512.0,25278.0,,,,,,,-0.00017035695616458816,0.0,0.00036171682473302964,7.912018355882586e-05
2020-08-22,429165.0,25282.0,,,,,,,-4.194191045402118e-05,0.0001186614982991852,0.0003448557081775075,-7.910766553279012e-05
2020-08-23,429737.0,25288.0,,,,,,,0.000293202586698376,7.908889591901298e-05,0.0003653397310448018,0.00011863334387851944
2020-08-24,430145.0,25295.0,,,,,,,0.0005765497681014543,-0.0002372010278711208,0.0002603773146264632,-0.00019766752322593402
2020-08-25,430774.0,25297.0,,,,,,,0.00029017535877281364,3.9530379096335537e-05,-0.00016714100665314062,0.00015812151638534217
2020-08-26,431340.0,25305.0,,,,,,,0.00032920665832058237,-0.00011855364552459988,2.318356748736496e-05,-0.00019758940920766647
2020-08-27,432131.0,25309.0,,,,,,,0.00022678308198208414,0.00011853490853056223,-7.86798447692945e-05,0.00011853490853056223
