date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-09-11,123345.0,7146.0,2637.0,,,,,,-0.0036564108800518865,-0.0025188916876574307,-0.0040536705987271465,-0.0015393226980128744
2020-09-12,124205.0,7193.0,3090.0,,,,,,-0.0025200273740992713,-0.001946336716251912,-0.00186787971498732,-0.001807312665091061
2020-09-13,125172.0,7250.0,1895.0,,,,,,-0.002676317387275109,-0.0024827586206896553,-0.0029000095868085512,-0.003034482758620689
2020-09-14,125982.0,7297.0,1513.0,,,,,,-0.003103617977171342,-0.001507468822803892,-0.003492562429553429,-0.0026038097848430863
2020-09-15,126791.0,7344.0,2925.0,,,,,,-0.0047558580656355725,-0.002178649237472767,-0.0039434975668620025,-0.0023148148148148147
2020-09-16,127619.0,7394.0,1684.0,,,,,,-0.004058956738416693,-0.0017581823099810658,-0.003964926852584647,-0.0010819583446037328
2020-09-17,128286.0,7447.0,2196.0,,,,,,-0.001559016572346164,-0.0018799516583859273,-0.0019409756325709747,-0.0029542097488921715
2020-09-18,128872.0,7478.0,2300.0,,,,,,-0.0003802222360171333,0.0009360791655522868,0.0006518095474579427,0.0004011767852366944
2020-09-19,129419.0,7511.0,1651.0,,,,,,0.0006258740988572003,0.00013313806417254693,-0.0010972113831817583,0.00039941419251764083
2020-09-20,130051.0,7550.0,766.0,,,,,,-0.00021530015147903518,-0.0005298013245033114,-0.000991918555028412,0.0006622516556291393
2020-09-21,130470.0,7586.0,1097.0,,,,,,-0.0003755652640453744,-0.0010545742156604274,-0.0005288572085536906,-0.0010545742156604274
2020-09-22,130676.0,7617.0,1605.0,,,,,,0.0007882090054792004,-0.0001312852829197847,0.0007116838593161712,-0.0003938558487593541
2020-09-23,130986.0,7654.0,1870.0,,,,,,9.161284412074572e-05,0.0006532532009406848,-0.0005420426610477456,-0.0011758557616932323
2020-09-24,131453.0,7693.0,1871.0,,,,,,-0.0003727568028116513,-0.001039906408423242,-0.0008063718591435723,-0.0015598596126348628
2020-09-25,131990.0,7731.0,1571.0,,,,,,0.0010076520948556708,-0.0005173974906221704,-0.0022653231305401924,-0.0002586987453110852
2020-09-26,132618.0,7765.0,1461.0,,,,,,-0.0016815213621077078,0.00025756600128782996,-0.002752265906588849,0.00025756600128782996
2020-09-27,133222.0,7800.0,850.0,,,,,,-0.0007581330410893097,0.001153846153846154,-0.00260467490354446,-0.0001282051282051282
2020-09-28,133592.0,7828.0,1040.0,,,,,,-0.000149709563446913,0.0,-0.0009955685969219713,0.0002554931016862545
2020-09-29,133901.0,7858.0,1178.0,,,,,,-7.468204120955034e-05,-0.00025451768897938407,-0.0014787044159490967,-0.0017816238228556887
2020-09-30,134223.0,7900.0,1896.0,,,,,,-0.0006183739001512407,-0.0017721518987341774,-0.001497507878679511,-0.0030379746835443038
2020-10-01,134641.0,7931.0,1412.0,,,,,,-0.00042334801434926953,-0.0005043500189131257,-0.0014185872059773767,-0.0007565250283696885
2020-10-02,135311.0,7965.0,2098.0,,,,,,-0.0031926450916776906,0.00025109855618330194,-0.0033330623526542555,-0.0010043942247332078
2020-10-03,135716.0,8001.0,1466.0,,,,,,-0.0010463025730201305,0.0,-0.0016726104512364054,-0.0007499062617172854
2020-10-04,136219.0,8045.0,765.0,,,,,,-0.0018059154743464566,-0.001243008079552517,-0.0019086911517482879,-0.0014916096954630206
2020-10-05,136569.0,8073.0,989.0,,,,,,-0.0008274205712863094,0.0002477393781741608,-0.0014791057999985356,-0.0004954787563483216
2020-10-06,136868.0,8101.0,1218.0,,,,,,-0.0013735862290674224,-0.0014812986051104802,-0.0017389017155215244,-0.0012344155042587335
2020-10-07,137107.0,8129.0,1425.0,,,,,,-0.0008606416886081673,-0.0012301636117603642,-0.0008752288358727125,-0.0008611145282322549
2020-10-08,137468.0,8156.0,1139.0,,,,,,-0.0009747723106468414,-0.0002452182442373713,-0.0015567259289434633,-0.00036782736635605686
2020-10-09,137706.0,8192.0,1262.0,,,,,,-0.00013797510638606888,-0.001220703125,-0.00034130684211290717,-0.00048828125
2020-10-10,137969.0,8228.0,967.0,,,,,,-0.0006160804238633318,-0.0007292173067574137,-0.0003334082293848618,-0.0012153621779290224
