date,cases,deaths,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-10-14,6858.0,94.0,0.03616214639836687,-0.010638297872340425,0.10702828813065034,0.010638297872340425
2020-10-15,7114.0,94.0,0.02614562833848749,0.0425531914893617,0.08616811920157436,0.0425531914893617
2020-10-16,7400.0,97.0,0.02445945945945946,0.0,0.10094594594594594,0.030927835051546393
2020-10-17,7687.0,98.0,0.03759594119942761,0.0,0.08078574216209185,0.07142857142857142
2020-10-18,7944.0,100.0,0.05299597180261833,0.04,0.11304128902316213,0.01
2020-10-19,8158.0,102.0,0.037386614366266245,0.0,0.05883795047805835,0.0196078431372549
2020-10-20,8396.0,105.0,0.02727489280609814,0.01904761904761905,0.05728918532634588,0.0761904761904762
2020-10-21,8889.0,108.0,0.05467431657104286,0.018518518518518517,0.029812127348408143,0.027777777777777776
2020-10-22,9331.0,112.0,0.04576144036009002,0.0,0.1047047476154753,-0.017857142857142856
2020-10-23,9798.0,115.0,0.05776689120228618,0.02608695652173913,0.10308226168605839,0.034782608695652174
2020-10-24,10374.0,116.0,0.03200308463466358,0.0603448275862069,0.10805860805860806,0.07758620689655173
2020-10-25,11052.0,122.0,0.04315960912052117,-0.02459016393442623,0.08631921824104234,0.02459016393442623
2020-10-26,11571.0,124.0,0.015124016938898971,0.016129032258064516,0.049174660789905796,0.04838709677419355
2020-10-27,12038.0,129.0,0.02093370991859113,0.046511627906976744,0.05590629672703107,0.09302325581395349
2020-10-28,13017.0,134.0,-0.016977798263808866,0.007462686567164179,0.03971729277099178,0.03731343283582089
2020-10-29,13886.0,138.0,0.03960823851361083,-0.014492753623188406,0.04925824571510874,0.050724637681159424
2020-10-30,14919.0,144.0,0.029760707822240096,0.006944444444444444,0.05670621355318721,0.05555555555555555
2020-10-31,15827.0,152.0,0.049851519555190495,0.013157894736842105,0.05781259872370001,0.05921052631578947
2020-11-01,16982.0,155.0,0.02808856436226593,0.03870967741935484,0.007596278412436697,0.07096774193548387
2020-11-02,17676.0,159.0,0.02229011088481557,0.025157232704402517,0.020366598778004074,0.06918238993710692
2020-11-03,18395.0,170.0,0.022886653982060343,0.03529411764705882,0.025441696113074206,0.052941176470588235
2020-11-04,19153.0,176.0,0.03853182269096225,0.022727272727272728,0.061191458257192084,0.08522727272727272
2020-11-05,20572.0,178.0,0.006513707952556873,0.05056179775280899,0.017110635815671786,0.11797752808988764
2020-11-06,22049.0,185.0,0.018232119370492992,0.03783783783783784,0.034786158102408274,0.06486486486486487
2020-11-07,23746.0,195.0,0.00530615682641287,0.035897435897435895,0.01739240293101996,0.05128205128205128
2020-11-08,25378.0,204.0,-0.013712664512569942,0.024509803921568627,0.022815036645913785,0.08823529411764706
