date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-08-09,121040.0,8735.0,,,-0.00021480502313284865,-0.00034344590726960504,-0.002718109715796431,-0.0016027475672581567
2020-08-10,121315.0,8741.0,,,-0.0005110662325351358,-0.00022880677268047135,0.0031900424514693156,0.002402471113144949
2020-08-11,121707.0,8751.0,,,-0.0017829705768772543,-0.0004570906182150611,4.929872562794252e-05,0.00022854530910753056
2020-08-12,122000.0,8769.0,,,0.004377049180327869,0.0021667236857110276,0.0003524590163934426,0.0010263427984946972
2020-08-13,122319.0,8790.0,,,-4.9052068771000414e-05,-0.0010238907849829352,0.0004005918949631701,-0.00011376564277588168
2020-08-14,122531.0,8804.0,,,0.0022524912063069755,-0.00011358473421172194,0.0020239776056671373,0.00022716946842344388
2020-08-15,122897.0,8818.0,,,-0.001806390717430043,0.0006804264005443411,0.0006509516098847002,-0.00011340440009072352
2020-08-16,123200.0,8829.0,,,-0.0024594155844155845,-0.0012458942122550686,-0.0008441558441558442,0.00022652622041001246
2020-08-17,123413.0,8833.0,,,0.003638190466158346,0.0026038718442205366,0.0007373615421389967,0.0007924827351975546
2020-08-18,123588.0,8839.0,,,0.0018043823024889148,0.0006788098201153976,0.0014564520827264782,-0.00022626994003846588
2020-08-19,124415.0,8876.0,,,-0.003946469477153077,-0.0011266336187471834,-0.06899489611381264,-0.004619197836863452
2020-08-20,124728.0,8888.0,,,0.00044095952793278174,0.0009000900090009,0.0008177794881662498,0.0005625562556255626
2020-08-21,125216.0,8901.0,,,-0.00022361359570661896,0.0003370407819346141,-0.00220419115767953,0.0011234692731153803
2020-08-22,125360.0,8921.0,,,0.0024090619017230375,-0.0007846653962560251,0.002345245692405871,-0.0004483802264320144
2020-08-23,125360.0,8921.0,,,0.0015874282067645182,0.0014572357359040466,0.00291959157626037,0.0010088555094720322
2020-08-24,126022.0,8948.0,,,-0.002840773833140245,-0.001788109074653554,-0.0034359080160606876,-0.0021233795261510952
2020-08-25,126420.0,8960.0,,,-0.0003401360544217687,-0.0008928571428571428,-0.0017956019617149186,-0.0004464285714285714
2020-08-26,126756.0,8987.0,,,-0.06384707627252359,-0.0034494269500389453,-0.001222821799362555,-0.0024479804161566705
2020-08-27,127124.0,9007.0,,,0.0003697177558918851,-0.00033307427556345063,0.00027532173311097826,0.0
2020-08-28,127584.0,9023.0,,,-0.001943817406571357,0.0007757951900698216,-0.0001567594682718836,-0.0002216557685913776
2020-08-29,128030.0,9036.0,,,-6.248535499492306e-05,0.00033200531208499334,0.0008435522924314613,0.00033200531208499334
2020-08-30,128229.0,9049.0,,,0.0013023575010333076,-0.00044203779423140677,0.0006784736682029807,0.00011050944855785169
2020-08-31,128533.0,9060.0,,,-0.0005835077373125968,-0.00033112582781456954,-0.0003890051582083978,-0.0002207505518763797
2020-09-01,128888.0,9064.0,,,-0.0014275960523865681,0.000441306266548985,-0.0003258643163056297,0.0002206531332744925
2020-09-02,121131.0,9060.0,,,0.06553235753027714,0.0009933774834437086,0.06656429815654126,0.0026490066225165563
2020-09-03,121546.0,9077.0,,,-9.872805357642374e-05,0.0003305056736807315,0.00011518272917249437,-0.00022033711578715433
2020-09-04,121758.0,9100.0,,,0.0018725668949884197,-0.000989010989010989,0.0019875490727508664,-0.0015384615384615385
2020-09-05,122196.0,9116.0,,,0.0009492945759271989,0.0,0.001317555402795509,0.0010969723562966214
2020-09-06,122562.0,9125.0,,,-0.0006527308627470178,0.000547945205479452,-5.711395049036406e-05,0.0006575342465753425
2020-09-07,122791.0,9133.0,,,0.00020359798356557075,0.00010949304719150334,0.00021988582225081644,-0.00010949304719150334
2020-09-08,122962.0,9141.0,,,0.0011548283209446822,-0.0002187944426211574,1.6265187618939185e-05,0.0003281916639317361
2020-09-09,123143.0,9146.0,,,0.0010150800289094792,0.0016400612289525476,0.002939671763721852,0.0015307238136890444
2020-09-10,123546.0,9166.0,,,0.00021044793032554677,-0.0005454942177612917,0.0006313437909766402,-0.0005454942177612917
2020-09-11,123986.0,9180.0,,,0.00011291597438420467,-0.0005446623093681918,0.0003871404836029874,-0.000326797385620915
2020-09-12,124540.0,9196.0,,,0.0003613296932712382,0.001087429317094389,0.00012044323109041271,0.00021748586341887777
2020-09-13,124826.0,9210.0,,,0.000584814061173153,0.00010857763300760044,0.002451412366013491,-0.00010857763300760044
2020-09-14,125080.0,9219.0,,,1.598976654940838e-05,-0.00021694326933506888,0.0014070994563479373,0.00021694326933506888
2020-09-15,125393.0,9225.0,,,-0.0011164897562064868,0.0005420054200542005,0.0015870104391792206,0.00021680216802168022
2020-09-16,125699.0,9245.0,,,0.0018854565271004542,-0.00010816657652785289,0.001797945886602121,0.0014061654948620875
2020-09-17,126128.0,9260.0,,,0.0004122795889889636,0.0,0.0025767474311810226,0.0009719222462203023
2020-09-18,126582.0,9269.0,,,0.00026860059092130003,0.00021577300679684973,0.0024253053356717387,0.00010788650339842486
2020-09-19,127181.0,9295.0,,,-0.00023588429089250752,-0.0008606777837547069,0.000573985107838435,-0.0009682625067240452
2020-09-20,127540.0,9310.0,,,0.00182687784224557,-0.00021482277121374866,0.002234593068841148,-0.0012889366272824919
2020-09-21,127796.0,9317.0,,,0.0013615449622836396,0.00042932274337233016,0.002026667501330245,0.001395298915960073
