date,cases,deaths,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-06-01,7881.0,36.0,0.007993909402360106,-0.027777777777777776,0.024235503108742545,0.05555555555555555
2020-06-02,8070.0,36.0,0.010285006195786865,0.1111111111111111,0.04374225526641883,0.08333333333333333
2020-06-03,8297.0,38.0,0.00771363143304809,-0.05263157894736842,0.0002410509822827528,0.05263157894736842
2020-06-04,8548.0,38.0,-0.02936359382311652,0,0.017080018717828733,0.21052631578947367
2020-06-05,8885.0,38.0,-0.020258863252673044,0,0.00022509848058525604,0
2020-06-06,9168.0,42.0,0.023451134380453754,-0.09523809523809523,-0.000981675392670157,0.0
2020-06-07,9462.0,44.0,-0.0033819488480236735,-0.045454545454545456,0.023250898330162757,0.29545454545454547
2020-06-08,9638.0,44.0,0.013280763643909526,0.06818181818181818,0.027080307117659266,0
2020-06-09,9910.0,48.0,0.027245206861755803,-0.020833333333333332,-0.027447023208879918,-0.08333333333333333
2020-06-10,10201.0,48.0,-0.006077835506322909,0.08333333333333333,0.012057641407705127,0.20833333333333334
2020-06-11,10201.0,48.0,0.03891775316145476,0.16666666666666666,0.04362317419860798,0
2020-06-12,10358.0,48.0,0.017570959644719056,0,0.029252751496427882,0
2020-06-13,10856.0,48.0,-0.020633750921149593,0.08333333333333333,-0.012619749447310244,0.16666666666666666
2020-06-14,11118.0,48.0,0.02266594711279007,0.3125,0.030131318582478864,0
2020-06-15,11422.0,51.0,0.011644195412362108,-0.058823529411764705,0.05393101033094029,0.11764705882352941
2020-06-16,11964.0,54.0,-0.045302574389836175,-0.05555555555555555,-0.045302574389836175,-0.05555555555555555
2020-06-17,12193.0,58.0,0.01517264003936685,0.10344827586206896,0.013204297547773313,-0.06896551724137931
2020-06-18,12590.0,66.0,0.003812549642573471,-0.12121212121212122,-0.0003177124702144559,-0.045454545454545456
2020-06-19,12929.0,66.0,0.009358805785443576,0,-0.02622012529971382,0
2020-06-20,13203.0,70.0,0.006589411497386958,0.05714285714285714,0.036658335226842385,-0.05714285714285714
2020-06-21,13717.0,85.0,0.0060508857621929,-0.17647058823529413,-0.0013122402857767734,-0.17647058823529413
2020-06-22,14154.0,85.0,0.03412462908011869,0.10588235294117647,0.018369365550374453,0.058823529411764705
2020-06-23,14154.0,85.0,0,0,0,0
2020-06-24,14568.0,95.0,-0.0016474464579901153,-0.10526315789473684,0.10083745194947831,-0.031578947368421054
2020-06-25,15013.0,95.0,-0.0034636648238193565,0.05263157894736842,0.02724305601811763,0
2020-06-26,15473.0,95.0,-0.029729205713177793,0,0.01169779616105474,0
2020-06-27,15834.0,103.0,0.02507262852090438,-0.07766990291262135,-0.02279904004041935,-0.07766990291262135
2020-06-28,16431.0,103.0,-0.00614691741220863,0,0.01144178686628933,0.05825242718446602
2020-06-29,17351.0,112.0,-0.012852285170883522,-0.03571428571428571,-0.037461817762664974,-0.044642857142857144
2020-06-30,17351.0,112.0,0,0,0.027087775920696215,0
2020-07-01,17741.0,112.0,0.08415534637280875,0.0625,-0.021982977284256806,0
2020-07-02,18134.0,117.0,0.02542185949045991,-0.042735042735042736,0.002702106540200728,-0.042735042735042736
2020-07-03,18134.0,117.0,0.035347965148340134,0,0.0383257968457042,0
2020-07-04,18892.0,117.0,-0.04012280330298539,0,-0.01646199449502435,0.042735042735042736
2020-07-05,19388.0,117.0,0.014906127501547349,0.05128205128205128,-0.0004126263668248401,0.008547008547008548
2020-07-06,20085.0,122.0,-0.02125964650236495,-0.00819672131147541,-0.004480955937266617,-0.01639344262295082
2020-07-07,20085.0,122.0,0.023400547672392333,0,0.037988548668160316,0.040983606557377046
2020-07-08,21968.0,129.0,-0.08571558630735615,-0.05426356589147287,-0.060269482884195195,-0.05426356589147287
2020-07-09,22822.0,129.0,-0.018052756112523004,0,-0.00749277013408115,0
2020-07-10,23463.0,129.0,0.0023014959723820483,0,-0.02731960959809061,0
2020-07-11,23463.0,129.0,0.01905127221582918,0.03875968992248062,0.05902910966202105,0.06201550387596899
2020-07-12,24248.0,135.0,-0.012248432860442098,-0.037037037037037035,0.00037116463213460903,-0.044444444444444446
2020-07-13,24518.0,139.0,0.013745003670772494,-0.007194244604316547,0.012888490088914267,-0.02877697841726619
2020-07-14,24988.0,139.0,0.01172562830158476,0.03597122302158273,0.028693773011045302,0.050359712230215826
2020-07-15,24988.0,139.0,0.022370737954218026,0,0.03129502161037298,0
2020-07-16,25430.0,139.0,0.009476995674400315,0,0.011561148250098309,0.050359712230215826
2020-07-17,26125.0,139.0,-0.026602870813397128,0,-0.026602870813397128,0
2020-07-18,26572.0,144.0,0.03530031612223393,0.020833333333333332,-0.0033117567364142706,0.013888888888888888
2020-07-19,27060.0,145.0,0.01130820399113082,-0.006896551724137931,-0.0180339985218034,-0.006896551724137931
2020-07-20,27667.0,148.0,-0.0007590269996747027,-0.02027027027027027,0.03274659341453717,-0.02027027027027027
2020-07-21,28430.0,153.0,0.014913823425958494,0.013071895424836602,-0.026837847344354557,-0.032679738562091505
2020-07-22,28989.0,153.0,0.007692573044948084,0,0.008244506536962296,0.058823529411764705
2020-07-23,29672.0,153.0,0.001786195740091669,0.0457516339869281,0.019547047721757888,0.05228758169934641
2020-07-24,29672.0,153.0,0,0,0.019108924238339174,0
2020-07-25,31057.0,161.0,-0.03303603052451943,-0.006211180124223602,-0.029944939949125803,-0.006211180124223602
2020-07-26,31851.0,161.0,-0.02492857367115632,0,-0.011239835483972246,0
2020-07-27,32437.0,161.0,0.02857847519807627,0,-0.0035761630237074946,0.055900621118012424
2020-07-28,33624.0,168.0,-0.035302165120152273,-0.041666666666666664,-0.02908636688079943,-0.041666666666666664
2020-07-29,34406.0,168.0,0.0004650351682846015,0.05357142857142857,-0.01714817183049468,0
2020-07-30,35142.0,175.0,0.014996300722781856,0.005714285714285714,-0.016162995845427124,0.005714285714285714
2020-07-31,35142.0,175.0,0.01613453986682602,0,0.007825394115303625,0
2020-08-01,35501.0,182.0,0.002704149178896369,0.0,-0.00402805554773105,0.005494505494505495
2020-08-02,35501.0,182.0,0.012281344187487676,0,0.004140728430185065,0
2020-08-03,37014.0,182.0,-0.028178527043821257,0.04945054945054945,-0.03217701410277193,0
2020-08-04,37014.0,182.0,0.005646512130545199,0,0.0032690333387366943,0.04395604395604396
2020-08-05,37812.0,191.0,-0.016026658203744843,-0.04712041884816754,-0.012112556860256004,0.0
2020-08-06,39075.0,199.0,-0.02802303262955854,0.0,-0.029737683941138834,0.0
2020-08-07,39642.0,199.0,-0.0073659250290096364,0,-0.010115534029564603,0.02512562814070352
2020-08-08,40097.0,206.0,-0.00596054567673392,0.0048543689320388345,-0.00972641344739008,-0.03398058252427184
2020-08-09,40533.0,206.0,-0.007129992845335899,0,-0.010756667406804333,0
2020-08-10,41003.0,215.0,-0.003609491988391093,-0.04186046511627907,-0.0070726532204960614,-0.04186046511627907
2020-08-11,41212.0,215.0,-0.0021353003979423467,0.037209302325581395,-0.0022323595069397265,0.009302325581395349
2020-08-12,41404.0,215.0,0.0035745338614626607,0.04186046511627907,-0.0023427688146072843,0.03255813953488372
2020-08-13,41572.0,223.0,-0.001611661695371885,0.0,-0.0027903396516886364,-0.03587443946188341
2020-08-14,41847.0,223.0,-0.002604726742657777,0.02242152466367713,-0.004851004851004851,0
2020-08-15,42063.0,231.0,-0.0035898533152651972,-0.03463203463203463,-0.0051351544112402826,-0.03463203463203463
2020-08-16,42210.0,231.0,-0.003482587064676617,0,-0.0009239516702203269,0
2020-08-17,42532.0,231.0,-0.0033386626540016927,0,-0.0015517727828458572,0.025974025974025976
2020-08-18,42653.0,239.0,-9.378003891871615e-05,-0.02510460251046025,-0.0028368461772911636,-0.03347280334728033
2020-08-19,42993.0,248.0,-0.005698602098015956,-0.008064516129032258,-0.007908264136022143,-0.036290322580645164
2020-08-20,43094.0,256.0,-0.0011370492411936696,-0.03125,0.0035735833294658187,-0.03125
2020-08-21,43260.0,261.0,-0.0021729079981507166,-0.019157088122605363,0.002011095700416089,-0.0038314176245210726
2020-08-22,43325.0,261.0,-0.0015002885170225042,0,-2.308136180034622e-05,0.011494252873563218
2020-08-23,43325.0,261.0,0.002492787074437392,0,0,0
2020-08-24,43505.0,261.0,0.0017469256407309504,0.022988505747126436,-0.004137455464889093,0
2020-08-25,43622.0,263.0,-0.002682132868735959,-0.0076045627376425855,-0.002682132868735959,-0.0076045627376425855
2020-08-26,43717.0,270.0,-0.002173067685339799,-0.025925925925925925,0.0032024155362902302,-0.025925925925925925
2020-08-27,43769.0,270.0,0.004637985789028765,0,-0.0011880554730517032,0
2020-08-28,43841.0,270.0,0.00412855546178235,0.014814814814814815,0.0052234209986086085,0
2020-08-29,43841.0,270.0,0.0014598207157683447,0.011111111111111112,0.001710727401291029,0.007407407407407408
2020-08-30,43949.0,270.0,-0.0024573937973560262,0,-0.0014107260688525337,0.003703703703703704
2020-08-31,44205.0,276.0,-0.005791200090487501,-0.021739130434782608,-0.005791200090487501,-0.021739130434782608
2020-09-01,44205.0,276.0,0,0,0,0
2020-09-02,44205.0,276.0,0.0053161407080646985,0,0.004999434453116163,0.028985507246376812
2020-09-03,44460.0,276.0,-0.005735492577597841,0,-0.005735492577597841,0
2020-09-04,44713.0,280.0,0.001073513295909467,-0.014285714285714285,-0.004338782904300763,-0.014285714285714285
2020-09-05,44777.0,283.0,0.00024566183531723876,-0.0035335689045936395,0.0017642986354601694,-0.007067137809187279
2020-09-06,44777.0,283.0,0.001027313129508453,0.0035335689045936395,0.00044665788239497956,0.007067137809187279
2020-09-07,44777.0,283.0,0,0,0.0028362775532081203,0
2020-09-08,44777.0,283.0,0,0,0,0
2020-09-09,45012.0,283.0,-0.00031102817026570695,0.028268551236749116,-0.00393228472407358,0
2020-09-10,45012.0,283.0,0,0,0.0011996800853105837,0
2020-09-11,45313.0,283.0,-0.005340630724074769,0,-0.005826142608081566,0.007067137809187279
2020-09-12,45388.0,285.0,0.0014981933550718251,-0.0035087719298245615,-0.00013219353132986692,-0.007017543859649123
2020-09-13,45434.0,286.0,-0.0005722586609147335,0.0034965034965034965,-0.0010124576308491438,-0.0034965034965034965
2020-09-14,45434.0,286.0,0.0027952634590835057,0,0,0
2020-09-15,45434.0,286.0,0,0,0,0
2020-09-16,45655.0,294.0,-0.0035702551746796627,-0.027210884353741496,0.0008542328332055635,-0.02040816326530612
2020-09-17,45655.0,294.0,0.001182783922900011,0,0.003811192640455591,0
2020-09-18,45714.0,294.0,-0.00048125300783129893,0.006802721088435374,-0.0012906330664566653,0
2020-09-19,45857.0,295.0,-0.00161371219224982,-0.003389830508474576,-0.003118389776915193,-0.003389830508474576
2020-09-20,45877.0,297.0,-0.0004359482965320313,-0.006734006734006734,0.002005362164047344,-0.006734006734006734
2020-09-21,46004.0,297.0,-0.0027606295104773497,0,-0.0014346578558386228,0.006734006734006734
2020-09-22,46004.0,297.0,0,0,0,0
2020-09-23,46062.0,297.0,0.0043853935999305284,0.006734006734006734,-0.001259172419782033,0
2020-09-24,46116.0,297.0,0.0026021337496747333,0,-0.00117096018735363,0
2020-09-25,46153.0,299.0,-0.0008016813641583429,-0.006688963210702341,0.0017550321755898859,0.0033444816053511705
2020-09-26,46222.0,299.0,-0.0014927956384405694,0,-0.0006274068625329929,0
2020-09-27,46222.0,299.0,0.002423088572541214,0,0,0
2020-09-28,46222.0,299.0,0.0013197178832590542,0.006688963210702341,0.0003894249491584094,0
2020-09-29,46222.0,299.0,0,0,0,0
2020-09-30,46482.0,301.0,-0.0055935630996945054,-0.006644518272425249,-0.003614302310571834,0.0
2020-10-01,46656.0,301.0,-0.003729423868312757,0,-0.0031078532235939644,0.006644518272425249
2020-10-02,46656.0,301.0,0.0025291495198902607,0.009966777408637873,0.0005358367626886146,0
2020-10-03,46656.0,301.0,0.0008573388203017832,0,0.0004715363511659808,0
2020-10-04,46768.0,301.0,-0.0023947998631542937,0,-0.0023947998631542937,0
2020-10-05,46829.0,303.0,-0.0009182344273847402,-0.006600660066006601,-4.270857801789489e-05,-0.006600660066006601
2020-10-06,46829.0,303.0,0,0,0.0029896004612526427,0
2020-10-07,46829.0,303.0,0.001964594588823165,0.006600660066006601,0,0
2020-10-08,46829.0,303.0,0.000619274381259476,0.006600660066006601,0.0019005317217963228,0.006600660066006601
2020-10-09,46947.0,306.0,-0.0019809572496645154,-0.00980392156862745,-0.00087332523909941,-0.00980392156862745
2020-10-10,46987.0,306.0,-0.00038308468299742485,0,0.000489497094941154,0.006535947712418301
2020-10-11,46987.0,306.0,0,0,0.0018941409325983782,0.006535947712418301
2020-10-12,47005.0,306.0,0.0008722476332305073,0,-0.00038293798532071057,0
2020-10-13,47005.0,306.0,0.0029784065524944155,0,0,0
2020-10-14,47097.0,308.0,-0.0019534152918444913,-0.006493506493506494,-0.00014862942437947216,-0.006493506493506494
2020-10-15,47126.0,310.0,0.0012731825319356618,0.0,-0.0006153715571022366,-0.0064516129032258064
2020-10-16,47151.0,310.0,0.0011028398125172319,0,0.005408156772921041,0.012903225806451613
2020-10-17,47173.0,310.0,0.0008691412460517669,0.0064516129032258064,-0.000466368473491192,0
2020-10-18,47173.0,310.0,0.0018866724609416404,0.0064516129032258064,0,0
2020-10-19,47232.0,310.0,-0.0012491531165311654,0,-0.0012491531165311654,0
2020-10-20,47372.0,310.0,-0.002955332263784514,0,-0.0014987756480621464,0
2020-10-21,47372.0,310.0,0.0017943088744405977,0,0.0016043232289115934,0
2020-10-22,47461.0,312.0,-0.0018752238680179517,-0.00641025641025641,0.007458755609869156,-0.00641025641025641
2020-10-23,47538.0,312.0,0.004270267996129412,0.01282051282051282,0.0014304345996886702,0
2020-10-24,47601.0,314.0,-0.0013235016071090943,-0.006369426751592357,-0.0013235016071090943,-0.006369426751592357
2020-10-25,47690.0,316.0,-0.0018662193331935417,-0.006329113924050633,-0.0018662193331935417,-0.006329113924050633
2020-10-26,47690.0,316.0,0,0,0.00868106521283288,0
2020-10-27,47690.0,316.0,0.0014468442021388131,0,0,0
2020-10-28,47775.0,316.0,-0.00018838304552590266,0,0.0003139717425431711,0
2020-10-29,47775.0,316.0,0.009272632129774987,0,0,0
2020-10-30,48055.0,320.0,-0.002809281032150661,-0.0125,0.009072937259390281,-0.0125
2020-10-31,48055.0,320.0,0,0,0,0
2020-11-01,48055.0,320.0,0,0,0,0
2020-11-02,48055.0,320.0,0.008615128498595359,0,0.0021849963583394027,0.00625
2020-11-03,48124.0,320.0,-0.0014337960269304297,0,-0.0014337960269304297,0
2020-11-04,48200.0,320.0,0.0004979253112033195,0,0.0053526970954356845,0.003125
2020-11-05,48643.0,320.0,-0.009107168554571058,0,-0.009107168554571058,0
2020-11-06,48788.0,320.0,0.011703697630564893,0,0.000594408461096991,0
2020-11-07,48788.0,320.0,0,0,0,0
2020-11-08,48788.0,320.0,0,0,0.004980732967123063,0
2020-11-09,49202.0,320.0,-0.0062802325108735416,0.00625,-0.008414292101947076,0
2020-11-10,49202.0,320.0,0,0,0.0013617332628754928,0
2020-11-11,49302.0,320.0,0.004746257758305951,0.003125,0.0029004908522980814,0
2020-11-12,49302.0,320.0,0,0,0.0008316092653442051,0
2020-11-13,50018.0,320.0,-0.01083609900435843,0,-0.014314846655204126,0
2020-11-14,50018.0,320.0,0,0,0,0
2020-11-15,50018.0,320.0,0.004858251029629334,0,0.0030788915990243512,0
2020-11-16,50123.0,322.0,-0.0020948466771741514,-0.006211180124223602,0.0016958282624743133,-0.006211180124223602
2020-11-17,50123.0,322.0,0.0013367116892444586,0,0.0019551902320292082,0
2020-11-18,50457.0,323.0,-0.0018035158649939553,-0.0030959752321981426,-0.006619497790197594,-0.0030959752321981426
2020-11-19,50457.0,323.0,0.0008125730820302435,0,0,0
2020-11-20,50631.0,323.0,-0.0034366297327724123,0,-0.0034366297327724123,0
2020-11-21,50631.0,323.0,0,0,0.008473069858387154,0.006191950464396285
2020-11-22,50874.0,323.0,-0.0017494201360223297,0,-0.004776506663521642,0
2020-11-23,50874.0,323.0,0.003734717144317333,0,0.0034988402720446594,0
2020-11-24,50941.0,323.0,0.0006085471427730119,0,-0.001315247050509413,0
2020-11-25,51184.0,323.0,-0.004747577367927478,0,-0.0003321350422006877,0.0030959752321981426
2020-11-26,51225.0,323.0,-0.0008003904343582235,0,0.0015812591508052708,0
2020-11-27,51225.0,323.0,0,0,0.0022645192776964375,0
2020-11-28,51225.0,323.0,0.008374816983894582,0.006191950464396285,0,0
2020-11-29,51379.0,323.0,-0.002997333540940851,0,0.0007979913972634734,0.0030959752321981426
2020-11-30,51569.0,323.0,-0.00023269793868409315,0,-0.0036843840291648083,0
2020-12-01,51667.0,323.0,-0.001896761956374475,0,-0.00032903013528944974,0
2020-12-02,51667.0,323.0,0.004374165327965626,0.0030959752321981426,0.007199953548686783,0
2020-12-03,51667.0,323.0,0.0023612750885478157,0,0,0
2020-12-04,51667.0,323.0,0.0022451468055044808,0,0.00323223721137283,0.01238390092879257
2020-12-05,52096.0,325.0,-0.008234797297297296,-0.006153846153846154,-0.0063152641277641275,-0.006153846153846154
2020-12-06,52096.0,325.0,0.0037430896805896808,0.003076923076923077,0,0
2020-12-07,52274.0,325.0,-0.0034051344836821366,0,-0.0034051344836821366,0
2020-12-08,52274.0,325.0,0.0015495274897654667,0,0.005758120671844512,0.006153846153846154
2020-12-09,52500.0,326.0,0.002780952380952381,-0.003067484662576687,-0.004304761904761905,-0.003067484662576687
2020-12-10,52622.0,326.0,-0.0023184219527954087,0,-0.0006271141347725287,0
2020-12-11,52738.0,326.0,0.0009670446357465206,0.012269938650306749,-0.002199552504835223,0
2020-12-12,52738.0,326.0,0.0018961659524441578,0,0,0
