date,cases,deaths,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-04-09,628.0,24.0,0.044585987261146494,0.0,0.004777070063694267,-0.041666666666666664
2020-04-10,643.0,25.0,0.041990668740279936,0.04,-0.00933125972006221,-0.04
2020-04-11,671.0,25.0,0.020864381520119227,0,-0.03576751117734724,0
2020-04-12,685.0,28.0,-0.017518248175182483,-0.10714285714285714,0.004379562043795621,-0.10714285714285714
2020-04-13,707.0,31.0,-0.031117397454031116,-0.0967741935483871,-0.016973125884016973,-0.0967741935483871
2020-04-14,726.0,34.0,-0.0013774104683195593,-0.058823529411764705,-0.0013774104683195593,-0.058823529411764705
2020-04-15,747.0,34.0,-0.00535475234270415,0,-0.01740294511378849,0.029411764705882353
2020-04-16,780.0,35.0,-0.03205128205128205,-0.02857142857142857,-0.035897435897435895,-0.02857142857142857
2020-04-17,822.0,37.0,-0.040145985401459854,-0.05405405405405406,-0.0340632603406326,-0.02702702702702703
2020-04-18,864.0,37.0,-0.04398148148148148,0,-0.04398148148148148,0
2020-04-19,866.0,37.0,0.017321016166281754,0,0.010392609699769052,0.02702702702702703
2020-04-20,866.0,37.0,0.011547344110854504,0,0,0
2020-04-21,884.0,38.0,0.0,0.0,-0.010180995475113122,0.0
2020-04-22,901.0,38.0,-0.009988901220865706,0.02631578947368421,-0.014428412874583796,0
2020-04-23,909.0,38.0,-0.0033003300330033004,0,-0.005500550055005501,0
2020-04-24,918.0,38.0,0.0054466230936819175,0.02631578947368421,-0.008714596949891068,0.02631578947368421
2020-04-25,922.0,38.0,0.0,0,0.0,0.02631578947368421
2020-04-26,939.0,38.0,-0.006389776357827476,0.02631578947368421,-0.01597444089456869,0
2020-04-27,949.0,38.0,-0.01053740779768177,0,-0.01053740779768177,0
2020-04-28,967.0,39.0,-0.009307135470527405,0.0,-0.01861427094105481,-0.02564102564102564
2020-04-29,975.0,40.0,-0.0041025641025641026,-0.025,-0.008205128205128205,-0.025
2020-04-30,980.0,40.0,-0.0020408163265306124,0,-0.00510204081632653,0
2020-05-01,994.0,41.0,-0.013078470824949699,0.0,-0.014084507042253521,-0.024390243902439025
2020-05-02,998.0,41.0,0.0,0.024390243902439025,-0.001002004008016032,0
2020-05-03,1009.0,42.0,-0.008919722497522299,-0.023809523809523808,-0.008919722497522299,-0.023809523809523808
2020-05-04,1009.0,42.0,0,0,0,0
2020-05-05,1018.0,43.0,-0.008840864440078585,-0.023255813953488372,-0.0029469548133595285,0.0
2020-05-06,1022.0,43.0,-0.003913894324853229,0,-0.0029354207436399216,0.023255813953488372
2020-05-07,1025.0,43.0,-0.002926829268292683,0,-0.001951219512195122,0
2020-05-08,1026.0,44.0,-0.0009746588693957114,-0.022727272727272728,0.0,-0.022727272727272728
2020-05-09,1030.0,45.0,-0.000970873786407767,-0.022222222222222223,-0.001941747572815534,-0.022222222222222223
2020-05-10,1032.0,45.0,0.0,0,-0.001937984496124031,0.022222222222222223
2020-05-11,1032.0,45.0,0,0,0.0029069767441860465,0
2020-05-12,1032.0,45.0,0.005813953488372093,0.022222222222222223,0,0
2020-05-13,1032.0,45.0,0.0009689922480620155,0.022222222222222223,0,0
2020-05-14,1032.0,45.0,0.0009689922480620155,0,0.016472868217054265,0
2020-05-15,1032.0,45.0,0.0009689922480620155,0,0.0029069767441860465,0
2020-05-16,1035.0,45.0,-0.000966183574879227,0,0.001932367149758454,0
2020-05-17,1037.0,45.0,-0.0019286403085824494,0.022222222222222223,-0.0009643201542912247,0
2020-05-18,1037.0,45.0,0.0028929604628736743,0,0.006750241080038573,0
2020-05-19,1043.0,46.0,-0.005752636625119847,-0.021739130434782608,-0.003835091083413231,-0.021739130434782608
2020-05-20,1044.0,47.0,-0.0009578544061302681,-0.02127659574468085,0.0,0.0
2020-05-21,1045.0,47.0,0.015311004784688996,0,-0.0009569377990430622,0
2020-05-22,1046.0,47.0,0.0019120458891013384,0,-0.0009560229445506692,0
2020-05-23,1048.0,47.0,0.0028625954198473282,0,-0.0019083969465648854,0
2020-05-24,1048.0,48.0,0.0009541984732824427,-0.020833333333333332,0,-0.020833333333333332
2020-05-25,1051.0,48.0,0.003805899143672693,0,-0.0028544243577545195,0
2020-05-26,1051.0,48.0,0.0019029495718363464,0,0,0
2020-05-27,1051.0,48.0,0.0009514747859181732,0.020833333333333332,0,0
2020-05-28,1068.0,48.0,-0.015917602996254682,0,-0.015917602996254682,0
2020-05-29,1071.0,48.0,-0.0028011204481792717,0,0.0028011204481792717,0
2020-05-30,1076.0,48.0,-0.004646840148698885,0,-0.0037174721189591076,0
2020-05-31,1077.0,48.0,-0.0009285051067780873,0,0.0009285051067780873,0
2020-06-01,1084.0,48.0,-0.006457564575645757,0,0.006457564575645757,0
2020-06-02,1086.0,48.0,-0.001841620626151013,0,0.011970534069981584,0
2020-06-03,1087.0,49.0,-0.0009199632014719411,-0.02040816326530612,0.0018399264029438822,0.0
2020-06-04,1087.0,49.0,0,0,0.0036798528058877645,0
2020-06-05,1087.0,49.0,0.005519779208831647,0,0.012879484820607176,0
2020-06-06,1087.0,49.0,0.0009199632014719411,0,0.00919963201471941,0
2020-06-07,1087.0,49.0,0.0018399264029438822,0,0.0009199632014719411,0
2020-06-08,1087.0,49.0,0.012879484820607176,0,0.0018399264029438822,0
2020-06-09,1087.0,49.0,0.013799448022079117,0,0,0
2020-06-10,1087.0,49.0,0.0027598896044158236,0.02040816326530612,0.0009199632014719411,0
2020-06-11,1087.0,49.0,0.0036798528058877645,0,0.0018399264029438822,0
2020-06-12,1093.0,49.0,0.007319304666056725,0,-0.0036596523330283625,0
2020-06-13,1094.0,49.0,0.008226691042047532,0,0.002742230347349177,0
2020-06-14,1096.0,49.0,-0.0009124087591240876,0,-0.0009124087591240876,0
2020-06-15,1110.0,49.0,-0.010810810810810811,0,-0.00990990990990991,0
2020-06-16,1125.0,49.0,-0.013333333333333334,0,-0.011555555555555555,0
2020-06-17,1128.0,50.0,-0.0017730496453900709,-0.02,-0.0017730496453900709,-0.02
2020-06-18,1132.0,50.0,-0.0017667844522968198,0,-0.0008833922261484099,0
2020-06-19,1146.0,50.0,-0.010471204188481676,0,-0.009598603839441536,0
2020-06-20,1156.0,50.0,-0.005190311418685121,0,-0.004325259515570935,0
2020-06-21,1157.0,50.0,0.0,0,0.000864304235090752,0
2020-06-22,1159.0,50.0,0.0008628127696289905,0,0.007765314926660914,0
2020-06-23,1159.0,50.0,0.001725625539257981,0,0.005176876617773943,0
2020-06-24,1160.0,50.0,0.0,0,0.01293103448275862,0
2020-06-25,1162.0,50.0,0.0008605851979345956,0,0.0068846815834767644,0
2020-06-26,1164.0,50.0,0.000859106529209622,0,0.006013745704467354,0
