date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-11-19,16277.0,506.0,,,-0.03243841002641765,-0.003952569169960474,0.003993364870676415,0.009881422924901186
2020-11-20,16797.0,507.0,,,0.0010120854914568078,0.0039447731755424065,0.014585937965112818,0.013806706114398421
2020-11-21,17281.0,508.0,,,0.011862739424801805,0.00984251968503937,-0.002083212777038366,0.011811023622047244
2020-11-22,17598.0,512.0,,,0.009148766905330152,-0.001953125,0.017956585975679056,0.001953125
2020-11-23,18042.0,512.0,,,0.003879835938366035,0,0.03331116284225696,0.00390625
2020-11-24,18382.0,513.0,,,0.023501251224023502,0.001949317738791423,0.025405287781525406,-0.001949317738791423
2020-11-25,18776.0,514.0,,,0.009160630592245419,0.01556420233463035,0.030624201107797188,0.005836575875486381
2020-11-26,18776.0,514.0,,,0.03158287175117171,0.013618677042801557,0.036269706007669364,0.027237354085603113
2020-11-27,19313.0,517.0,,,0.011805519598198104,0.009671179883945842,0.03365608657381039,0.005802707930367505
2020-11-28,20002.0,523.0,,,-0.01204879512048795,0.0019120458891013384,0.004749525047495251,0.0076481835564053535
2020-11-29,20480.0,526.0,,,0.007568359375,0.0038022813688212928,0.01142578125,0.0
2020-11-30,20994.0,526.0,,,0.02529294084024007,0.0038022813688212928,0.019291226064589884,0.0019011406844106464
2020-12-01,21766.0,528.0,,,0.001608012496554259,-0.003787878787878788,-0.0046862078471009835,-0.003787878787878788
2020-12-02,22332.0,537.0,,,0.018045853483790078,-0.00931098696461825,0.014418771269926562,0.0223463687150838
2020-12-03,22925.0,544.0,,,0.0038386041439476552,0.012867647058823529,0.010381679389312977,-0.0055147058823529415
2020-12-04,23690.0,552.0,,,0.01781342338539468,-0.0036231884057971015,-0.002912621359223301,0.0018115942028985507
2020-12-05,24138.0,559.0,,,0.01391996022868506,0.005366726296958855,0.0083271190653741,0.008944543828264758
2020-12-06,24771.0,564.0,,,0.003189213192846474,-0.0035460992907801418,0.012110936175366356,0.0017730496453900709
2020-12-07,25816.0,566.0,,,-0.004880694143167028,-0.0017667844522968198,-0.007708397892779672,-0.0035335689045936395
2020-12-08,26623.0,566.0,,,-0.005145926454569357,0,-0.007024001802952334,0
2020-12-09,27592.0,570.0,,,-0.002935633516961438,0.02982456140350877,-0.01685271093070455,0.02982456140350877
2020-12-10,28273.0,584.0,,,0.005305415060304884,-0.017123287671232876,-0.010292505216991476,-0.0017123287671232876
2020-12-11,29460.0,590.0,,,-0.016666666666666666,0.005084745762711864,-0.04029192124915139,-0.010169491525423728
2020-12-12,30244.0,600.0,,,-0.004463695278402327,0.0033333333333333335,0.008166909139002778,0.0016666666666666668
2020-12-13,30956.0,603.0,,,0.00713916526683034,0.004975124378109453,0.005297842098462333,0.006633499170812604
2020-12-14,31875.0,604.0,,,-0.0022901960784313725,-0.0016556291390728477,-0.0018196078431372549,0.009933774834437087
2020-12-15,32545.0,604.0,,,-0.0015363343063450607,0,0.010969426947303733,0.033112582781456956
2020-12-16,33433.0,625.0,,,-0.01148565788293004,0.0,-0.010259324619388029,-0.024
2020-12-17,34264.0,629.0,,,-0.01287065141256129,0.014308426073131956,-0.0013133317767919683,0.022257551669316374
2020-12-18,34960.0,638.0,,,-0.019908466819221968,-0.014106583072100314,-0.019908466819221968,-0.014106583072100314
2020-12-19,35609.0,650.0,,,0.010727625038613834,-0.0015384615384615385,0.014237973546013648,-0.003076923076923077
2020-12-20,36542.0,656.0,,,-0.0015598489409446663,0.001524390243902439,0.009112801707624104,0.007621951219512195
2020-12-21,37388.0,656.0,,,0.00040119824542634,0.010670731707317074,0.0008558895902428587,0.001524390243902439
2020-12-22,38008.0,656.0,,,0.010708271942748895,0.03048780487804878,0.0011576510208377185,0.01676829268292683
2020-12-23,38512.0,677.0,,,0.0010646032405484005,-0.022156573116691284,0.008880348982135439,0.004431314623338257
2020-12-24,38902.0,690.0,,,0.010179425222353607,0.007246376811594203,0.0008482854351961339,-0.002898550724637681
2020-12-25,38902.0,690.0,,,0,0,0.022903706750295613,0.02753623188405797
2020-12-26,39933.0,701.0,,,0.0031302431572884583,-0.0014265335235378032,-0.007813086920591992,0.007132667617689016
2020-12-27,40809.0,708.0,,,0.009556715430419761,0.005649717514124294,-0.0036021465853120637,0.0
2020-12-28,41670.0,715.0,,,0.0004079673626109911,-0.008391608391608392,-0.0036957043436525077,-0.009790209790209791
2020-12-29,42697.0,735.0,,,-0.008501768274117619,-0.012244897959183673,-0.00435627795863878,-0.014965986394557823
2020-12-30,43242.0,741.0,,,0.006960825123722307,0.024291497975708502,0.009990287220757597,0.001349527665317139
2020-12-31,44028.0,759.0,,,-0.00824475333878441,-0.00922266139657444,-0.0030208049423094394,-0.007905138339920948
2021-01-01,44028.0,759.0,,,0.020237121831561733,0.025032938076416336,0.016398655401108384,0.014492753623188406
2021-01-02,45184.0,769.0,,,-0.009671565155807365,0.007802340702210663,-0.015735658640226628,0.011703511053315995
2021-01-03,46450.0,780.0,,,-0.011560818083961248,-0.005128205128205128,-0.007470398277717977,-0.00641025641025641
2021-01-04,47328.0,781.0,,,-0.003613083164300203,-0.0012804097311139564,0.0025777552400270453,-0.0012804097311139564
2021-01-05,47992.0,792.0,,,0.0036881146857809634,-0.0025252525252525255,0.0037714619103183865,-0.007575757575757576
2021-01-06,48838.0,816.0,,,0.002682337524059134,-0.020833333333333332,-0.0024161513575494493,-0.014705882352941176
