date,cases,deaths,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-05-16,16.0,0.0,0.0625,0,0.0625,0
2020-05-17,16.0,0.0,0.0625,0,0,0
2020-05-18,16.0,0.0,0.0625,0,0.0625,0
2020-05-19,16.0,0.0,0,0,0.0625,0
2020-05-20,16.0,0.0,0,0,0,0
2020-05-21,16.0,0.0,0.0625,0,0,0
2020-05-22,18.0,0.0,-0.1111111111111111,0,-0.1111111111111111,0
2020-05-23,19.0,0.0,0.0,0,-0.05263157894736842,0
2020-05-24,20.0,0.0,-0.05,0,0.15,0
2020-05-25,21.0,0.0,0.0,0,-0.047619047619047616,0
2020-05-26,21.0,0.0,0.047619047619047616,0,0.09523809523809523,0
2020-05-27,21.0,0.0,0,0,0,0
2020-05-28,22.0,0.0,-0.045454545454545456,0,-0.045454545454545456,0
2020-05-29,22.0,0.0,0,0,0,0
2020-05-30,23.0,0.0,-0.043478260869565216,0,-0.043478260869565216,0
2020-05-31,23.0,0.0,0.17391304347826086,0,0.043478260869565216,0
2020-06-01,24.0,0.0,-0.041666666666666664,0,-0.041666666666666664,0
2020-06-02,25.0,0.0,0.04,0,-0.04,0
2020-06-03,25.0,0.0,0,0,0.08,0
2020-06-04,25.0,0.0,0,0,0,0
2020-06-05,25.0,0.0,0,0,0.2,0
2020-06-06,25.0,0.0,0,0,0.24,0
2020-06-07,29.0,0.0,-0.10344827586206896,0,-0.10344827586206896,0
2020-06-08,29.0,0.0,0,0,0.3103448275862069,0
2020-06-09,31.0,0.0,-0.06451612903225806,0,0.1935483870967742,0
2020-06-10,31.0,0.0,0.06451612903225806,0,0.2903225806451613,0
2020-06-11,31.0,0.0,0,0,0.12903225806451613,0
2020-06-12,31.0,0.0,0.16129032258064516,0,0.8387096774193549,0
2020-06-13,31.0,0.0,0.1935483870967742,0,0,0
2020-06-14,32.0,0.0,0.0,0,1,0
2020-06-15,32.0,0.0,0.28125,0,0.4375,0
2020-06-16,32.0,0.0,0.25,0,1,0
2020-06-17,34.0,0.0,0.20588235294117646,0,0.5294117647058824,0
2020-06-18,34.0,0.0,0.11764705882352941,0,1,0
2020-06-19,39.0,0.0,0.5384615384615384,0,0.07692307692307693,0
2020-06-20,45.0,0.0,-0.13333333333333333,0,1,0
2020-06-21,46.0,0.0,0.717391304347826,0,0.5217391304347826,0
2020-06-22,55.0,0.0,0.09090909090909091,0,0.509090909090909,0
2020-06-23,63.0,0.0,0.3968253968253968,0,1,0
2020-06-24,72.0,0.0,0.1527777777777778,0,0.625,0
2020-06-25,76.0,0.0,1,0,0.6578947368421053,0
2020-06-26,102.0,0.0,-0.17647058823529413,0,-0.0392156862745098,0
2020-06-27,102.0,0.0,0.5588235294117647,0,0.5196078431372549,1
2020-06-28,136.0,0.0,-0.0661764705882353,0,0.08088235294117647,0
2020-06-29,150.0,0.0,0.15333333333333332,0,0.38666666666666666,0
2020-06-30,183.0,0.0,0.2185792349726776,0,0.23497267759562843,0
2020-07-01,203.0,0.0,0.16748768472906403,0,-0.08374384236453201,1
2020-07-02,285.0,0.0,-0.09824561403508772,0,0.04912280701754386,0
2020-07-03,293.0,0.0,0.04778156996587031,0,0.21843003412969283,0
2020-07-04,350.0,0.0,-0.011428571428571429,1,-0.03142857142857143,0
2020-07-05,375.0,0.0,0.05333333333333334,0,0.26666666666666666,0
2020-07-06,412.0,0.0,0.08495145631067962,0,0.01699029126213592,1
2020-07-07,485.0,0.0,0.006185567010309278,0,0.049484536082474224,1
2020-07-08,539.0,0.0,-0.09461966604823747,1,-0.059369202226345084,1
2020-07-09,593.0,0.0,0.07082630691399663,0,-0.03035413153456998,0
2020-07-10,615.0,0.0,0.08130081300813008,0,0.15934959349593497,0
2020-07-11,668.0,1.0,-0.010479041916167664,-1.0,-0.05389221556886228,-1.0
2020-07-12,713.0,1.0,0.11220196353436185,0,0.14446002805049088,0
2020-07-13,785.0,1.0,-0.035668789808917196,1.0,0.01910828025477707,1.0
2020-07-14,861.0,1.0,0.024390243902439025,1.0,-0.009291521486643438,0
2020-07-15,864.0,2.0,0.02199074074074074,1.0,0.08333333333333333,-0.5
2020-07-16,960.0,2.0,-0.0625,0,-0.028125,0.5
2020-07-17,1032.0,2.0,0.046511627906976744,0,-0.005813953488372093,0.5
2020-07-18,1078.0,2.0,-0.026901669758812616,0,0.0287569573283859,0
2020-07-19,1203.0,2.0,0.019118869492934332,0,-0.02493765586034913,0.5
2020-07-20,1247.0,3.0,0.034482758620689655,0.0,0.020850040096230954,-0.3333333333333333
2020-07-21,1344.0,4.0,-0.021577380952380952,-0.25,0.011160714285714286,0.0
2020-07-22,1366.0,7.0,0.038799414348462666,-0.42857142857142855,0.03074670571010249,-0.42857142857142855
2020-07-23,1402.0,7.0,0.023537803138373753,0.14285714285714285,0.024251069900142655,0
2020-07-24,1522.0,7.0,-0.035479632063074903,0.14285714285714285,-0.005256241787122208,0.42857142857142855
2020-07-25,1539.0,7.0,0.03898635477582846,0,0.08641975308641975,0.14285714285714285
2020-07-26,1687.0,7.0,-0.03141671606401897,0.14285714285714285,-0.058091286307053944,0
2020-07-27,1774.0,8.0,-0.009582863585118376,-0.125,0.005636978579481398,0.25
2020-07-28,1842.0,8.0,0.023887079261672096,0.125,0.04560260586319218,0
2020-07-29,1917.0,8.0,-0.005738132498695879,0,0.02764736567553469,0
2020-07-30,1986.0,9.0,0.0005035246727089627,-0.1111111111111111,0.054380664652567974,0.2222222222222222
2020-07-31,2052.0,10.0,0.022417153996101363,0.2,0.03508771929824561,0.4
2020-08-01,2129.0,10.0,0.03428839830906529,0.1,0.04931892907468295,0.4
2020-08-02,2224.0,11.0,-0.020233812949640287,-0.09090909090909091,0.03866906474820144,0.2727272727272727
2020-08-03,2294.0,11.0,0.011769834350479512,0.2727272727272727,0.07715780296425458,0
2020-08-04,2406.0,12.0,0.01662510390689942,-0.08333333333333333,0.032418952618453865,0.0
2020-08-05,2470.0,12.0,0.025910931174089068,0,0.022672064777327937,0.08333333333333333
2020-08-06,2540.0,12.0,0.04212598425196851,0.25,0.0515748031496063,0.16666666666666666
2020-08-07,2652.0,15.0,0.00980392156862745,0.13333333333333333,0.05090497737556561,0.0
2020-08-08,2802.0,16.0,0.011420413990007138,0.1875,0.058886509635974305,0.0
2020-08-09,2852.0,16.0,0.04593267882187938,0.25,0.09151472650771389,0.1875
2020-08-10,2949.0,19.0,0.0508646998982706,-0.15789473684210525,0.07426246185147507,0.15789473684210525
2020-08-11,3101.0,19.0,0.012254111576910674,0.05263157894736842,0.007739438890680426,0.21052631578947367
2020-08-12,3229.0,19.0,-0.0024775472282440383,0.05263157894736842,0.0006193868070610096,0.05263157894736842
2020-08-13,3406.0,22.0,0.007046388725778039,-0.045454545454545456,0.02759835584263065,-0.045454545454545456
2020-08-14,3544.0,27.0,0.030756207674943567,-0.07407407407407407,0.04034988713318285,-0.14814814814814814
2020-08-15,3726.0,31.0,0.03569511540526033,-0.0967741935483871,0.00322061191626409,0.03225806451612903
