date,cases,deaths,daily_tests,lowest_temperature,highest_temperature,days_since_last_holiday,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-09-17,17686.0,193.0,,,,,,,0.0038448490331335523,0.03626943005181347,0.019902747936220738,0.062176165803108814
2020-09-18,18075.0,198.0,,,,,,,0.0037621023513139695,0.005050505050505051,-0.00016597510373443986,-0.020202020202020204
2020-09-19,18444.0,200.0,,,,,,,0.011385816525699416,0.0,0.005150726523530687,0.045
2020-09-20,18696.0,202.0,,,,,,,0.008344030808729141,-0.0099009900990099,0.009627727856225931,-0.0099009900990099
2020-09-21,18869.0,202.0,,,,,,,0.0012719275001324927,0.0,0.0003709788542053103,0.0
2020-09-22,19189.0,202.0,,,,,,,-0.003178904580749388,0.02475247524752476,-0.0021887539736307267,0.0
2020-09-23,19634.0,202.0,,,,,,,-0.002699399001731689,0.0,0.02979525313232148,0.04950495049504952
2020-09-24,20097.0,210.0,,,,,,,0.014131462407324475,0.023809523809523808,0.0020898641588296767,0.028571428571428567
2020-09-25,20554.0,216.0,,,,,,,-0.003454315461710616,-0.023148148148148147,0.016882358664980054,-0.0046296296296296285
2020-09-26,21133.0,218.0,,,,,,,-0.00544172621019259,0.041284403669724766,0.0072398618274736185,0.03211009174311927
2020-09-27,21541.0,218.0,,,,,,,0.0011141544032310477,0.0,0.00970242792813704,0.0
2020-09-28,21738.0,218.0,,,,,,,-0.000782040666114638,0.0,0.007544392308400038,0.009174311926605505
2020-09-29,21997.0,223.0,,,,,,,0.000863754148292949,-0.02242152466367713,0.007046415420284584,-0.02242152466367713
2020-09-30,22389.0,223.0,,,,,,,0.028496136495600517,0.044843049327354265,0.02161775872080039,0.01345291479820628
2020-10-01,23136.0,236.0,,,,,,,-0.010459889349930843,0.00423728813559322,0.002161134163208852,0.0
2020-10-02,23522.0,237.0,,,,,,,0.017770597738287562,0.016877637130801686,0.017302950429385257,0.008438818565400843
2020-10-03,23986.0,248.0,,,,,,,0.0111731843575419,-0.008064516129032258,0.014258317351788544,-0.012096774193548387
2020-10-04,24418.0,248.0,,,,,,,0.007576378081742977,0.0,0.009255467278237364,0.03225806451612903
2020-10-05,24598.0,248.0,,,,,,,0.007358321814781689,0.008064516129032258,0.015732986421660298,0.0
2020-10-06,24876.0,248.0,,,,,,,0.0054671168998231216,0.0,0.01378839041646567,0.028225806451612906
2020-10-07,25906.0,258.0,,,,,,,-0.005944568825754651,-0.02713178294573644,-0.01710028564811241,-0.02713178294573644
2020-10-08,26411.0,272.0,,,,,,,0.011055999394191813,-0.0036764705882352936,0.01771988944000606,0.0
2020-10-09,27215.0,277.0,,,,,,,-0.00040418886643395186,-0.007220216606498195,0.013999632555575969,0.01444043321299639
2020-10-10,27947.0,286.0,,,,,,,0.002647869180949655,-0.0034965034965034965,0.0074068773034672766,0.0034965034965034965
2020-10-11,28564.0,286.0,,,,,,,0.001435373197031228,0.02797202797202797,0.01557905055314382,0.03146853146853147
2020-10-12,28925.0,288.0,,,,,,,0.007121866897147795,-0.006944444444444444,0.006119273984442525,-0.006944444444444444
2020-10-13,29339.0,288.0,,,,,,,0.00705545519615529,0.02430555555555556,0.019598486655986912,0.0
2020-10-14,30215.0,291.0,,,,,,,-0.009564785702465665,0.0,0.013039880853880522,0.020618556701030927
2020-10-15,31012.0,304.0,,,,,,,0.005675222494518251,0.003289473684210526,0.006545853218109118,0.01973684210526316
2020-10-16,31805.0,307.0,,,,,,,0.01232510611539066,0.01954397394136808,0.024084263480584813,0.02931596091205212
