date,cases,deaths,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-03-13,39.0,0.0,-0.10256410256410256,0,0.5897435897435898,0
2020-03-14,42.0,0.0,0.023809523809523808,0,0.07142857142857142,0
2020-03-15,42.0,0.0,0.07142857142857142,0,0.16666666666666666,0
2020-03-16,43.0,0.0,0.06976744186046512,0,0.23255813953488372,0
2020-03-17,45.0,0.0,-0.022222222222222223,0,0.0,0
2020-03-18,45.0,0.0,0.044444444444444446,0,0.37777777777777777,0
2020-03-19,48.0,0.0,-0.020833333333333332,1,0.375,0
2020-03-20,48.0,0.0,0.5625,0,0.20833333333333334,0
2020-03-21,52.0,0.0,0.038461538461538464,0,0.46153846153846156,0
2020-03-22,55.0,0.0,0.07272727272727272,0,0.38181818181818183,0
2020-03-23,59.0,0.0,0.11864406779661017,0,0.423728813559322,0
2020-03-24,60.0,0.0,0.016666666666666666,0,0.11666666666666667,0
2020-03-25,62.0,0.0,0.24193548387096775,0,0.11290322580645161,0
2020-03-26,64.0,1.0,0.296875,-1.0,-0.03125,-1.0
2020-03-27,91.0,1.0,-0.18681318681318682,0,-0.26373626373626374,0
2020-03-28,97.0,1.0,0.2268041237113402,0,-0.041237113402061855,1.0
2020-03-29,104.0,1.0,0.16346153846153846,0,-0.0673076923076923,0
2020-03-30,115.0,1.0,0.1565217391304348,0,-0.06956521739130435,0
2020-03-31,117.0,1.0,0.05128205128205128,0,0.008547008547008548,0
2020-04-01,134.0,1.0,-0.05970149253731343,0,-0.022388059701492536,0
2020-04-02,155.0,1.0,-0.13548387096774195,0,-0.1032258064516129,0
2020-04-03,165.0,1.0,-0.04242424242424243,0,-0.048484848484848485,0
2020-04-04,193.0,1.0,-0.13471502590673576,1.0,-0.05181347150259067,0
2020-04-05,217.0,1.0,-0.11059907834101383,0,-0.07834101382488479,0
2020-04-06,246.0,1.0,-0.10569105691056911,0,-0.1016260162601626,0
2020-04-07,254.0,1.0,-0.01968503937007874,0,-0.011811023622047244,0
2020-04-08,263.0,1.0,0.019011406844106463,0,-0.011406844106463879,0
2020-04-09,263.0,1.0,0.019011406844106463,0,0.0038022813688212928,0
2020-04-10,266.0,1.0,-0.0037593984962406013,0,-0.011278195488721804,0
2020-04-11,268.0,2.0,0.05970149253731343,-0.5,0.007462686567164179,-0.5
2020-04-12,268.0,2.0,0.026119402985074626,0,0.007462686567164179,0
2020-04-13,271.0,2.0,0.0036900369003690036,0,-0.01107011070110701,0
2020-04-14,274.0,2.0,0.0072992700729927005,0,-0.010948905109489052,0
2020-04-15,288.0,2.0,-0.027777777777777776,0,-0.04513888888888889,0
2020-04-16,293.0,2.0,-0.013651877133105802,0,-0.013651877133105802,0
2020-04-17,295.0,2.0,-0.006779661016949152,0,-0.006779661016949152,0
2020-04-18,313.0,2.0,-0.04472843450479233,0,-0.02875399361022364,0
2020-04-19,320.0,2.0,-0.015625,0,-0.021875,0
2020-04-20,324.0,2.0,-0.012345679012345678,0,-0.012345679012345678,0
2020-04-21,329.0,2.0,-0.015197568389057751,0,0.5288753799392097,1.0
2020-04-22,335.0,2.0,-0.014925373134328358,0,0.014925373134328358,0
2020-04-23,336.0,2.0,0.0,0,0.005952380952380952,0
2020-04-24,336.0,2.0,0,0,0.002976190476190476,0
2020-04-25,340.0,2.0,0.014705882352941176,0,-0.011764705882352941,0
2020-04-26,342.0,2.0,-0.005847953216374269,0,-0.005847953216374269,0
2020-04-27,342.0,2.0,0,0,0,0
2020-04-28,342.0,2.0,0.5233918128654971,1.0,0,0
2020-04-29,343.0,2.0,0.029154518950437316,0,-0.0029154518950437317,0
2020-04-30,344.0,2.0,0.005813953488372093,0,0.0,0
2020-05-01,344.0,2.0,0.0029069767441860465,0,0,0
2020-05-02,353.0,2.0,-0.025495750708215296,0,-0.0084985835694051,0
2020-05-03,353.0,2.0,0,0,0.0028328611898017,0
2020-05-04,353.0,2.0,0,0,0.014164305949008499,0
2020-05-05,532.0,4.0,-0.33646616541353386,-0.5,-0.3233082706766917,-0.5
2020-05-06,543.0,4.0,-0.020257826887661142,0,-0.014732965009208104,0
2020-05-07,546.0,4.0,-0.003663003663003663,0,0.007326007326007326,0
2020-05-08,547.0,4.0,-0.0018281535648994515,0,0.043875685557586835,0
2020-05-09,547.0,4.0,0.010968921389396709,0,0,0
2020-05-10,547.0,4.0,0.0018281535648994515,0,0,0.25
2020-05-11,547.0,4.0,0.009140767824497258,0,0,0
2020-05-12,547.0,4.0,0.012797074954296161,0,0,0
2020-05-13,547.0,4.0,0.005484460694698354,0,0.005484460694698354,0
2020-05-14,548.0,4.0,0.010948905109489052,0,0.012773722627737226,0
2020-05-15,548.0,4.0,0.04562043795620438,0,0.021897810218978103,0
2020-05-16,554.0,4.0,-0.010830324909747292,0,-0.010830324909747292,0
2020-05-17,555.0,4.0,-0.0018018018018018018,0.25,0.0,0
2020-05-18,560.0,4.0,-0.008928571428571428,0,-0.007142857142857143,0
2020-05-19,567.0,4.0,-0.012345679012345678,0,-0.010582010582010581,0
2020-05-20,570.0,4.0,0.0,0,-0.0017543859649122807,0
2020-05-21,577.0,4.0,0.0017331022530329288,0,-0.0017331022530329288,0
2020-05-22,602.0,4.0,-0.02159468438538206,0,-0.029900332225913623,0
2020-05-23,602.0,4.0,0,0,0,0
2020-05-24,602.0,5.0,0.0016611295681063123,-0.2,0,-0.2
2020-05-25,602.0,5.0,0.0016611295681063123,0,0,0
2020-05-26,602.0,5.0,0.0016611295681063123,0,0.014950166112956811,0
2020-05-27,605.0,5.0,-0.001652892561983471,0,0.009917355371900827,0
2020-05-28,613.0,5.0,-0.0032626427406199023,0,-0.0065252854812398045,0
2020-05-29,625.0,5.0,-0.008,0,-0.016,0
2020-05-30,625.0,5.0,0,0,0.0032,0
2020-05-31,626.0,5.0,-0.001597444089456869,0,0.004792332268370607,0
2020-06-01,627.0,5.0,-0.001594896331738437,0,0.003189792663476874,0
2020-06-02,628.0,5.0,0.012738853503184714,0,0.01910828025477707,0
2020-06-03,630.0,5.0,0.011111111111111112,0,0.006349206349206349,0
2020-06-04,636.0,5.0,-0.0031446540880503146,0,0.06918238993710692,0
2020-06-05,643.0,5.0,-0.007776049766718507,0,0.06687402799377916,0
2020-06-06,643.0,5.0,0.003110419906687403,0,0.1166407465007776,0
2020-06-07,643.0,5.0,0.006220839813374806,0,0.16951788491446346,0
2020-06-08,643.0,5.0,0.004665629860031105,0,0.07620528771384137,0
2020-06-09,652.0,5.0,0.006134969325153374,0,0.24386503067484663,0
2020-06-10,661.0,5.0,-0.0045385779122541605,0,0.25718608169440244,0
2020-06-11,665.0,5.0,0.06917293233082707,0,0.23308270676691728,0
2020-06-12,667.0,5.0,0.07196401799100449,0,0.07796101949025487,0
2020-06-13,669.0,5.0,0.10911808669656203,0,0.3064275037369208,0
2020-06-14,673.0,5.0,0.15601783060921248,0,0.3774145616641902,0.4
2020-06-15,676.0,5.0,0.06804733727810651,0,0.28402366863905326,0
2020-06-16,689.0,5.0,0.22496371552975328,0,0.2641509433962264,0.2
2020-06-17,695.0,5.0,0.2489208633093525,0,0.4546762589928058,0.6
2020-06-18,745.0,5.0,0.14630872483221477,0,0.37583892617449666,0
2020-06-19,795.0,5.0,0.005031446540880503,0,0.3421383647798742,0
2020-06-20,870.0,5.0,0.15172413793103448,0,0.2264367816091954,0.8
2020-06-21,979.0,5.0,0.15219611848825332,0.4,0.4616956077630235,0.8
2020-06-22,1028.0,5.0,0.14202334630350194,0,0.41147859922178986,0.2
2020-06-23,1196.0,5.0,0.0225752508361204,0.2,-0.08695652173913043,0.2
2020-06-24,1375.0,5.0,0.104,0.6,0.09236363636363637,0.2
2020-06-25,1534.0,5.0,0.11147327249022164,0,0.20599739243807041,0.4
2020-06-26,1588.0,5.0,0.16876574307304787,0,0.1309823677581864,0.6
2020-06-27,1795.0,5.0,0.036211699164345405,0.8,0.1052924791086351,0.6
2020-06-28,2053.0,7.0,0.1475888943010229,0.2857142857142857,0.09985387238188018,0.0
2020-06-29,2248.0,7.0,0.12322064056939502,0.14285714285714285,0.06850533807829182,1.0
2020-06-30,2443.0,8.0,-0.053622595169873104,0.0,0.0855505525992632,0.125
2020-07-01,2765.0,11.0,-0.005786618444846293,-0.18181818181818182,-0.010488245931283906,0.2727272727272727
2020-07-02,3095.0,11.0,0.046849757673667204,0.18181818181818182,0.028756058158319872,0
