date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-06-08,2673.0,159.0,0.4356164383561632,,,,0.030303030303030307,0.0,0.01833146277590722,-0.006289308176100629
2020-06-09,2703.0,159.0,0.43835616438356045,694.0,,,0.0029596744358120607,0.006289308176100629,0.023307436182019976,0.006289308176100629
2020-06-10,2727.0,159.0,0.4410958904109577,865.0,,,0.0077007700770077014,0.018867924528301886,0.014301430143014304,0.006289308176100629
2020-06-11,2776.0,160.0,0.44383561643835495,1000.0,,,0.003962536023054754,-0.00625,0.014048991354466859,0.0
2020-06-12,2831.0,160.0,0.4465753424657522,792.0,,,0.001059696220416814,0.0,0.022606852702225358,0.0125
2020-06-13,2892.0,162.0,0.44931506849314945,,,,0.008644536652835409,-0.006172839506172839,0.02731673582295989,0.006172839506172839
2020-06-14,2892.0,162.0,0.4520547945205467,,,,0.022821576763485483,0.006172839506172839,0.05982019363762104,0.012345679012345678
2020-06-15,3001.0,163.0,0.45479452054794395,,,,-0.010663112295901368,-0.006134969325153374,-0.00033322225924691765,0.012269938650306749
2020-06-16,3039.0,164.0,0.4575342465753412,815.0,,,0.01809805857189865,0.0,0.029615004935834164,0.0
2020-06-17,3084.0,167.0,0.46027397260273845,770.0,,,0.005836575875486381,-0.011976047904191616,0.02107652399481193,-0.0059880239520958105
2020-06-18,3144.0,167.0,0.4630136986301357,1035.0,,,0.008905852417302799,0.0059880239520958105,0.029580152671755726,0.011976047904191616
2020-06-19,3202.0,167.0,0.46575342465753294,916.0,,,0.01905059337913804,0.011976047904191616,0.03872579637726421,0.0059880239520958105
2020-06-20,3288.0,168.0,0.4684931506849302,,,,0.016423357664233574,0.011904761904761904,0.026155717761557173,0.005952380952380952
2020-06-21,3354.0,169.0,0.47123287671232744,,,,0.03190220632081097,0.005917159763313609,0.06648777579010137,-0.005917159763313609
2020-06-22,3431.0,169.0,0.4739726027397247,,,,0.00903526668609735,0.017751479289940832,0.01952783445059749,0.017751479289940832
2020-06-23,3524.0,170.0,0.47671232876712194,1324.0,,,0.009931895573212259,0.0,-0.008229284903518728,0.011764705882352941
2020-06-24,3587.0,171.0,0.4794520547945192,1315.0,,,0.013102871480345692,0.005847953216374269,0.027320880959018683,0.05263157894736842
2020-06-25,3675.0,172.0,0.48219178082191644,1145.0,,,0.017687074829931974,0.005813953488372093,0.044081632653061226,0.0
2020-06-26,3794.0,174.0,0.4849315068493137,1130.0,,,0.016605166051660517,-0.005747126436781609,0.026357406431207167,0.02298850574712644
2020-06-27,3934.0,177.0,0.48767123287671094,,,,0.00813421453990849,-0.005649717514124294,0.04448398576512457,-0.005649717514124294
2020-06-28,4107.0,179.0,0.4904109589041082,,,,0.02824446067689312,-0.0111731843575419,0.035305575846116384,0.00558659217877095
2020-06-29,4215.0,182.0,0.49315068493150543,,,,0.008540925266903915,0.0,0.0132858837485172,-0.005494505494505495
2020-06-30,4343.0,183.0,0.4958904109589027,1177.0,,,-0.014736357356665897,0.01092896174863388,-0.007598434262030855,0.016393442622950817
2020-07-01,4453.0,185.0,0.49863013698629993,1157.0,,,0.011452953065349205,0.04324324324324325,0.01953739052324276,0.016216216216216217
2020-07-02,4606.0,187.0,0.5013698630136972,1759.0,,,0.02105948762483717,-0.0053475935828877,0.01693443334780721,0.0106951871657754
2020-07-03,4788.0,188.0,0.5041095890410945,1851.0,,,0.0077276524644945685,0.026595744680851064,0.01921470342522974,0.026595744680851064
2020-07-04,4960.0,190.0,0.5068493150684917,,,,0.028830645161290323,0.0,0.011088709677419355,0.010526315789473684
2020-07-05,5249.0,190.0,0.509589041095889,,,,0.0055248618784530384,0.015789473684210527,-0.0062869117927224225,0.010526315789473684
2020-07-06,5393.0,193.0,0.5123287671232862,,,,0.0037085110328203227,-0.0051813471502590676,0.02670127943630632,0.010362694300518135
2020-07-07,5457.0,196.0,0.5150684931506835,1329.0,,,0.0056807769836906725,0.005102040816326529,0.013743815283122594,0.015306122448979591
2020-07-08,5618.0,206.0,0.5178082191780807,1628.0,,,0.006407974368102528,-0.024271844660194167,0.006051975792096832,-0.024271844660194167
2020-07-09,5868.0,207.0,0.520547945205478,1871.0,,,-0.003237900477164281,0.014492753623188406,0.013633265167007498,0.024154589371980683
2020-07-10,6087.0,213.0,0.5232876712328752,1796.0,,,0.009035649745358962,0.0,0.02053556760308855,-0.004694835680751174
2020-07-11,6402.0,215.0,0.5260273972602725,,,,-0.013745704467353952,0.009302325581395349,-0.001718213058419244,0.018604651162790697
2020-07-12,6720.0,218.0,0.5287671232876697,,,,-0.009226190476190476,-0.004587155963302753,-0.0019345238095238094,0.009174311926605505
2020-07-13,6884.0,220.0,0.531506849315067,,,,0.01801278326554329,0.013636363636363636,0.014381173736199885,0.0
2020-07-14,6979.0,224.0,0.5342465753424642,,,,0.006304628170224961,0.008928571428571428,0.012609256340449921,0.013392857142857142
2020-07-15,7176.0,229.0,0.5369863013698615,,,,-0.00027870680044593093,0.0,0.00487736900780379,-0.008733624454148471
2020-07-16,7407.0,233.0,0.5397260273972587,,,,0.013365735115431349,0.008583690987124462,0.020386121236668008,0.055793991416309016
2020-07-17,7681.0,239.0,0.542465753424656,,,,0.009113396693138914,-0.0041841004184100415,0.005077463871891681,0.02510460251046025
2020-07-18,7908.0,243.0,0.5452054794520532,,,,0.009736975214972179,0.00823045267489712,-0.028705108750632268,-0.01646090534979424
2020-07-19,8164.0,245.0,0.5479452054794505,,,,0.006001959823615875,0.012244897959183671,0.05022048015678589,0.06938775510204083
2020-07-20,8452.0,250.0,0.5506849315068477,,,,-0.002957879791765263,-0.012,-0.011831519167061051,-0.004
2020-07-21,8591.0,256.0,0.553424657534245,,,,0.005121638924455826,0.00390625,0.0048888371551623795,0.01953125
2020-07-22,8786.0,261.0,0.5561643835616422,1474.0,,,0.004211245162758935,-0.007662835249042145,0.021170043250625995,0.019157088122605363
2020-07-23,9116.0,267.0,0.5589041095890395,1784.0,,,0.0057042562527424324,0.041198501872659166,-0.004607283896445809,0.0
2020-07-24,9460.0,272.0,0.5616438356164367,1631.0,,,-0.003276955602536998,0.025735294117647058,-0.009830866807610994,0.0
2020-07-25,9764.0,278.0,0.564383561643834,,,,-0.031134780827529705,-0.02158273381294964,-0.0017410897173289635,0.01079136690647482
2020-07-26,10069.0,283.0,0.5671232876712312,,,,0.03585261694309266,0.04946996466431095,0.00993147283742179,0.01060070671378092
2020-07-27,10332.0,285.0,0.5698630136986285,,,,-0.007259001161440186,0.007017543859649123,-0.002613240418118467,0.014035087719298246
2020-07-28,10515.0,292.0,0.5726027397260257,1518.0,,,-0.0001902044698050404,0.0136986301369863,-0.0009510223490252019,0.03767123287671234
2020-07-29,10747.0,295.0,0.575342465753423,1596.0,,,0.013864334232809156,0.02372881355932204,-0.002233181352935703,0.06440677966101695
2020-07-30,11129.0,312.0,0.5780821917808202,1844.0,,,-0.008446401293916795,-0.035256410256410256,-0.01150148261299308,-0.035256410256410256
2020-07-31,11442.0,324.0,0.5808219178082175,1739.0,,,-0.0054186331061003325,-0.021604938271604937,-0.007516168502010138,-0.021604938271604937
2020-08-01,11442.0,324.0,0.5835616438356147,,,,0.025083027442754764,0.027777777777777776,0.03032686593252928,0.033950617283950615
2020-08-02,12108.0,343.0,0.586301369863012,,,,-0.02155599603567889,-0.03206997084548105,-0.032870829203832184,-0.04956268221574344
2020-08-03,12296.0,347.0,0.5890410958904092,,,,0.003903708523096942,0.005763688760806916,0.003659726740403383,0.01440922190201729
2020-08-04,12477.0,358.0,0.5917808219178065,1569.0,,,-0.0006411797707782318,0.019553072625698324,-0.00633165023643504,-0.013966480446927372
2020-08-05,12858.0,368.0,0.5945205479452037,1586.0,,,-0.013454658578317,0.03260869565217391,-0.013299113392440505,-0.002717391304347826
2020-08-06,13146.0,374.0,0.597260273972601,1464.0,,,-0.0025863380495968354,0.0,0.004259850905218318,0.016042780748663103
2020-08-07,13397.0,379.0,0.5999999999999982,1067.0,,,-0.0017914458460849445,0.0,0.006270060461297305,0.0079155672823219
2020-08-08,13684.0,388.0,0.6027397260273955,,,,0.0043846828412744815,0.005154639175257732,0.0057731657410114,0.002577319587628866
2020-08-09,14089.0,396.0,0.6054794520547927,,,,-0.009723898076513592,-0.015151515151515154,-0.006033075448931791,-0.005050505050505051
2020-08-10,14325.0,402.0,0.60821917808219,,,,-0.0002094240837696335,0.00746268656716418,-0.003350785340314136,-0.00746268656716418
2020-08-11,14498.0,420.0,0.6109589041095872,2130.0,,,-0.0048972272037522396,-0.028571428571428567,-0.0031728514277831426,-0.016666666666666666
2020-08-12,14706.0,442.0,0.6136986301369844,1571.0,,,0.00013599891200870393,-0.029411764705882363,0.006051951584387325,-0.01809954751131222
2020-08-13,14960.0,448.0,0.6164383561643817,1539.0,,,0.006016042780748663,0.013392857142857142,0.002005347593582888,0.011160714285714286
2020-08-14,15187.0,453.0,0.619178082191779,2027.0,,,0.007111345229472575,0.006622516556291391,0.005465200500427998,0.01324503311258278
2020-08-15,15534.0,464.0,0.6219178082191762,,,,0.0012231234710956616,-0.0021551724137931034,-0.003411870735161581,-0.004310344827586207
2020-08-16,15802.0,466.0,0.6246575342465734,,,,0.0032907226933299584,0.008583690987124462,0.004176686495380332,0.002145922746781116
2020-08-17,16035.0,475.0,0.6273972602739707,,,,-0.002806361085126286,-0.01263157894736842,0.0006236357966947302,-0.010526315789473684
2020-08-18,16137.0,481.0,0.6301369863013679,1734.0,,,0.001549234678069034,0.010395010395010396,0.007994050938836214,0.010395010395010396
2020-08-19,16347.0,490.0,0.6328767123287652,2092.0,,,0.0053220774454028254,0.010204081632653059,0.003731571542178993,0.004081632653061225
2020-08-20,16691.0,502.0,0.6356164383561624,1888.0,,,-0.0035947516625726436,-0.00199203187250996,-0.003654664190282188,-0.0099601593625498
2020-08-21,17026.0,510.0,0.6383561643835597,,,,-0.0014683425349465526,0.005882352941176471,-0.0028192176670973805,0.001960784313725489
2020-08-22,17392.0,520.0,0.6410958904109569,,,,-0.004139834406623735,-0.0019230769230769234,-0.0016674333026678932,-0.015384615384615384
2020-08-23,17712.0,526.0,0.6438356164383542,,,,0.0007904245709123758,-0.005703422053231939,-0.0047425474254742545,0.01140684410646388
2020-08-24,17900.0,529.0,0.6465753424657514,,,,0.0030726256983240213,0.001890359168241966,-0.0036871508379888274,0.001890359168241966
2020-08-25,18027.0,540.0,0.6493150684931487,1971.0,,,0.005769124091640317,0.0,-0.0014977533699450825,-0.003703703703703704
2020-08-26,18324.0,554.0,0.6520547945205459,1774.0,,,-0.0014189041693953286,-0.005415162454873646,0.0003274394237066143,-0.016245487364620937
2020-08-27,18608.0,565.0,0.6547945205479432,1938.0,,,-5.374032674118659e-05,-0.007079646017699116,0.0005911435941530522,-0.008849557522123894
2020-08-28,18918.0,576.0,0.6575342465753404,1900.0,,,-0.00121577333756211,-0.003472222222222222,-0.001321492758219685,-0.010416666666666666
2020-08-29,19212.0,585.0,0.6602739726027377,1484.0,,,0.0022381844680408078,-0.011965811965811968,-0.00020820320632937748,-0.005128205128205128
2020-08-30,19546.0,588.0,0.6630136986301349,1151.0,,,-0.005013813567993452,0.015306122448979591,-0.001483679525222552,0.0017006802721088435
2020-08-31,19789.0,592.0,0.6657534246575322,1407.0,,,-0.0061145080600333536,0.0,0.004295315579362272,0.0033783783783783786
2020-09-01,20020.0,603.0,0.6684931506849294,2201.0,,,-0.006543456543456543,-0.003316749585406302,-0.003146853146853147,-0.003316749585406302
2020-09-02,20291.0,614.0,0.6712328767123267,2038.0,,,0.001577053866246119,-0.009771986970684038,0.001133507466364398,0.01465798045602606
2020-09-03,20574.0,621.0,0.6739726027397239,1785.0,,,0.0005832604257801109,-0.0016103059581320447,-4.86050354816759e-05,0.0064412238325281795
2020-09-04,20861.0,630.0,0.6767123287671212,2284.0,,,-9.58726810795264e-05,-0.006349206349206349,0.005129188437754661,0.0047619047619047615
2020-09-05,21198.0,632.0,0.6794520547945184,1518.0,,,-0.00221719030097179,0.006329113924050633,-0.0021228417775261818,0.004746835443037975
