date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-03-19,60.0,0.0,0.213698630136986,,,,0.18333333333333326,0.0,-0.06666666666666668,0.0
2020-03-20,69.0,0.0,0.21643835616438326,,,,0.4492753623188406,0.0,0.17391304347826084,0.0
2020-03-21,84.0,0.0,0.2191780821917805,,,,0.09523809523809523,1.0,-0.047619047619047616,0.0
2020-03-22,99.0,0.0,0.22191780821917775,,,,-0.04040404040404042,0.0,-0.020202020202020204,0.0
2020-03-23,112.0,0.0,0.224657534246575,,,,0.0,1.0,0.08035714285714286,0.0
2020-03-24,127.0,0.0,0.22739726027397225,,,,-0.047244094488188976,1.0,-0.08661417322834647,1.0
2020-03-25,153.0,0.0,0.2301369863013695,,,,-0.13071895424836602,0.0,-0.1437908496732026,0.0
2020-03-26,172.0,0.0,0.23287671232876675,,,,-0.0872093023255814,0.0,-0.08139534883720931,0.0
2020-03-27,212.0,0.0,0.235616438356164,,,,-0.08962264150943396,0.0,-0.12264150943396225,1.0
2020-03-28,235.0,1.0,0.23835616438356125,,,,-0.05106382978723404,-1.0,-0.09787234042553193,-1.0
2020-03-29,246.0,1.0,0.2410958904109585,,,,0.008130081300813009,0.0,-0.008130081300813009,0.0
2020-03-30,259.0,3.0,0.24383561643835575,,,,0.03474903474903475,-0.6666666666666666,-0.019305019305019305,-0.6666666666666666
2020-03-31,268.0,5.0,0.246575342465753,,,,-0.018656716417910446,-0.2,-0.026119402985074626,-0.4
2020-04-01,274.0,5.0,0.24931506849315024,,,,-0.007299270072992701,0.0,0.0,0.0
2020-04-02,278.0,5.0,0.2520547945205475,,,,0.0035971223021582736,0.0,0.0,0.0
2020-04-03,299.0,5.0,0.25479452054794477,,,,-0.023411371237458192,0.2,-0.06688963210702341,0.0
2020-04-04,310.0,5.0,0.257534246575342,,,,-0.035483870967741936,0.0,-0.01935483870967742,0.0
2020-04-05,323.0,5.0,0.26027397260273927,,,,-0.01238390092879257,0.0,-0.021671826625387004,0.0
2020-04-06,345.0,5.0,0.2630136986301365,,,,-0.04057971014492753,0.0,-0.052173913043478265,0.0
2020-04-07,349.0,6.0,0.26575342465753377,,,,-0.005730659025787965,-0.16666666666666666,0.011461318051575931,-0.16666666666666666
2020-04-08,353.0,6.0,0.268493150684931,,,,0.0056657223796034,0.0,-0.0028328611898017,0.0
2020-04-09,358.0,6.0,0.27123287671232826,,,,-0.002793296089385475,0.0,0.00558659217877095,0.0
2020-04-10,372.0,7.0,0.2739726027397255,,,,-0.03494623655913978,-0.14285714285714285,-0.03225806451612903,-0.14285714285714285
2020-04-11,372.0,7.0,0.27671232876712276,,,,0.013440860215053764,0.0,0.010752688172043013,0.0
2020-04-12,381.0,7.0,0.27945205479452,,,,-0.007874015748031496,0.0,-0.015748031496062992,0.0
2020-04-13,389.0,7.0,0.28219178082191726,,,,-0.010282776349614395,0.0,-0.012853470437017995,0.0
2020-04-14,391.0,7.0,0.2849315068493145,,,,0.015345268542199487,0.0,0.0,0.0
2020-04-15,397.0,7.0,0.28767123287671176,,,,-0.007556675062972292,0.0,-0.015113350125944584,0.14285714285714285
2020-04-16,401.0,7.0,0.290410958904109,,,,0.007481296758104737,0.0,-0.004987531172069825,0.0
2020-04-17,402.0,7.0,0.29315068493150626,,,,0.0024875621890547268,0.0,0.0024875621890547268,0.0
2020-04-18,407.0,7.0,0.2958904109589035,,,,-0.002457002457002457,0.0,0.002457002457002457,0.0
2020-04-19,413.0,7.0,0.29863013698630075,,,,-0.007263922518159807,0.0,-0.012106537530266344,0.14285714285714285
2020-04-20,417.0,7.0,0.301369863013698,,,,-0.002398081534772182,0.0,-0.007194244604316547,0.0
2020-04-21,425.0,7.0,0.30410958904109525,,,,-0.014117647058823532,0.0,-0.009411764705882352,0.0
2020-04-22,428.0,7.0,0.3068493150684925,,,,-0.0070093457943925215,0.14285714285714285,0.0070093457943925215,0.0
2020-04-23,435.0,7.0,0.30958904109588975,,,,-0.011494252873563218,0.0,-0.011494252873563218,0.0
2020-04-24,437.0,7.0,0.312328767123287,,,,0.0,0.0,0.043478260869565216,0.0
2020-04-25,441.0,7.0,0.31506849315068425,,,,0.00453514739229025,0.0,0.022675736961451247,0.0
2020-04-26,444.0,7.0,0.3178082191780815,,,,-0.0045045045045045045,0.14285714285714285,0.024774774774774768,0.0
2020-04-27,447.0,7.0,0.32054794520547875,,,,-0.0044742729306487695,0.0,0.03355704697986577,0.0
2020-04-28,449.0,7.0,0.323287671232876,,,,0.004454342984409799,0.0,0.044543429844098,0.0
2020-04-29,449.0,8.0,0.32602739726027324,,,,0.0133630289532294,-0.125,0.0311804008908686,-0.125
2020-04-30,451.0,8.0,0.3287671232876705,,,,0.0,0.0,0.008869179600886918,0.0
