date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-06-16,1176.0,51.0,0.4575342465753412,,,,0.005102040816326529,0.0,0.013605442176870748,0.0
2020-06-17,1225.0,51.0,0.46027397260273845,,,,-0.03428571428571429,0.0,-0.030204081632653063,0.0
2020-06-18,1249.0,51.0,0.4630136986301357,,,,-0.013610888710968777,0.0196078431372549,0.009607686148919136,0.0
2020-06-19,1272.0,51.0,0.46575342465753294,,,,0.0031446540880503146,0.0,-0.0023584905660377358,0.0
2020-06-20,1298.0,53.0,0.4684931506849302,,,,-0.010015408320493066,0.018867924528301886,-0.015408320493066256,0.0
2020-06-21,1309.0,53.0,0.47123287671232744,,,,0.003819709702062643,0.0,-0.0015278838808250573,0.0
2020-06-22,1327.0,55.0,0.4739726027397247,,,,-0.0007535795026375283,-0.01818181818181818,-0.006782215523737754,-0.03636363636363636
2020-06-23,1340.0,55.0,0.47671232876712194,,,,0.00746268656716418,0.0,-0.005970149253731343,0.0
2020-06-24,1347.0,55.0,0.4794520547945192,,,,0.0037119524870081657,0.0,0.0133630289532294,0.01818181818181818
2020-06-25,1354.0,56.0,0.48219178082191644,,,,0.02141802067946824,-0.017857142857142856,0.003692762186115214,-0.017857142857142856
2020-06-26,1381.0,56.0,0.4849315068493137,,,,-0.00506879073135409,0.0,-0.00941346850108617,0.0
2020-06-27,1394.0,59.0,0.48767123287671094,,,,-0.005021520803443328,-0.01694915254237288,0.0014347202295552368,-0.05084745762711865
2020-06-28,1410.0,59.0,0.4904109589041082,,,,-0.004964539007092199,0.0,-0.007801418439716313,0.0
2020-06-29,1427.0,60.0,0.49315068493150543,,,,-0.005606166783461808,-0.016666666666666666,0.0,-0.016666666666666666
2020-06-30,1450.0,60.0,0.4958904109589027,,,,-0.012413793103448277,0.0,-0.011034482758620687,0.0
2020-07-01,1462.0,60.0,0.49863013698629993,,,,0.008891928864569083,0.016666666666666666,-0.002051983584131327,0.016666666666666666
2020-07-02,1498.0,60.0,0.5013698630136972,,,,-0.01602136181575434,0.0,-0.012683578104138851,0.0
2020-07-03,1518.0,60.0,0.5041095890410945,,,,-0.003952569169960474,0.0,-0.006587615283267457,0.0
2020-07-04,1524.0,62.0,0.5068493150684917,,,,0.005905511811023622,-0.03225806451612903,0.0026246719160104987,-0.016129032258064516
2020-07-05,1533.0,62.0,0.509589041095889,,,,-0.002609262883235486,0.0,0.002609262883235486,0.0
2020-07-06,1542.0,62.0,0.5123287671232862,,,,0.005188067444876783,0.0,0.0006485084306095979,0.0
2020-07-07,1547.0,62.0,0.5150684931506835,,,,0.001292824822236587,0.0,-0.003232062055591467,0.016129032258064516
2020-07-08,1572.0,63.0,0.5178082191780807,,,,-0.010178117048346057,0.0,-0.005725190839694657,-0.015873015873015872
2020-07-09,1584.0,63.0,0.520547945205478,,,,0.0031565656565656565,0.0,-0.005050505050505051,0.0
2020-07-10,1598.0,63.0,0.5232876712328752,,,,-0.0025031289111389237,0.0,0.0043804755944931145,0.0
2020-07-11,1613.0,63.0,0.5260273972602725,,,,-0.0030998140111593306,0.015873015873015872,-0.0012399256044637321,0.0
2020-07-12,1618.0,63.0,0.5287671232876697,,,,0.004944375772558714,0.0,-0.0012360939431396785,0.0
2020-07-13,1635.0,63.0,0.531506849315067,,,,-0.004281345565749235,0.0,-0.0012232415902140672,0.0
2020-07-14,1642.0,63.0,0.5342465753424642,,,,-0.0042630937880633385,0.015873015873015872,-0.0042630937880633385,0.0
2020-07-15,1651.0,64.0,0.5369863013698615,,,,0.004239854633555421,-0.015625,-0.003634161114476075,-0.015625
2020-07-16,1668.0,64.0,0.5397260273972587,,,,-0.0077937649880095924,0.0,0.0,0.015625
2020-07-17,1678.0,64.0,0.542465753424656,,,,0.006555423122765197,0.0,0.0029797377830750892,0.0
2020-07-18,1688.0,65.0,0.5452054794520532,,,,0.0017772511848341234,-0.015384615384615384,-0.002962085308056872,-0.015384615384615384
2020-07-19,1701.0,65.0,0.5479452054794505,,,,-0.005878894767783657,0.0,-0.0005878894767783657,0.0
2020-07-20,1711.0,65.0,0.5506849315068477,,,,0.002922267679719463,0.0,-0.0011689070718877848,0.0
2020-07-21,1711.0,66.0,0.553424657534245,,,,0.0,-0.015151515151515154,0.002922267679719463,-0.015151515151515154
2020-07-22,1727.0,66.0,0.5561643835616422,,,,-0.007527504342790966,0.0,-0.005211349160393746,0.0
2020-07-23,1731.0,66.0,0.5589041095890395,,,,0.007510109763142692,0.015151515151515154,0.0005777007510109763,0.0
2020-07-24,1752.0,66.0,0.5616438356164367,,,,-0.003424657534246575,0.0,-0.00228310502283105,0.015151515151515154
2020-07-25,1765.0,66.0,0.564383561643834,,,,-0.004532577903682718,0.0,-0.0016997167138810198,0.0
2020-07-26,1768.0,66.0,0.5671232876712312,,,,0.005090497737556561,0.0,0.002828054298642534,0.0
