date,cases,deaths,time_of_year,daily_tests,daily_vaccinations,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-12-02,554767.0,12306.0,0.9205479452054764,30802.0,,-0.0001712430624027745,-0.0025190963757516656,-0.0014907159221799423,-0.0030066634162197303
2020-12-03,556728.0,12340.0,0.9232876712328736,32870.0,,-0.000405943297265451,-0.0008103727714748784,-0.0007328533862137345,-0.0009724473257698541
2020-12-04,558767.0,12361.0,0.9260273972602708,32874.0,,-0.0011793824617416563,0.0003235984143677696,-0.0009055652892887375,-0.0005662972251435968
2020-12-05,560622.0,12387.0,0.928767123287668,30365.0,,-0.0009061363985002372,-0.0002421893921046258,-0.0008793804024815295,-0.0004843787842092516
2020-12-06,562520.0,12411.0,0.9315068493150652,31823.0,,-0.0015572779634501885,-0.0006445894770767867,-0.0010506293109578326,-0.0011280315848843769
2020-12-07,564200.0,12432.0,0.9342465753424626,33415.0,,-0.001183977313009571,-0.0005630630630630631,-0.0011573909961006736,-0.00032175032175032174
2020-12-08,566015.0,12460.0,0.9369863013698598,31791.0,,-0.000842733849809634,-0.00032102728731942215,-0.0010865436428363206,-0.001203852327447833
2020-12-09,568138.0,12477.0,0.9397260273972572,32372.0,,-0.001288419362901267,-0.00048088482808367395,-0.0016985309907100036,-0.00016029494269455797
2020-12-10,569873.0,12501.0,0.9424657534246544,34442.0,,-0.0003193694033582921,-0.00015998720102391808,-0.0009861846411393417,-0.0009599232061435085
2020-12-11,571253.0,12526.0,0.9452054794520516,33350.0,,0.00026783229147155465,-0.0008781733993293949,-0.00044288607674708056,-0.0014370110170844642
2020-12-12,572600.0,12549.0,0.9479452054794488,30146.0,,2.6196297589940623e-05,-0.0002390628735357399,-0.0003615089067411806,-0.0009562514941429596
2020-12-13,573622.0,12565.0,0.950684931506846,31310.0,,0.000496842868648692,-0.000477516912057302,-0.00032425534585493585,-0.00031834460803820136
2020-12-14,574634.0,12579.0,0.9534246575342432,35335.0,,2.610357201279423e-05,0.00023849272597185786,-0.0003376061980321387,-7.949757532395262e-05
2020-12-15,575972.0,12603.0,0.9561643835616406,35467.0,,-0.00023959498031154292,-0.0008728080615726414,-0.0007066315723681013,-0.0010315004364040308
2020-12-16,577363.0,12614.0,0.9589041095890378,36856.0,,-0.00040355893952331547,0.00031710797526557794,-0.0006547007688404002,-0.00015855398763278897
2020-12-17,578916.0,12636.0,0.9616438356164352,40433.0,,-0.000656399201265814,-0.0007913896802785691,-0.0011262428400666072,-0.0011079455523899967
2020-12-18,580449.0,12650.0,0.9643835616438324,34670.0,,-0.0006994585226264495,-0.0005533596837944664,-0.001178398102158846,-0.0007114624505928853
2020-12-19,581811.0,12670.0,0.9671232876712296,31510.0,,-0.0003815672099702481,-0.0007103393843725335,-0.0007906347593978114,-0.0007103393843725335
2020-12-20,583118.0,12680.0,0.9698630136986268,,,-0.0008077267379844217,0.0001577287066246057,-0.0008008670629272291,-0.0003943217665615142
2020-12-21,584145.0,12697.0,0.972602739726024,,,-0.00035778787800974074,-0.00031503504764905096,-0.0004896044646449084,-0.0009451051429471528
2020-12-22,585345.0,12710.0,0.9753424657534212,38950.0,,-0.00045955803842178544,-0.00015735641227380016,-0.0010335784879002981,-0.00023603461841070024
2020-12-23,586503.0,12725.0,0.9780821917808186,36238.0,,-0.00024722806191954685,-0.00047151277013752455,-0.0006837134677912986,-0.00023575638506876227
2020-12-24,587676.0,12737.0,0.9808219178082158,37231.0,,-0.0004628400683369748,-0.00031404569364842585,-0.0005683403780314323,-0.00023553427023631938
2020-12-25,588803.0,12744.0,0.9835616438356132,,,-0.00047214433350373556,-0.00015693659761456373,-0.000572347627304888,-0.00023540489642184556
2020-12-26,589943.0,12755.0,0.9863013698630104,,,-0.0004034288058337839,0.0,-0.0007983822165870262,-0.00023520188161505292
2020-12-27,590779.0,12767.0,0.9890410958904076,34058.0,,6.770721369581519e-06,-0.0005482885564345578,0.00012018030431007195,-0.0006266154930680662
2020-12-28,591597.0,12780.0,0.9917808219178048,,,-0.00013015617050120268,-0.0006259780907668231,-0.00035666171397082813,7.824726134585289e-05
2020-12-29,592528.0,12791.0,0.994520547945202,,,-0.0005670618097372614,-7.817997029161128e-05,-0.0002193989144816785,0.0
2020-12-30,593541.0,12800.0,0.9972602739725992,37144.0,,-0.0004313097157567885,0.000234375,-0.00034201512616651586,-0.0003125
2020-12-31,594442.0,12808.0,0.9999999999999966,,,-0.00010429949431567755,7.807620237351655e-05,-5.719649688279092e-05,-0.0003123048094940662
2021-01-01,595291.0,12813.0,0.0,,,-9.911119099734415e-05,-7.804573480059315e-05,-0.00013270820489474894,0.0001560914696011863
2021-01-02,596193.0,12824.0,0.0027472527472527475,,,-0.000390813042085365,-0.00023393636930754835,-0.0001626989917694438,-7.797878976918278e-05
2021-01-03,597033.0,12829.0,0.005494505494505495,31600.0,,0.00011222160249098459,-7.794839816041781e-05,-0.0004086876269820931,-0.00015589679632083562
2021-01-04,597774.0,12834.0,0.008241758241758242,,,-0.00022416498542927594,0.0007012622720897616,-0.0001605958104567947,0.0003116721209287829
2021-01-05,598369.0,12844.0,0.01098901098901099,,,0.00034426917169840015,7.785736530675803e-05,0.0003375843334129943,-7.785736530675803e-05
2021-01-06,599126.0,12856.0,0.013736263736263738,,,8.846219326151761e-05,-0.0005444928438083386,0.00011016046708038042,-0.00023335407591785936
2021-01-07,599965.0,12865.0,0.016483516483516484,,,4.666938904769445e-05,-0.000388651379712398,-0.000155009042194128,-0.0002331908278274388
2021-01-08,600755.0,12869.0,0.019230769230769232,,,-3.329144160265e-05,0.00023311834641386278,3.16268695225175e-05,0.00038853057735643794
2021-01-09,601424.0,12877.0,0.02197802197802198,,,0.00022612998483598925,0.00015531567911780694,2.660352762776344e-05,-7.765783955890347e-05
2021-01-10,602331.0,12881.0,0.024725274725274728,,,-0.000516327401378976,-7.763372408974459e-05,-0.00021416795748517011,0.0
2021-01-11,602938.0,12895.0,0.027472527472527482,30502.0,,6.302472227658565e-05,-0.00038774718883288094,0.00047434396239746045,-0.0006979449398991858
2021-01-12,603739.0,12906.0,0.030219780219780223,34253.0,,-6.625379510020058e-06,-0.0001549666821633349,1.9876138530060176e-05,-0.0003099333643266698
2021-01-13,604549.0,12911.0,0.03296703296703297,,,2.150363328696268e-05,0.00030981333746417784,-9.924753824752005e-06,0.0003872666718302223
2021-01-14,605416.0,12915.0,0.03571428571428571,,,-0.00019986257383352934,0.0001548586914440573,1.982108170249878e-05,0.0003097173828881146
2021-01-15,606186.0,12922.0,0.038461538461538464,,,6.433668873909988e-05,0.00015477480266212662,0.0002853909526119046,-7.738740133106331e-05
2021-01-16,606991.0,12932.0,0.0412087912087912,33589.0,,-0.00019769650620849404,-0.00023198267862666253,0.0002306459239099097,0.0001546551190844417
2021-01-17,607587.0,12935.0,0.043956043956043946,36483.0,,0.00029954557948079865,7.730962504831851e-05,0.00029460801498386237,0.00015461925009663702
2021-01-18,608232.0,12944.0,0.04670329670329669,35272.0,,0.00040773915216562104,-0.00030902348578491963,0.00011344355443317681,-0.00023176761433868975
2021-01-19,609029.0,12953.0,0.049450549450549434,36692.0,,2.6271326981145396e-05,-0.0001544043850845364,0.0003070461340921368,7.72021925422682e-05
2021-01-20,609852.0,12962.0,0.05219780219780218,,,-3.115509992588366e-05,7.714858818083629e-05,0.0005115995356250369,0.00015429717636167257
2021-01-21,610598.0,12968.0,0.054945054945054916,,,0.00021781925260154798,0.00015422578655151142,0.0009351488213194278,0.00038556446637877856
2021-01-22,611407.0,12977.0,0.057692307692307675,,,0.00021916661078463283,-0.00023117823842182323,0.0005577299572952223,0.00023117823842182323
2021-01-23,612092.0,12984.0,0.06043956043956041,,,0.0004247727465805794,0.00038508934072704865,0.001387046391718892,0.00038508934072704865
2021-01-24,612870.0,12988.0,0.06318681318681316,,,-4.895002202750991e-06,7.69941484447182e-05,0.0014391306476087915,0.0003079765937788728
2021-01-25,613763.0,12993.0,0.06593406593406591,34907.0,,-0.0002916435171230589,7.696451935657662e-05,0.00039265970741149273,0.00030785807742630646
2021-01-26,614576.0,13000.0,0.06868131868131866,,,0.00027824060815912106,0.00023076923076923076,0.0014644242534690584,-7.692307692307693e-05
2021-01-27,615380.0,13010.0,0.07142857142857141,,,0.0005378790340927556,7.686395080707149e-05,0.0019337645032337742,-0.00015372790161414298
2021-01-28,616259.0,13018.0,0.07417582417582416,,,0.0007107401271218757,0.0002304501459517591,0.0022766401788858258,-0.00015363343063450608
2021-01-29,617202.0,13024.0,0.07692307692307691,38761.0,,0.00033538452564962527,0.0004606879606879607,0.002310426732252974,-0.00015356265356265356
2021-01-30,618147.0,13036.0,0.07967032967032966,27821.0,,0.0009528477853973246,0.0,0.002564115008242376,7.671064743786438e-05
2021-01-31,618922.0,13041.0,0.08241758241758243,35905.0,,0.0014299055454483763,0.00023004370830457787,0.0022862331602366693,0.0001533624722030519
2021-02-01,619636.0,13047.0,0.08516483516483518,38504.0,,0.0006778172991885558,0.00022993791676247414,0.0024369145756540935,0.0006898137502874224
2021-02-02,620620.0,13057.0,0.08791208791208792,45290.0,,0.0011746318197931101,-0.0003063490847821092,0.0029228835680448584,-0.0003063490847821092
2021-02-03,621755.0,13068.0,0.09065934065934067,46583.0,,0.001381573127678909,-0.0002295684113865932,0.0035335461717235887,-0.00030609121518212427
2021-02-04,623072.0,13079.0,0.09340659340659342,50683.0,,0.0015487776693544246,-0.0003822922241761603,0.0036239792511940836,7.645844483523205e-05
2021-02-05,624222.0,13091.0,0.09615384615384616,48621.0,,0.0019528308838842592,-0.0006111068673134214,0.004399075969767166,0.0003055534336567107
2021-02-06,625756.0,13103.0,0.09890109890109892,40481.0,,0.0015916747102704568,7.631840036632832e-05,0.003979186775676142,0.0
2021-02-07,627416.0,13111.0,0.10164835164835168,39221.0,,0.0008447345939536129,-7.627183281214248e-05,0.0025708620755607123,0.0003813591640607124
2021-02-08,628550.0,13120.0,0.10439560439560444,42578.0,,0.0017341500278418582,0.00045731707317073173,0.0032662477129902154,0.001371951219512195
2021-02-09,630263.0,13126.0,0.10714285714285718,41513.0,,0.0017215035627983874,0.0,0.003412860980257448,0.0012951394179491085
2021-02-10,632257.0,13134.0,0.10989010989010993,44800.0,,0.0021162280528329463,-7.613826709304096e-05,0.0034590364361327753,0.0006091061367443277
2021-02-11,634539.0,13140.0,0.11263736263736268,47658.0,,0.0020376998104135445,0.00045662100456621003,0.0031897172593016348,0.000532724505327245
2021-02-12,636908.0,13144.0,0.11538461538461545,45190.0,,0.002397520521017164,0.0009129640900791236,0.0026769957356478488,0.00174984783931832
2021-02-13,639438.0,13157.0,0.11813186813186817,38411.0,,0.002336426674673698,-7.60051683514479e-05,0.0028243551368545504,7.60051683514479e-05
2021-02-14,641628.0,13164.0,0.12087912087912095,38939.0,,0.0016878939198414033,0.00045578851412944393,0.002108698498195216,0.0008356122759039806
2021-02-15,643852.0,13179.0,0.12362637362637367,47129.0,,0.0014956853438367825,0.0009105394946505805,0.0015904276137994446,0.0006070263297670536
2021-02-16,646650.0,13185.0,0.12637362637362642,43851.0,,0.001648496095260187,0.0012893439514599925,0.0012386917188587335,0.0012135001896094045
2021-02-17,649982.0,13192.0,0.12912087912087916,46840.0,,0.0013061900175697172,0.0006822316555488174,0.002089288626454271,0.0017434808975136447
2021-02-18,653557.0,13204.0,0.1318681318681319,53021.0,,0.0011184946378051187,7.57346258709482e-05,0.002445081301248399,0.0009845501363223265
2021-02-19,657453.0,13220.0,0.13461538461538464,48990.0,,0.0002707417868653729,0.0008320726172465961,0.001744611401879678,0.000605143721633888
