date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-10-05,52136.0,1760.0,0.7616438356164359,,,,-0.00017262544115390516,0.0011363636363636365,0.0011124750652140556,0.003409090909090909
2020-10-06,52270.0,1768.0,0.7643835616438331,,,,0.0003634972259422232,0.0,0.0015305146355462024,0.0005656108597285067
2020-10-07,52399.0,1773.0,0.7671232876712304,,,,0.0008587950151720452,0.0022560631697687533,0.00179392736502605,0.001692047377326565
2020-10-08,52520.0,1779.0,0.7698630136986276,,,,-0.0023038842345773037,-0.0033726812816188877,0.0024942878903274944,0.0005621135469364812
2020-10-09,52658.0,1783.0,0.7726027397260249,,,,0.004557712028561662,0.007851934941110488,0.00243077974856622,0.002243409983174425
2020-10-10,52804.0,1789.0,0.7753424657534221,,,,0.0014203469434133779,-0.0005589714924538849,0.002405120824179986,0.0016769144773616546
2020-10-11,52940.0,1795.0,0.7780821917808194,,,,0.001303362296939932,-0.0005571030640668524,-0.002568945976577257,-0.003342618384401114
2020-10-12,53072.0,1801.0,0.7808219178082166,,,,0.0012624359360868256,0.002220988339811216,-0.002487187217365089,-0.0033314825097168236
2020-10-13,53225.0,1809.0,0.7835616438356139,,,,0.0011460779708783466,0.000552791597567717,-0.0028745890089243767,-0.004422332780541736
2020-10-14,53399.0,1818.0,0.7863013698630111,,,,0.0009176201801531864,-0.00055005500550055,0.011517069608045095,0.0088008800880088
2020-10-15,53399.0,1818.0,0.7890410958904084,,,,0.004719189497930673,0.0038503850385038494,0.005374632483754378,0.0049504950495049506
2020-10-16,53777.0,1836.0,0.7917808219178056,,,,-0.002082674749428194,-0.005446623093681918,-0.0010785279952396005,-0.004357298474945534
2020-10-17,53998.0,1841.0,0.7945205479452029,,,,0.0009629986295788733,0.002172732210755024,0.0015741323752731587,0.0016295491580662685
2020-10-18,54203.0,1846.0,0.7972602739726001,,,,-0.0037820784827408077,-0.002708559046587216,0.002103204619670498,0.0010834236186348864
