date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-04-26,61.0,2.0,0.3178082191780815,162.0,,,0.0,0.0,0.0,0.0
2020-04-27,61.0,2.0,0.32054794520547875,82.0,,,0.0,0.0,0.0,0.0
2020-04-28,61.0,2.0,0.323287671232876,97.0,,,0.0,0.0,0.0,0.0
2020-04-29,61.0,2.0,0.32602739726027324,55.0,,,0.0,0.0,0.0,0.0
2020-04-30,61.0,2.0,0.3287671232876705,92.0,,,0.016393442622950817,0.0,0.0,0.0
2020-05-01,61.0,3.0,0.33150684931506774,148.0,,,0.0,-0.3333333333333333,0.0,-0.3333333333333333
2020-05-02,63.0,3.0,0.334246575342465,58.0,,,-0.031746031746031744,0.0,-0.031746031746031744,0.0
2020-05-03,63.0,3.0,0.33698630136986224,47.0,,,0.0,0.0,0.015873015873015872,0.0
2020-05-04,63.0,3.0,0.3397260273972595,136.0,,,0.0,0.0,0.0,0.0
2020-05-05,63.0,3.0,0.34246575342465674,168.0,,,0.0,0.0,0.0,0.0
2020-05-06,63.0,3.0,0.345205479452054,254.0,,,0.0,0.0,0.047619047619047616,0.0
2020-05-07,64.0,3.0,0.34794520547945124,68.0,,,-0.015625,0.0,0.0,0.0
2020-05-08,64.0,3.0,0.3506849315068485,144.0,,,0.0,0.0,0.03125,0.0
2020-05-09,64.0,3.0,0.35342465753424573,121.0,,,0.0,0.0,0.015625,0.0
2020-05-10,64.0,3.0,0.356164383561643,77.0,,,0.015625,0.0,0.046875,0.0
2020-05-11,64.0,3.0,0.35890410958904023,83.0,,,0.0,0.0,0.0,0.0
2020-05-12,64.0,3.0,0.3616438356164375,100.0,,,0.0,0.0,0.0,0.0
2020-05-13,64.0,3.0,0.36438356164383473,120.0,,,0.046875,0.0,0.03125,0.0
2020-05-14,64.0,3.0,0.367123287671232,56.0,,,0.015625,0.0,0.34375,0.3333333333333333
2020-05-15,64.0,3.0,0.36986301369862923,95.0,,,0.03125,0.0,0.09375,0.3333333333333333
2020-05-16,64.0,3.0,0.3726027397260265,56.0,,,0.015625,0.0,0.203125,0.0
2020-05-17,65.0,3.0,0.3753424657534237,43.0,,,0.030769230769230767,0.0,0.16923076923076924,0.0
2020-05-18,65.0,3.0,0.378082191780821,178.0,,,0.0,0.0,0.4,0.0
2020-05-19,65.0,3.0,0.3808219178082182,200.0,,,0.0,0.0,0.18461538461538465,0.0
2020-05-20,68.0,3.0,0.3835616438356155,241.0,,,-0.014705882352941175,0.0,0.16176470588235295,0.0
2020-05-21,69.0,3.0,0.3863013698630127,326.0,,,0.3043478260869565,0.3333333333333333,0.18840579710144928,0.0
