date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-09-13,56177.0,1078.0,0.7013698630136964,2113.0,,,0.0005162255015397762,-0.0009276437847866419,-0.0004272211047225733,0.0009276437847866419
2020-09-14,56256.0,1082.0,0.7041095890410937,1827.0,,,0.00031996587030716717,-0.0009242144177449168,0.0008354664391353811,-0.0018484288354898336
2020-09-15,56388.0,1083.0,0.7068493150684909,1912.0,,,0.0011172589912747393,0.0009233610341643582,7.093707881109456e-05,0.0018467220683287165
2020-09-16,56478.0,1088.0,0.7095890410958882,,,,0.001522716810085343,-0.004595588235294118,0.00171748291370091,-0.004595588235294118
2020-09-17,56604.0,1091.0,0.7123287671232854,,,,-0.00026499894000424,-0.0009165902841429881,0.0013249947000212,-0.0018331805682859762
2020-09-18,56735.0,1093.0,0.7150684931506827,,,,-0.00010575482506389354,-0.0018298261665141808,0.00038776769190094297,-0.0018298261665141808
2020-09-19,56956.0,1094.0,0.7178082191780799,,,,-0.00014045930191726948,0.0,-0.001667954210267575,-0.0009140767824497258
2020-09-20,57145.0,1095.0,0.7205479452054772,,,,-0.0009274652200542481,0.00182648401826484,-0.0005074809694636451,0.0
2020-09-21,57242.0,1098.0,0.7232876712328744,,,,0.0005066210125432375,-0.0009107468123861566,-0.0006813179134202161,-0.00273224043715847
2020-09-22,57437.0,1100.0,0.7260273972602717,,,,-0.001027212424047217,0.0009090909090909092,-0.0013057785051447672,-0.0018181818181818184
2020-09-23,57613.0,1100.0,0.7287671232876689,,,,0.00019092913057816813,0.0,-0.0010067172339576138,0.0
2020-09-24,57724.0,1102.0,0.7315068493150662,,,,0.001559143510498233,-0.0009074410163339383,0.0007622479384658028,-0.0018148820326678765
2020-09-25,57849.0,1102.0,0.7342465753424634,,,,0.00048401873843973103,0.0,-0.0003803004373455029,0.0
2020-09-26,58062.0,1103.0,0.7369863013698607,7968.0,,,-0.00149839826392477,-0.0009066183136899363,-0.0010678240501532843,-0.0009066183136899363
2020-09-27,58198.0,1106.0,0.7397260273972579,,,,0.0004123853053369532,-0.0018083182640144665,-0.0004295680263926596,-0.0009041591320072332
