date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-05-25,201.0,6.0,0.3972602739726017,905.0,,,0.0,0.0,0.009950248756218905,0.0
2020-05-26,203.0,6.0,0.39999999999999897,763.0,,,0.009852216748768471,0.0,0.0,0.0
2020-05-27,206.0,6.0,0.4027397260273962,1130.0,,,0.009708737864077669,0.0,-0.0048543689320388345,0.0
2020-05-28,206.0,6.0,0.40547945205479347,1022.0,,,0.0048543689320388345,0.0,0.009708737864077669,0.0
2020-05-29,206.0,6.0,0.4082191780821907,1026.0,,,0.009708737864077669,0.0,0.06310679611650485,0.0
2020-05-30,207.0,6.0,0.41095890410958796,923.0,,,-0.004830917874396135,0.0,-0.004830917874396135,0.0
2020-05-31,224.0,6.0,0.4136986301369852,1227.0,,,-0.05803571428571429,0.0,-0.07589285714285714,0.0
2020-06-01,224.0,6.0,0.41643835616438246,1437.0,,,0.008928571428571428,0.0,0.004464285714285714,0.0
2020-06-02,228.0,6.0,0.4191780821917797,1174.0,,,-0.008771929824561403,0.0,-0.017543859649122806,0.0
2020-06-03,233.0,6.0,0.42191780821917696,1672.0,,,-0.012875536480686695,0.0,-0.02145922746781116,0.0
2020-06-04,234.0,6.0,0.4246575342465742,1778.0,,,0.004273504273504274,0.0,0.0,0.0
2020-06-05,236.0,6.0,0.42739726027397146,1886.0,,,0.046610169491525424,0.0,0.08898305084745763,0.0
2020-06-06,236.0,6.0,0.4301369863013687,1845.0,,,0.0,0.0,0.0,0.0
2020-06-07,240.0,6.0,0.43287671232876596,1887.0,,,-0.016666666666666666,0.0,-0.016666666666666666,0.0
2020-06-08,242.0,6.0,0.4356164383561632,1892.0,,,-0.004132231404958678,0.0,0.008264462809917356,0.0
2020-06-09,244.0,6.0,0.43835616438356045,1389.0,,,-0.008196721311475409,0.0,-0.004098360655737704,0.0
2020-06-10,246.0,6.0,0.4410958904109577,1816.0,,,-0.008130081300813009,0.0,-0.0040650406504065045,0.0
2020-06-11,248.0,6.0,0.44383561643835495,1520.0,,,-0.004032258064516129,0.0,-0.004032258064516129,0.0
2020-06-12,261.0,6.0,0.4465753424657522,1990.0,,,0.038314176245210725,0.0,-0.049808429118773936,0.0
2020-06-13,261.0,6.0,0.44931506849314945,1784.0,,,0.0,0.0,0.0,0.0
2020-06-14,261.0,6.0,0.4520547945205467,2019.0,,,0.0,0.0,0.011494252873563218,0.0
2020-06-15,262.0,6.0,0.45479452054794395,1722.0,,,0.011450381679389313,0.0,0.0076335877862595426,0.0
2020-06-16,262.0,6.0,0.4575342465753412,1900.0,,,0.0038167938931297713,0.0,0.0,0.0
2020-06-17,262.0,6.0,0.46027397260273845,2061.0,,,0.0038167938931297713,0.0,0.0,0.0
2020-06-18,263.0,6.0,0.4630136986301357,1314.0,,,0.0,0.0,0.015209125475285171,0.0
2020-06-19,286.0,6.0,0.46575342465753294,1904.0,,,-0.08041958041958043,0.0,-0.08041958041958043,0.0
2020-06-20,286.0,6.0,0.4684931506849302,1498.0,,,0.0,0.0,0.006993006993006993,0.0
2020-06-21,286.0,6.0,0.47123287671232744,1942.0,,,0.01048951048951049,0.0,0.024475524475524483,0.0
2020-06-22,290.0,6.0,0.4739726027397247,1348.0,,,-0.003448275862068965,0.0,-0.013793103448275862,0.0
2020-06-23,291.0,6.0,0.47671232876712194,1114.0,,,-0.003436426116838488,0.0,0.006872852233676976,0.0
2020-06-24,292.0,6.0,0.4794520547945192,1821.0,,,-0.003424657534246575,0.0,-0.003424657534246575,0.0
