date,cases,deaths,time_of_year,daily_tests,daily_vaccinations,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-08-20,305966.0,6114.0,0.6356164383561624,24127.0,,0.00631115875620167,0.003598298985933922,0.011975186785459823,0.0006542361792607131
2020-08-21,312659.0,6406.0,0.6383561643835597,24283.0,,0.01233612338042404,-0.001404932875429285,0.01356110011226288,-0.01685919450515142
2020-08-22,320884.0,6567.0,0.6410958904109569,20263.0,,0.005855698632527643,0.003654636820465966,0.011845402076762943,0.023146033196284454
2020-08-23,329043.0,6795.0,0.6438356164383542,13519.0,,0.010813176393358923,-0.007652685798381163,0.0076737690818525234,-0.0016188373804267844
2020-08-24,336802.0,6947.0,0.6465753424657514,22672.0,,0.004367551261572081,-0.008061033539657406,0.0064281090967393305,-0.004318410824816468
2020-08-25,342154.0,7079.0,0.6493150684931487,25162.0,,0.0053630821209163125,-0.0049442011583557,0.004775627349088422,-0.0038140980364458257
2020-08-26,350867.0,7402.0,0.6520547945205459,26600.0,,0.0016986493457634944,-0.012293974601459066,0.0014307415630424064,-0.007565522831667117
2020-08-27,359638.0,7661.0,0.6547945205479432,27789.0,,0.004818734394029552,-0.002349562720271505,0.00905354829022517,0.002480093982508811
2020-08-28,370188.0,7944.0,0.6575342465753404,27019.0,,0.0010346094416890878,-0.012462235649546828,0.004616573200643997,-0.0033987915407854984
2020-08-29,380292.0,8129.0,0.6602739726027377,22162.0,,0.005054011128290892,0.01574609423053266,0.004735834569225753,0.011809570672899495
2020-08-30,392009.0,8305.0,0.6630136986301349,17169.0,,-0.0026351435808871734,0.0049367850692354,-0.0005357019864339849,0.004334738109572547
2020-08-31,401239.0,8401.0,0.6657534246575322,23285.0,,0.0017296424325651295,0.003094869658374003,0.0038530651307574788,0.0005951672419950006
2020-09-01,408426.0,8498.0,0.6684931506849294,27458.0,,-0.0004921332138502445,0.0009413979759943516,0.004576104361622424,0.0009413979759943516
2020-09-02,417735.0,8730.0,0.6712328767123267,27521.0,,-0.00022502304092307323,0.004009163802978236,0.0014363172824877015,0.007560137457044674
2020-09-03,428239.0,8971.0,0.6739726027397239,27443.0,,0.003556425267198924,0.004124400847174228,0.0032411807425292887,-0.004570282019841712
2020-09-04,439172.0,9155.0,0.6767123287671212,27311.0,,0.0030193181714681266,0.007864554888039322,0.0016872660369968942,0.01474604041507373
2020-09-05,451198.0,9468.0,0.6794520547945184,23668.0,,-0.0002681749475839875,-0.0033798056611744824,0.0014960172695800958,-0.005386565272496832
2020-09-06,461882.0,9685.0,0.6821917808219157,15324.0,,0.001781840383474567,-0.0005162622612287042,0.0027301345365266455,-0.0003097573567372225
2020-09-07,471806.0,9807.0,0.6849315068493129,25747.0,,0.0018058269712551344,-0.0021413276231263384,-0.0013734458654616516,0.008361374528398084
2020-09-08,478792.0,9912.0,0.6876712328767102,28811.0,,0.0043233805076108205,0.0,0.003018011996858761,0.003934624697336562
2020-09-09,488007.0,10179.0,0.6904109589041074,30817.0,,0.0014221107484113957,0.0030454858041064937,-0.0008872823545563895,0.015915119363395226
2020-09-10,500034.0,10457.0,0.6931506849315047,29383.0,,-0.0002699816412483951,-0.007459118293965765,0.0,0.018360906569761883
2020-09-11,512293.0,10713.0,0.6958904109589019,31878.0,,-0.00114192464078174,0.005880705684682162,0.0007144349034634477,0.0156818818258191
2020-09-12,524198.0,10994.0,0.6986301369862992,24286.0,,0.0015185101812673837,-0.0017282153902128433,0.0029797900793211724,0.009914498817536838
2020-09-13,535705.0,11206.0,0.7013698630136964,16375.0,,0.000817614171978981,0.0001784758165268606,0.002729113971308836,0.02052471890058897
2020-09-14,546481.0,11307.0,0.7041095890410937,26774.0,,-0.0027448346786073073,0.009109401255859201,0.0008655378686541709,0.020695144600689837
2020-09-15,555537.0,11412.0,0.7068493150684909,27614.0,,-0.0011250375762550469,0.0034174553101997897,-0.00038701292623173617,0.008850332982825096
2020-09-16,565446.0,11710.0,0.7095890410958882,29334.0,,-0.0019931169377800885,0.011187019641332195,0.003356642367264071,0.0056362083689154565
2020-09-17,577338.0,11910.0,0.7123287671232854,30033.0,,0.0002338318281491951,0.022670025188916875,0.0027453588712331423,0.017296389588581023
2020-09-18,589012.0,12229.0,0.7150684931506827,30327.0,,0.001614568124248742,0.008586147681740127,0.0046145070049506635,0.008095510671354975
2020-09-19,601713.0,12491.0,0.7178082191780799,24488.0,,0.0012730321598502941,0.010247378112240814,0.0021604984436101597,0.2472980545993115
2020-09-20,613658.0,12705.0,0.7205479452054772,14976.0,,0.0016686819042528575,0.0179456906729634,0.004468286895958335,0.007634789452971271
2020-09-21,622934.0,12909.0,0.7232876712328744,23647.0,,0.0031672697268089398,0.010147958788442173,0.0029746329466685075,-0.0006197226741033388
2020-09-22,631365.0,13053.0,0.7260273972602717,27900.0,,0.0006493866463931323,0.004749865931203555,-0.0012084927102389267,0.006052248525243239
2020-09-23,640147.0,13482.0,0.7287671232876689,29309.0,,0.004725477116974695,-0.004821243139000148,0.0038428673414075206,0.001557632398753894
2020-09-24,652174.0,13952.0,0.7315068493150662,29288.0,,0.0022233330368889286,-0.0045871559633027525,0.00415993277867563,-0.00795584862385321
2020-09-25,664799.0,14376.0,0.7342465753424634,29822.0,,0.002657946236381222,-0.00041736227045075126,0.005749106120797414,-0.0017390094602114635
2020-09-26,678266.0,14766.0,0.7369863013698607,22657.0,,0.0007873017370766042,0.2005282405526209,0.002929529122792533,0.006365975890559393
2020-09-27,691235.0,15208.0,0.7397260273972579,16183.0,,0.002485406554934284,-0.008613887427669647,0.003081441188597221,0.004800105207785376
2020-09-28,702484.0,15543.0,0.7424657534246552,24868.0,,-0.00017082239595492567,-0.00894293250981149,0.00165840076072907,0.0013510905230650454
2020-09-29,711325.0,15749.0,0.7452054794520524,29986.0,,-0.0016490352511158754,0.0010794336148326879,0.002084841668716831,0.005143183694202806
2020-09-30,723132.0,16113.0,0.7479452054794496,30486.0,,-0.0007813234651488248,0.005337305281449761,-0.00315709994855711,-0.0028548377086824303
2020-10-01,736609.0,16519.0,0.7506849315068469,30348.0,,0.0017146138589129375,-0.002845208547732914,-0.00023350244159384422,-0.001210727041588474
2020-10-02,751001.0,16937.0,0.7534246575342441,31743.0,,0.002736347887685902,-0.001121804333707268,0.0007190403208517698,-0.004073921001357974
2020-10-03,765002.0,20288.0,0.7561643835616414,22808.0,,0.0018993414396302232,-0.14131506309148265,0.004045741056886125,-0.14442034700315456
2020-10-04,779689.0,20599.0,0.7589041095890386,13796.0,,0.0005284158170757828,0.009903393368610127,0.002384283990155049,0.003398223214719161
2020-10-05,790818.0,20795.0,0.7616438356164359,25639.0,,0.0016248997873088372,0.007694157249338783,0.0030108065319706936,0.009040634767973071
