date,cases,deaths,time_of_year,daily_tests,daily_vaccinations,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-11-18,301604.0,4932.0,0.8821917808219149,22819.0,,-0.004694897945650588,0.0036496350364963502,-0.006319544833622896,-0.0026358475263584752
2020-11-19,306995.0,5013.0,0.8849315068493121,22490.0,,-0.0013420414013257545,-0.007580291242768801,-0.003403964233945178,-0.002194294833433074
2020-11-20,311554.0,5090.0,0.8876712328767093,20190.0,,-0.0012229019688400726,0.0005893909626719057,-0.0004012145567060606,0.00019646365422396856
2020-11-21,316260.0,5182.0,0.8904109589041066,22954.0,,-0.00036046291026370705,-0.0042454650714010035,-0.0022449883007651934,-0.0036665380162099574
2020-11-22,320962.0,5256.0,0.8931506849315038,20198.0,,-0.0009035337516590749,-0.0045662100456621,-0.0018195300378237923,-0.004946727549467275
2020-11-23,324941.0,5316.0,0.8958904109589011,17566.0,,0.0004185375191188554,-0.0018811136192626034,-0.0032621306637204907,0.00018811136192626034
2020-11-24,327528.0,5396.0,0.8986301369862983,19107.0,,-0.0001679245743875333,-0.004262416604892513,-0.003224151828240639,-0.0009266123054114158
2020-11-25,331527.0,5496.0,0.9013698630136956,20953.0,,-0.0014780093325732142,-0.005640465793304222,-0.003314963788771352,-0.009097525473071324
2020-11-26,336506.0,5539.0,0.9041095890410928,21428.0,,-0.0018810957308339226,0.004874526087741469,-0.0026240245344808116,0.002527532045495577
2020-11-27,340684.0,5619.0,0.90684931506849,22017.0,,0.0007514294771694591,-0.0003559352197899982,-0.0024450810721959354,-0.0026695141484249867
2020-11-28,345276.0,5689.0,0.9095890410958872,22223.0,,-0.0017261553076379477,0.0005273334505185445,-0.004509435929517256,-0.003515556336790297
2020-11-29,349688.0,5739.0,0.9123287671232846,19180.0,,-0.0008407494680972753,-0.0003484927687750479,-0.003943515362265791,-0.0005227391531625719
2020-11-30,353803.0,5789.0,0.9150684931506818,14550.0,,-0.003380412263321679,0.0019001554672655036,-0.005943985777395896,-0.0025911210917256866
2020-12-01,356335.0,5846.0,0.9178082191780792,20885.0,,-0.00280915430704253,0.003079028395484092,-0.0036903475661947327,-0.00376325692781389
2020-12-02,359844.0,5915.0,0.9205479452054764,21100.0,,-0.001692400040017341,-0.003212172442941674,-0.0019897511143717834,-0.002874049027895182
