date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-09-12,12734.0,300.0,0.6986301369862992,,,,0.004397675514370976,-0.0033333333333333327,0.00031411967959792684,0.0
2020-09-13,13036.0,302.0,0.7013698630136964,,,,-0.0047560601411475905,0.006622516556291391,0.0009972384166922368,0.016556291390728478
2020-09-14,13240.0,305.0,0.7041095890410937,7145.0,,,-0.0030211480362537764,0.013114754098360656,0.0009063444108761328,0.0
2020-09-15,13420.0,310.0,0.7068493150684909,,,,0.020342771982116245,0.0032258064516129032,0.0061847988077496285,-0.0032258064516129032
2020-09-16,13730.0,313.0,0.7095890410958882,,,,0.0016751638747268755,0.01597444089456869,0.007720320466132556,0.006389776357827476
2020-09-17,14041.0,316.0,0.7123287671232854,,,,0.003347339933053201,0.006329113924050633,0.002920019941599601,0.0
2020-09-18,14400.0,325.0,0.7150684931506827,,,,-0.00125,0.0,0.003611111111111111,-0.021538461538461538
2020-09-19,14738.0,327.0,0.7178082191780799,12301.0,,,-0.003528294205455285,0.003058103975535168,0.008277921020491245,0.009174311926605505
2020-09-20,14978.0,331.0,0.7205479452054772,8200.0,,,0.005007344104686874,0.00906344410876133,0.0018026438776872747,0.00906344410876133
2020-09-21,15142.0,338.0,0.7232876712328744,7905.0,,,0.003434156650376437,-0.01183431952662722,0.004292695812970546,-0.008875739644970414
2020-09-22,15595.0,344.0,0.7260273972602717,10899.0,,,-0.012183392112856684,-0.005813953488372093,-0.009810836806668805,0.005813953488372093
2020-09-23,15928.0,352.0,0.7287671232876689,12212.0,,,0.005210949271722752,-0.008522727272727272,0.004143646408839779,-0.014204545454545452
2020-09-24,16286.0,357.0,0.7315068493150662,13134.0,,,-0.00036841458921773305,-0.0056022408963585435,0.0029473167137418644,-0.0028011204481792717
2020-09-25,16627.0,366.0,0.7342465753424634,10073.0,,,0.004210019847236422,-0.01912568306010929,0.0055933120827569615,-0.008196721311475409
2020-09-26,16913.0,369.0,0.7369863013698607,21498.0,,,0.01028794418494649,0.0054200542005420045,0.006208242180571158,-0.0054200542005420045
2020-09-27,17228.0,376.0,0.7397260273972579,9966.0,,,-0.002786162061759925,0.0,-0.0005224053865799861,-0.005319148936170214
2020-09-28,17444.0,379.0,0.7424657534246552,6696.0,,,0.0007452419169915157,0.0026385224274406327,0.0036688832836505375,0.02638522427440633
