date,cases,deaths,time_of_year,daily_tests,daily_vaccinations,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-05-05,211938.0,29079.0,0.34246575342465674,55263.0,,-0.002250658211363701,-0.0005502252484610887,-0.003633137993186687,-0.0033013514907665326
2020-05-06,213013.0,29315.0,0.345205479452054,64263.0,,0.0015351175749836864,-0.002183182670987549,-0.0012299718796505378,-0.0025243049633293536
2020-05-07,214457.0,29684.0,0.34794520547945124,70359.0,,-0.002592594319607194,-0.0058617437003099316,-0.003632429811104324,-0.007007141894623366
2020-05-08,215858.0,29958.0,0.3506849315068485,63775.0,,-0.0018947641505063515,-0.0004005607850991388,-0.0035162004651205885,-0.003938847720141531
2020-05-09,217185.0,30201.0,0.3534246575342457,69171.0,,-0.002477150816124502,-3.311148637462336e-05,-0.003107949444022377,-0.003741597960332439
2020-05-10,218268.0,30395.0,0.3561643835616429,51678.0,,-0.0009529569153517693,-0.0013489060700773155,-0.001896750783440541,-0.0024675111037999672
2020-05-11,219070.0,30560.0,0.35890410958904023,40740.0,,-0.0005797233760898343,-0.0006544502617801048,-0.0012370475190578354,-0.003763089005235602
2020-05-12,219814.0,30739.0,0.3616438356164375,67003.0,,-0.0013329451263340824,-0.0026025570122645498,-0.0020198895429772443,-0.002830280750837698
2020-05-13,221216.0,30911.0,0.3643835616438347,61973.0,,-0.002662556053811659,-0.00032350943029989325,-0.004543071025603935,-0.0030409886448189965
2020-05-14,222104.0,31106.0,0.3671232876712321,71876.0,,-0.0010040341461657603,-0.0010930367131743073,-0.0013687281633829197,-0.0025075548125763516
2020-05-15,223096.0,31368.0,0.3698630136986292,68176.0,,-0.0015688313551117008,-0.003379239989798521,-0.0017884677448273389,-0.00612088752869166
2020-05-16,223885.0,31610.0,0.3726027397260265,69179.0,,-0.000611921298881122,-0.003543182537171781,-0.0012193760189382942,-0.004903511546978804
2020-05-17,224760.0,31763.0,0.3753424657534237,60101.0,,-0.0009165331909592455,-0.0010704278563108019,-0.0020421783235451147,-0.0013222932342662847
2020-05-18,225435.0,31908.0,0.37808219178082103,36406.0,,-0.0006387650542284916,-0.002977309765576031,-0.0014194778982855368,-0.002193807195687602
2020-05-19,225886.0,32007.0,0.3808219178082182,63158.0,,-0.0006684787901862001,-0.00021870215890274001,-0.0012085742365618055,-0.0012184834567438372
2020-05-20,226699.0,32169.0,0.3835616438356155,67195.0,,-0.0018350323556786752,-0.0026112095495663527,-0.0021835120578388083,-0.003326183592899997
2020-05-21,227364.0,32330.0,0.3863013698630127,71679.0,,-0.00035625692721802924,-0.001360965047943087,-0.0015129923822592847,-0.0027837921435199505
2020-05-22,228006.0,32486.0,0.38904109589041,75380.0,,-0.00021490662526424742,-0.0026472942190482055,-0.0020394200152627565,-0.002093209382503232
2020-05-23,228658.0,32616.0,0.3917808219178072,72410.0,,-0.0005947747290713642,-0.0013183713514839342,-0.0005860280418791382,-0.0013796909492273732
2020-05-24,229327.0,32735.0,0.3945205479452045,55824.0,,-0.0011032281414748372,-0.00024438674201924545,-0.0017398736302310675,-0.001435772109363067
2020-05-25,229858.0,32785.0,0.3972602739726017,35241.0,,-0.0007656901217273273,0.0007625438462711606,-0.0014530710264598144,9.150526155253927e-05
2020-05-26,230158.0,32877.0,0.39999999999999897,57674.0,,-0.0005300706471206737,-0.0009733248167411869,-8.689682739683174e-05,-0.0008212428141253764
2020-05-27,230555.0,32955.0,0.4027397260273962,67324.0,,-0.0003426514280757303,-0.0006979214079805796,-0.000494459022792826,3.0344409042633894e-05
2020-05-28,231139.0,33072.0,0.4054794520547935,75893.0,,-0.0011378434621591336,-0.0013909046927914853,-0.0016526851807786656,-0.0013909046927914853
2020-05-29,231732.0,33142.0,0.4082191780821907,72135.0,,-0.0017951771874406641,0.0005431174944179591,-0.0009234805723853417,-0.000512944300283628
2020-05-30,232248.0,33229.0,0.410958904109588,69342.0,,8.611484275429714e-06,-6.018838965963466e-05,-0.0015199269746133445,-0.0009329200397243372
2020-05-31,232664.0,33340.0,0.4136986301369852,54118.0,,-0.0006275143554653922,-0.001169766046790642,-0.00030086304714094144,-0.0009898020395920815
2020-06-01,233019.0,33415.0,0.4164383561643825,31394.0,,-0.0006780562958385367,-0.0006583869519676792,-7.295542423579193e-05,-0.0009277270686817297
2020-06-02,233197.0,33475.0,0.4191780821917797,52159.0,,0.00043739842279274605,0.00014936519790888724,0.0005274510392500761,-0.0010156833457804332
2020-06-03,233515.0,33530.0,0.42191780821917696,37299.0,,-0.00014988330514099736,0.0007157769161944528,-0.000462497055863649,-0.0006263048016701461
2020-06-04,233836.0,33601.0,0.4246575342465742,49953.0,,-0.0005089036760806719,0.0,2.9935510357686583e-05,-0.0008333085324841523
2020-06-05,234013.0,33689.0,0.42739726027397146,65028.0,,0.0008631999076974356,-0.0010389147793048177,0.0006580830979475499,-0.0006530321469915997
2020-06-06,234531.0,33774.0,0.4301369863013687,72485.0,,-0.001513659175119707,-0.0008586486646532836,-0.0028397098890978164,-0.0011251258364422337
2020-06-07,234801.0,33846.0,0.432876712328766,49478.0,,0.0003236783488997066,0.0001772735330615139,-2.555355386050315e-05,-0.00067954854340247
2020-06-08,234998.0,33899.0,0.4356164383561632,27112.0,,0.0006000051064264377,-0.00026549455736157407,0.00011489459484761572,-0.0008554824626095165
