date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-04-12,979.0,12.0,0.27945205479452,3448.0,,,0.0602655771195097,-0.16666666666666666,0.11031664964249234,-0.16666666666666666
2020-04-13,1091.0,12.0,0.28219178082191726,3802.0,,,-0.025664527956003668,0.0,0.07241063244729606,0.0
2020-04-14,1275.0,12.0,0.2849315068493145,3798.0,,,-0.03215686274509804,0.0,-0.06901960784313725,0.0
2020-04-15,1295.0,16.0,0.28767123287671176,4455.0,,,0.007722007722007722,-0.25,0.18146718146718147,-0.25
2020-04-16,1480.0,16.0,0.290410958904109,4376.0,,,-0.125,0.0,0.0222972972972973,0.0
2020-04-17,1546.0,17.0,0.29315068493150626,6564.0,,,0.21021992238033635,0.29411764705882354,0.10866752910737387,-0.05882352941176471
2020-04-18,1627.0,19.0,0.2958904109589035,8579.0,,,0.06392132759680394,-0.10526315789473684,0.006760909649661954,-0.05263157894736842
2020-04-19,1768.0,19.0,0.29863013698630075,7954.0,,,0.02771493212669683,0.0,-0.016968325791855202,0.05263157894736842
2020-04-20,1852.0,19.0,0.301369863013698,9117.0,,,0.057775377969762426,0.0,0.04751619870410368,0.10526315789473684
2020-04-21,1995.0,19.0,0.30410958904109525,8778.0,,,-0.02355889724310777,0.0,-0.0025062656641604013,0.0
2020-04-22,2025.0,19.0,0.3068493150684925,12480.0,,,0.1111111111111111,0.0,0.08938271604938272,0.05263157894736842
2020-04-23,2025.0,19.0,0.30958904109588975,14285.0,,,0.10765432098765433,0.0,0.03407407407407408,0.0
2020-04-24,2416.0,25.0,0.312328767123287,11013.0,,,-0.06498344370860927,-0.24,-0.01945364238410596,-0.2
2020-04-25,2601.0,25.0,0.31506849315068425,15997.0,,,-0.035755478662053065,0.04,-0.0196078431372549,0.0
2020-04-26,2791.0,25.0,0.3178082191780815,15796.0,,,-0.02830526692941598,0.04,-0.0386958079541383,0.0
2020-04-27,2982.0,25.0,0.32054794520547875,9262.0,,,-0.006371562709590879,0.08,-0.0409121395036888,0.04
2020-04-28,3078.0,25.0,0.323287671232876,10716.0,,,0.013645224171539959,0.0,0.037037037037037035,0.0
