date,cases,deaths,time_of_year,daily_tests,daily_vaccinations,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-03-28,53517.0,935.0,0.23835616438356125,,,0.06545583646317993,0.5657754010695187,0.025954369639553783,0.7561497326203208
2020-03-29,59783.0,1180.0,0.2410958904109585,,,0.031045614974156525,0.4703389830508475,0.03628121706839737,0.6033898305084746
2020-03-30,67504.0,1512.0,0.2438356164383557,,,0.023450462194832898,0.3187830687830688,-0.017376748044560318,0.3637566137566138
2020-03-31,76211.0,1929.0,0.24657534246575305,,,-0.005156735904265788,0.3208916537065837,-0.017123512353859678,0.303784344219803
2020-04-01,84364.0,2415.0,0.24931506849315024,,,0.016772557014840452,0.19337474120082807,0.04269593665544545,0.18633540372670807
2020-04-02,93360.0,2963.0,0.2520547945205475,,,0.01894815766923736,0.1619979750253122,-0.003909597257926307,0.06209922375970301
2020-04-03,103689.0,3716.0,0.2547945205479448,260520.0,,0.004484564418597923,0.06539289558665233,-0.02697489608348041,0.01372443487621098
2020-04-04,115963.0,4535.0,0.25753424657534196,283621.0,,-0.01822995265731311,0.0392502756339581,-0.043332787182118436,-0.03329658213891951
2020-04-05,124085.0,5335.0,0.2602739726027393,,,0.0025224644396985947,0.02942830365510778,-0.015497441270097109,-0.027741330834114338
2020-04-06,133389.0,6149.0,0.2630136986301365,,,-0.0206613738764066,0.011058708733127335,-0.03326361244180555,-0.03171247357293869
2020-04-07,141703.0,7185.0,0.26575342465753377,340058.0,,-0.006435996415037085,-0.004592901878914405,-0.028157484315787244,-0.05678496868475993
2020-04-08,151271.0,8138.0,0.268493150684931,365153.0,,0.014457496810360215,-0.0020889653477512912,-0.02584104025226249,-0.04251658884246744
2020-04-09,162036.0,9166.0,0.27123287671232826,,,-0.013169912858870871,-0.03229325769146847,-0.027302574736478312,-0.05051276456469561
2020-04-10,172830.0,10162.0,0.2739726027397255,,,-0.01887403807209396,-0.018893918519976384,-0.01451136955389689,-0.04418421570556977
2020-04-11,182990.0,11159.0,0.2767123287671228,,,-0.01590797311328488,-0.029482928577829564,0.0028580796764850537,-0.03853391880992922
2020-04-12,191425.0,12116.0,0.27945205479452,461601.0,,-0.01168081494057725,-0.025173324529547705,-0.01265247485960559,-0.039534499834929016
2020-04-13,197973.0,12998.0,0.2821917808219173,,,-0.008491056861289165,-0.020233882135713185,-0.012481500002525596,-0.03223572857362672
2020-04-14,205375.0,14001.0,0.2849315068493145,499143.0,,-0.01498721850273889,-0.026783801157060208,-0.02004625684723068,-0.035211770587815154
2020-04-15,217130.0,14937.0,0.28767123287671176,526012.0,,-0.028075346566573026,-0.022025841869183903,-0.032409155805277944,-0.028519783088973686
2020-04-16,225761.0,15669.0,0.290410958904109,,,-0.01014347030709467,-0.010657987108303018,-0.017403360190644087,-0.025719573680515667
2020-04-17,233293.0,16473.0,0.29315068493150626,573223.0,,0.0032319872435092357,-0.015601286954410248,-0.01565842095562233,-0.03514842469495538
2020-04-18,240542.0,17141.0,0.2958904109589035,,,0.014276093156288716,-0.005892304999708302,-0.011183078215031056,-0.027652995741205298
2020-04-19,246741.0,17793.0,0.29863013698630075,,,-0.0007538268873028802,-0.009779126622829202,-0.010132081818587102,-0.0062384083628393185
2020-04-20,251608.0,18412.0,0.301369863013698,,,-0.003139804775682809,-0.008472735172713448,-0.00931210454357572,-0.022105148815989573
2020-04-21,255932.0,19040.0,0.30410958904109525,,,-0.004059672100401669,-0.006197478991596638,-0.007900536079896223,-0.0203781512605042
2020-04-22,261591.0,19647.0,0.3068493150684925,,,-0.0035972185587424647,-0.0049371405303608685,-0.011135704210007223,0.01633837227057566
2020-04-23,267932.0,20212.0,0.3095890410958897,,,-0.006117223773196185,-0.011676231941420938,-0.010506397145544391,-0.015584801108252526
2020-04-24,276218.0,20759.0,0.312328767123287,,,-0.015954789333063015,-0.015511344477094272,-0.019596840176961675,-0.019027891516932408
2020-04-25,286901.0,21326.0,0.31506849315068425,,,-0.02134534212149836,-0.017490387320641468,-0.027772646313536733,-0.015989871518334427
2020-04-26,292914.0,21804.0,0.3178082191780815,805350.0,,-0.007899929672190472,0.002889378095762245,-0.013229138928149559,-0.012107870115575124
2020-04-27,296991.0,22267.0,0.32054794520547875,826095.0,,-0.005229114686977046,-0.011272286343018821,-0.008306649023034369,-0.01158665289441775
2020-04-28,300276.0,22777.0,0.32328767123287605,844994.0,,-0.0032736549041548447,-0.011854063309478859,-0.006151007739546285,-0.010141809720331914
2020-04-29,304994.0,23287.0,0.32602739726027324,872481.0,,-0.0064657009646091395,0.01794992914501653,-0.008508364098965882,-0.01477219049254949
2020-04-30,309696.0,23616.0,0.3287671232876705,900636.0,,-0.00379727216367018,-0.003345189701897019,-0.007549338706344286,-0.006775067750677507
2020-05-01,313575.0,23841.0,0.3315068493150677,,,-0.003208163916128518,-0.003061952099324693,-0.0035717133062265803,-0.0036491757896061406
2020-05-02,318134.0,24035.0,0.33424657534246505,,,-0.0057962996724650615,0.0013313917204077386,-0.00746226432886771,0.00016642396505096735
2020-05-03,321833.0,24576.0,0.33698630136986224,985911.0,,-0.004850341636811638,-0.0133056640625,-0.005586748406782399,-0.013264973958333334
2020-05-04,324357.0,24788.0,0.3397260273972595,,,-0.002817882764978095,-0.00028239470711634664,-0.003955518148213234,-0.003146683879296434
2020-05-05,326659.0,25028.0,0.34246575342465674,,,-0.0026449600347763264,0.0015582547546747645,-0.002519446884977913,-0.004195301262585904
2020-05-06,329405.0,25956.0,0.345205479452054,,,-0.0018912888389672289,-0.029357374017568195,-0.0038493647637406854,-0.03178455848358761
2020-05-07,332931.0,26206.0,0.34794520547945124,,,-0.0034902126867128627,-0.003090895214836297,-0.00434924954419985,-0.004846218423261849
2020-05-08,335804.0,26358.0,0.3506849315068485,1121543.0,,-0.0003394837464711558,-0.000531148038546172,-0.0035586234827458874,-0.0004932088929357312
2020-05-09,338519.0,26584.0,0.3534246575342457,1153768.0,,-0.0015656432873782564,-0.0010532651218778213,-0.002838836224850009,-0.004814926271441469
2020-05-10,340657.0,26798.0,0.3561643835616429,,,-0.0006957144576509508,3.731621762818121e-05,-0.0015763656698673445,-0.002537502798716323
2020-05-11,342267.0,27003.0,0.35890410958904023,,,-0.0010781056894179106,-0.002629337481020627,-0.0009670812552773127,-0.004184720216272266
2020-05-12,343705.0,27282.0,0.3616438356164375,1225113.0,,0.0001192883432012918,-0.005278205410160546,-0.0011463318834465605,-0.006451139945751778
2020-05-13,345828.0,27448.0,0.3643835616438347,1258907.0,,-0.001865089003782227,-0.002295249198484407,-0.0028655863608499023,-0.002477411833284757
2020-05-14,348192.0,27617.0,0.3671232876712321,,,-0.0008213859020310632,-0.0016656407285367708,-0.0017404190791287565,-0.002534670673860304
2020-05-15,350951.0,27755.0,0.3698630136986292,,,-0.003080202079492579,3.602954422626554e-05,-0.003447774760579112,-0.0014772113132768866
2020-05-16,353136.0,27953.0,0.3726027397260265,,,-0.0012204929545557518,-0.0035774335491718244,-0.0023277151012641023,-0.004328694594497908
2020-05-17,355037.0,28168.0,0.3753424657534237,1413396.0,,-0.0008449823539518418,-0.0024495881851746663,-0.0022448364536653926,-0.004544163589889236
2020-05-18,356278.0,28302.0,0.37808219178082103,,,0.00010665828369980746,-0.001483994064023744,-0.0008308118940827107,-0.002367323864037877
2020-05-19,357757.0,28437.0,0.3808219178082182,1467739.0,,-0.001215909122672652,-0.001125294510672715,-0.000329832819483616,-0.0018989344867602067
2020-05-20,359235.0,28540.0,0.3835616438356155,1505836.0,,-0.00096315782148176,-0.0001751927119831815,-0.0012109065096663745,-0.0011212333566923618
2020-05-21,361313.0,28663.0,0.3863013698630127,,,-0.0008856586948158523,-0.0008373164009350035,-0.0028368755068320264,-0.0010466455011687542
2020-05-22,362991.0,28802.0,0.38904109589041,1600793.0,,-0.00035538071191847727,-0.0014582320672175545,-0.0017521095564352837,-0.002916464134435109
2020-05-23,364745.0,28900.0,0.3917808219178072,,,-0.0010719817955009664,-0.0007266435986159169,-0.0018396413933021696,-0.0014186851211072664
2020-05-24,366346.0,29046.0,0.3945205479452045,1699826.0,,-0.0013566409896655074,-0.002031260758796392,-0.0022492397897069982,-0.0029608207670591483
2020-05-25,367625.0,29138.0,0.3972602739726017,,,-0.0009085345120707244,-0.0008579861349440593,-0.0015423325399523972,-0.0012355000343194453
2020-05-26,368669.0,29241.0,0.39999999999999897,,,0.0008598498924509519,-0.0007523682500598475,-0.0009602109209073722,-0.0011285523750897712
2020-05-27,369801.0,29339.0,0.4027397260273962,1811544.0,,-0.00024066998196327206,-0.0009202767647159073,-0.001265545523132712,-0.001056614063192338
2020-05-28,371559.0,29438.0,0.4054794520547935,1876789.0,,-0.0018974106400329426,-0.00020381819417079964,-0.002782868938714982,-0.0014946667572525304
2020-05-29,373108.0,29535.0,0.4082191780821907,,,-0.0013588558808709545,-0.0014220416455053328,-0.0019511776750967547,-0.0005755882850854918
2020-05-30,374471.0,29612.0,0.410958904109588,,,-0.0007477214523955126,-0.000675401864109145,-0.0012043656251084865,-0.0007767121437255168
2020-05-31,375575.0,29699.0,0.4136986301369852,,,-0.0008706649803634428,-0.0009091215192430725,-0.0010916594555015642,-0.001582544866830533
2020-06-01,376520.0,29766.0,0.4164383561643825,,,-0.0006188250292149156,-0.00036954915003695486,-0.0008552002549665356,-0.000907075186454344
2020-06-02,377881.0,29847.0,0.4191780821917797,2167831.0,,-0.0017756912890566075,-0.0003685462525546956,-0.0019344714341287333,-0.001440680805441083
2020-06-03,378924.0,29918.0,0.42191780821917696,,,-0.001000200567923911,-0.00013369877665619361,-0.0012720228858557384,-0.001069590213249549
2020-06-04,379977.0,30011.0,0.4246575342465742,2293032.0,,-0.0008658418799032573,-0.0012662023924560994,-0.0011237522271084828,-0.0015994135483655993
2020-06-05,381019.0,30066.0,0.42739726027397146,,,-0.0005800235683784797,0.0008315040244794785,-0.0006508861762799231,-0.0001995609658750748
2020-06-06,382102.0,30123.0,0.4301369863013687,,,-0.00044752448299145237,-9.959167413604224e-05,-0.0009840304421332524,-0.0011287056402084785
2020-06-07,382879.0,30183.0,0.432876712328766,2497842.0,,-0.00021677866897897252,-0.0006626246562634598,-0.00029252061356198697,-0.0004969684921975947
