date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-04-09,1106.0,42.0,0.27123287671232826,,,,0.03074141048824593,0.0,0.19077757685352625,-0.047619047619047616
2020-04-10,1166.0,50.0,0.2739726027397255,,,,0.04888507718696398,-0.08,0.20154373927958832,-0.18
2020-04-11,1268.0,55.0,0.27671232876712276,,,,-0.013406940063091484,-0.054545454545454536,0.13958990536277602,0.01818181818181818
2020-04-12,1337.0,56.0,0.27945205479452,,,,-0.0074794315632011965,0.08928571428571429,0.03664921465968586,0.0
2020-04-13,1376.0,62.0,0.28219178082191726,,,,0.07122093023255814,0.03225806451612903,0.08357558139534882,-0.06451612903225806
2020-04-14,1426.0,69.0,0.2849315068493145,,,,-0.007713884992987376,0.0,0.07924263674614307,-0.043478260869565216
2020-04-15,1494.0,76.0,0.28767123287671176,,,,0.07898259705488621,-0.05263157894736842,0.11981258366800535,-0.07894736842105263
2020-04-16,1588.0,80.0,0.290410958904109,,,,0.11146095717884133,-0.025,0.25566750629722923,0.0
2020-04-17,1705.0,84.0,0.29315068493150626,,,,0.10439882697947214,-0.05952380952380953,0.05513196480938416,-0.03571428571428571
2020-04-18,1790.0,86.0,0.2958904109589035,,,,0.10837988826815642,0.04651162790697674,0.11843575418994412,-0.011627906976744186
2020-04-19,1849.0,92.0,0.29863013698630075,,,,0.0319091400757166,-0.05434782608695652,0.12168739859383453,-0.03260869565217391
2020-04-20,1986.0,100.0,0.301369863013698,,,,0.008559919436052367,-0.06,0.039274924471299086,-0.06
2020-04-21,2025.0,107.0,0.30410958904109525,,,,0.06123456790123458,-0.02803738317757009,0.08592592592592592,-0.05607476635514018
2020-04-22,2211.0,110.0,0.3068493150684925,,,,0.027589326096788783,-0.01818181818181818,0.0407055630936228,0.03636363636363636
2020-04-23,2482.0,112.0,0.30958904109588975,,,,0.09226430298146657,0.017857142857142856,0.056003223207091064,0.008928571428571428
2020-04-24,2777.0,111.0,0.312328767123287,,,,-0.03024846957148002,0.01801801801801801,0.02232625135037811,0.054054054054054064
2020-04-25,3056.0,117.0,0.31506849315068425,,,,0.0058900523560209425,-0.042735042735042736,-0.009489528795811518,-0.008547008547008548
2020-04-26,3174.0,118.0,0.3178082191780815,,,,0.052299936988027734,0.01694915254237288,0.02488972904851922,-0.00847457627118644
2020-04-27,3328.0,120.0,0.32054794520547875,,,,0.018329326923076924,0.0,0.004206730769230769,-0.008333333333333333
2020-04-28,3491.0,124.0,0.323287671232876,,,,0.014322543683758238,-0.024193548387096774,-0.04669149240905185,-0.03225806451612903
2020-04-29,3738.0,125.0,0.32602739726027324,,,,0.007758159443552701,0.048,0.02808988764044944,0.04
2020-04-30,4238.0,129.0,0.3287671232876705,,,,-0.021236432279377063,-0.007751937984496123,-0.11798017932987258,-0.03100775193798449
2020-05-01,4449.0,130.0,0.33150684931506774,,,,0.03281636322769162,0.030769230769230767,0.04652730950775455,0.05384615384615385
2020-05-02,4746.0,131.0,0.334246575342465,,,,-0.00990307627475769,0.03053435114503817,-0.06257901390644753,-0.0076335877862595426
