date,cases,deaths,time_of_year,daily_tests,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-05-17,1147.0,123.0,0.3753424657534237,,,,-0.5867480383609416,-0.008130081300813009,-0.025283347863993024,0.016260162601626018
2020-05-18,1195.0,124.0,0.378082191780821,,,,-0.031799163179916316,0.008064516129032258,-0.0401673640167364,-0.008064516129032258
2020-05-19,1207.0,124.0,0.3808219178082182,,,,-0.009113504556752278,0.0,-0.009113504556752278,0.016129032258064516
2020-05-20,1206.0,125.0,0.3835616438356155,,,,0.01658374792703151,-0.008,0.00746268656716418,0.008
2020-05-21,1213.0,126.0,0.3863013698630127,,,,0.010717230008244023,0.007936507936507936,0.0016488046166529267,-0.007936507936507936
2020-05-22,1221.0,126.0,0.38904109589040997,,,,0.004095004095004095,0.007936507936507936,0.0,0.007936507936507936
2020-05-23,1870.0,127.0,0.3917808219178072,,,,-0.3433155080213904,0.0,-0.33101604278074864,0.0
2020-05-24,1230.0,127.0,0.39452054794520447,,,,0.5235772357723577,0.023622047244094488,0.5235772357723577,0.0
2020-05-25,1240.0,129.0,0.3972602739726017,,,,-0.008064516129032258,-0.015503875968992246,-0.0008064516129032258,-0.015503875968992246
2020-05-26,1241.0,129.0,0.39999999999999897,,,,0.0,0.015503875968992246,0.0096696212731668,0.0
2020-05-27,1260.0,129.0,0.4027397260273962,,,,-0.00873015873015873,0.015503875968992246,-0.0023809523809523807,0.007751937984496123
2020-05-28,1280.0,131.0,0.40547945205479347,,,,-0.00859375,-0.015267175572519085,-0.01484375,-0.0076335877862595426
2020-05-29,1293.0,132.0,0.4082191780821907,,,,-0.003866976024748647,0.0,0.02088167053364269,0.007575757575757577
2020-05-30,1300.0,133.0,0.41095890410958796,,,,0.01769230769230769,0.0,0.007692307692307694,-0.0075187969924812035
2020-05-31,1304.0,136.0,0.4136986301369852,,,,0.0,-0.02205882352941177,0.0053680981595092036,-0.014705882352941175
2020-06-01,1304.0,136.0,0.41643835616438246,,,,0.006901840490797546,0.0,0.004601226993865031,0.0
2020-06-02,1305.0,138.0,0.4191780821917797,,,,0.009195402298850576,-0.014492753623188406,0.0007662835249042147,-0.014492753623188406
2020-06-03,1313.0,140.0,0.42191780821917696,,,,0.006092916984006093,-0.0071428571428571435,-0.0007616146230007616,-0.014285714285714284
2020-06-04,1322.0,140.0,0.4246575342465742,,,,-0.006051437216338882,0.0071428571428571435,0.0007564296520423603,0.0
2020-06-05,1330.0,141.0,0.42739726027397146,,,,0.02406015037593985,0.007092198581560284,-0.003759398496240601,-0.007092198581560284
2020-06-06,1360.0,142.0,0.4301369863013687,,,,-0.009558823529411764,-0.007042253521126761,0.0014705882352941176,-0.007042253521126761
2020-06-07,1364.0,142.0,0.43287671232876596,,,,0.005131964809384164,0.007042253521126761,-0.0014662756598240474,0.014084507042253518
2020-06-08,1373.0,142.0,0.4356164383561632,,,,-0.0021849963583394027,0.0,-0.0014566642388929353,0.0
2020-06-09,1386.0,142.0,0.43835616438356045,,,,-0.007936507936507936,0.0,-0.0021645021645021645,0.0
2020-06-10,1402.0,143.0,0.4410958904109577,,,,-0.006419400855920114,-0.006993006993006993,0.007845934379457917,-0.006993006993006993
2020-06-11,1403.0,144.0,0.44383561643835495,,,,0.006414825374198147,-0.006944444444444444,0.0007127583749109052,0.006944444444444444
2020-06-12,1443.0,146.0,0.4465753424657522,,,,-0.02564102564102564,-0.0136986301369863,-0.02494802494802495,-0.0136986301369863
2020-06-13,1460.0,146.0,0.44931506849314945,,,,0.010273972602739724,0.0,0.0013698630136986301,0.00684931506849315
2020-06-14,1471.0,147.0,0.4520547945205467,,,,-0.0061182868796736895,0.006802721088435374,0.007477906186267845,0.0
2020-06-15,1477.0,147.0,0.45479452054794395,,,,0.0006770480704129992,0.0,0.0054163845633039935,0.0
2020-06-16,1479.0,147.0,0.4575342465753412,,,,0.005409060175794457,0.0,0.03583502366463827,0.0
2020-06-17,1486.0,147.0,0.46027397260273845,,,,0.013458950201884251,0.0,0.019515477792732168,0.0
2020-06-18,1496.0,147.0,0.4630136986301357,,,,-0.0053475935828877,0.013605442176870748,0.01871657754010695,0.0
2020-06-19,1499.0,147.0,0.46575342465753294,,,,0.00066711140760507,0.0,0.014009339559706471,0.006802721088435374
2020-06-20,1531.0,147.0,0.4684931506849302,,,,-0.008491182233834096,0.006802721088435374,-0.0039190071848465066,0.006802721088435374
2020-06-21,1533.0,149.0,0.47123287671232744,,,,0.01304631441617743,-0.006711409395973154,0.017612524461839533,-0.013422818791946308
2020-06-22,1540.0,149.0,0.4739726027397247,,,,0.004545454545454545,0.0,0.14155844155844155,0.0
2020-06-23,1550.0,149.0,0.47671232876712194,,,,0.02903225806451613,0.0,0.04258064516129032,0.013422818791946308
2020-06-24,1577.0,149.0,0.4794520547945192,,,,0.00570703868103995,0.0,-0.0019023462270133164,0.013422818791946308
2020-06-25,1579.0,151.0,0.48219178082191644,,,,0.022799240025332488,-0.01324503311258278,0.03926535782140595,-0.01324503311258278
2020-06-26,1583.0,151.0,0.4849315068493137,,,,0.012634238787113077,0.006622516556291391,0.07075173720783323,0.0
2020-06-27,1602.0,152.0,0.48767123287671094,,,,0.004369538077403246,0.0,0.040574282147315864,0.046052631578947366
2020-06-28,1624.0,153.0,0.4904109589041082,,,,0.004310344827586207,-0.006535947712418301,0.07758620689655173,-0.006535947712418301
2020-06-29,1638.0,153.0,0.49315068493150543,,,,0.1288156288156288,0.0,0.13064713064713065,0.0
2020-06-30,1693.0,153.0,0.4958904109589027,,,,0.01240401653868872,0.013071895424836602,0.02244536326048435,0.013071895424836602
